sentence,classification
"Bill 17: I'm sorry we are gonna take a little diversion from the regularly scheduled program and move over to Public Safety and Wellness Committee, At the request of our attendees today chaired by Councilman Coghill.",x
"Bill 1703: Bill 1703: Resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the County of Allegheny for the purpose of receiving grant funds from the 2023 National Sexual Assault Kit Initiative Grant and the amount not to exceed 37,000 to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish assault like prost irradiation abuse.",x
Tommy Moh andEPcium Vic Deients.,x
We again return to Public Safety and Wellness Committee's transportation documentation.,x
"In summary, Quinn truly, trabajo en Catuac con porú.",x
"questions about: I just wanted to make sure you came up and you know address if any other members had had anything, but it seems pretty self-explanatory.",x
"thirty seven thousand dollars, unless you want to explain it.",x
"yeah, it's just, we're seeking reimbursement.",x
Allegheny County Medical Examiner's Office actually obtained the grant and we are a sub awardee.,x
we did work for them on.,x
the dissident is an extension of the grant that they got in 2019.,x
"we did work for them on an overtime basis some of it, so they thought that we should receive reimbursement for it.",x
"so when they got the extension, they put in for a sub-awardee for us to receive, you know, no more than thirty six thousand dollars for overtime and then a thousand dollars for us to furnish a soft interview room.",x
so we're just looking for reimbursement that work that we're going to do anyway.,x
"understood, thanks, commander.",x
"Thank You, councilmember Charlin.",x
"yeah, thank you for being here.",x
I just understand this.,x
"I'm mm-hmm very supportive of any time we're getting grants for anything, but we are paying for work that we've already done.",x
or is this is a reimbursement for work that we've already done?,x
"no, well, we've done some of the work already.",x
"this is work to be done, yet we have identified the kids that we have in our property room that are untested.",x
most of that work was done with on-duty personnel.,x
"okay, reports were printed and pulled to give to the coordinator's office.",x
coordinator of this sake.,x
grant for the county.,x
that took some overtime hours.,x
we have marked those as reimbursed.,x
"have not sought reimbursement yet, but those were overtime hours that were already spent the the next part of the process is when they ask for the kids to be sent to the crime lab, we pull them, write reports, transport them.",x
that's where the bulk of the work is going to come in and then any follow-up investigations that follow.,x
"and just out of curiosity, what is a?",x
what is a soft interview?,x
"around right now we have interview rooms that are basically for very cold and sterile, consists of a desk and a chair.",x
"those are recorded rooms, not not very conducive for victim interviews.",x
"gotcha, we take them into conference room sometimes.",x
other times take them into these sterile rooms.,x
so in the short term was more like a gathering to have contact with the.,x
"So a softer room with a couch, some soft furnishings make it a little more easy for them to relax and tell their story, as opposed to a sterile environment.",x
"Sure, that makes sense.",x
"All right, thank you very much, Thank you.",x
any further questions?,x
"And I apologize, I didn't quite catch if you said your name and your- I did not.",x
"I'm sorry, Laurie McCartney, I'm the commander of Major Crimes, Thank you, thank you, just for the record.",x
thank you.,x
Any further discussion?,x
Seeing none?,x
"all those in favor of Bill 1703, please indicate by saying aye, Aye, Aye.",x
Affirmative recommendation.,x
thank you very much.,x
"Thank you, I appreciate it.",x
have a good day.,x
That moves us back up to our Finance and Law Committee and New Papers.,x
"Bill 1709: Bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina Prior and her attorneys, Contos, Menjin, Killian and Hassan, for a single payment of 1,000.",x
"00 in a total of 3,000.",x
00 in 2020.,x
"a total of 3,000.",x
00 in 2020.,x
"All those in favor of Bill 1709, please indicate by saying aye, Aye, Aye.",x
Affirmative recommendation.,x
"Bill 1710: Bill 1710: Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye, Aye.",x
"Bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed 8,301.",x
"36 over one year in full and final settlement of a claim for damage to her vehicle from an accident with a city police vehicle on December 17, 2024.",x
There a motion.,x
Motion to approve.,x
Second Discussion Seeing none.,x
"All those in favor of Bill 1710, please indicate by saying aye, Aye, Aye.",x
Affirmative recommendation.,x
"Bill 1711 Resolution authorizing the execution of a quick claim deed conveying all of the city's right, title and interests in and to the city-owned properties located in the 12th Ward of the City and designated in the Deed Registry Office of Allegheny County as Block and Lot 124N282, 283, 288, 290, 291, 292, 293, 124P96, 125B, 128, 129, 130, 131, 132, 133, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 13, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134.",x
So moved.,x
"Can I get a second, Oh?",x
"second Discussion, Seeing none.",x
"all those in favor of invoices please indicate by saying aye, Aye, Aye.",x
Affirmative recommendation.,x
That moves us on to P cards.,x
Is there a motion on P cards So moved?,x
Second Discussion: There were no notable comments from our assistant budget director on P cards.,x
"All those in favor of P cards please indicate by saying aye, Aye.",x
Affirmative recommendation.,x
P cards are approved.,x
"That moves us to Public Works and Infrastructure Committee, chaired by Council Member Warwick.",x
Bill 1712 resolution authorizing the mayor and the director of the Office of Management and Budget and the director of the Department of Mobility and Infrastructure to apply for the P cards.,x
Bill 1712 resolution authorizing the mayor and the director of the Office of Management and Budget and the director of the Office of Management and Budget and the director of Management and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnership Program to provide funding for the rehabilitation of Emerald View Trail project.,x
"The grant proposal includes an ask of 250,000 with a match of 250,844.",x
"42 from the City of Pittsburgh's capital budget, for a total project cost of 500,844.",x
42 for this stated purpose.,x
Upto the proposed plan was reached and approved by the Council for king structure in Pike County is a transit security union with the ability to review and interoperability attraction.,x
"To apply for the plan, it is not requiring changes in fundsutatic or grants- is legally redundant.",x
"have 300,000 in the 2024 capital budget.",x
that's for design.,x
"this 250,000, the grant that we're going after, is for the construction portion of the project, so that would be about a 500,000 and then we might have to put in additional ask in the 2025 capital or 2026 budget for the rest of the construction of that project.",x
I'm just and you've had.,x
I just want to be clear.,x
you've had meetings with the.,x
"there's a committee, the parks committee, for the Emery View Parks trail committee.",x
"you've had meetings with them, but have you had meetings with the general public with outside of that committee?",x
that group?,x
"we have no, I believe, can do that.",x
"yeah, I want you to do that, because every time we do a project, somebody's saying that's not the project that's most important.",x
"or somebody saying who had who, who made these decisions and it people don't attend meetings if they're not part of a committee, but yet they still care about the project.",x
"I'm not saying that's not the case, but I'm saying that's the case.",x
I'm saying that's what we're doing and we're doing it in a way that's not going to be a bad thing.,x
So I think we should be.,x
"I think we need to do better at meeting with the residents and getting out there and talking with them about a lot of the projects we're doing, and this is one of them.",x
"but one of the most important projects for that community is the Shaler Park renovations for the Eileen McCoy Park on Shaler, and I did- we did things for the council.",x
"we did just put forward a 500,000 project to help them with the Eileen McCoy project and we've been working with the Eileen McCoy and the City of Shaler Park on this project for a long time and we've been talking to the City of Shaler Park on that and we've been talking to the members of the City of Shaler Park on that and they've been saying they want to have that park renovated, so if we could do a project.",x
"I know that's very important to the community, but I think I'd like to hear from the community which is their most important priorities.",x
"So- and I know they're different departments, different things, but at the same time, I want to prioritize the public, the things with I want to engage them.",x
I want them to have an opportunity.,x
"Listen, I get frustrated sometimes when it comes be experts in public safety who help direct that.",x
"i think you should give them some feedback, but i don't know they should have every comp.",x
"they should control every comment or every project, but when it comes to things like their playgrounds and parks and things like that, i think we should be try to do a little bit more engagement in those areas.",x
but i do appreciate that they at least try to get a committee together.,x
"they have the feedback online that you can give, but sometimes people aren't familiar with using the online source.",x
you know resources.,x
"so, thank you.",x
i want to thank you for the work that you've done across our district.,x
"thank you, you've been great.",x
that's it.,x
"thank you, council member warwick, did you have a question?",x
"yeah, thanks, so that that just you know your comments from reminded me one thing, and i know that we've talked about it, but i really think that, going forward, we need to kind of solidify process wise is i would say.",x
"over the past few years, there has definitely been a shift, at least in my experience right in my district.",x
"right, there has been a major shift in the amount of engagement between the city and the community, which is great, like it's, it's wonderful, like the neighborhood services team is so nice to have people there.",x
"however, right when- and this is something i've experienced right is it's like when the city is so accessible, like in community, right there you do get the things like: well, i wasn't at the meeting, yeah, and i didn't know about that meeting, even though there were so many meetings.",x
"so it's, it's almost like we're in a, in sort of like it's like a mesh between the before and after.",x
"and i think that now we really need a solidified where we are saying on, on and- and i know it would be different depending on the size of the project, right, but where we are making abundantly clear up front.",x
"you know, it'd be nice to just have a standard template right, based on project size, but like, this is the project and we are going to have X number of meetings.",x
the first meeting is gonna be input.,x
"you know, whatever it is right, like just hypothetically, like the first meeting is gonna be input on design.",x
what would you like to see right?,x
"the next meeting is gonna be: this is the but making it clear, like this is the design that we paid for and this is it.",x
"and now we're like just showing it to you and then this right to, so that it's very clear for folks what our process is.",x
"because I've noticed and you know, and- and it's no fault of the public, right, because they don't understand- and our workings.",x
"but like, where there's confusion, where it's like, for example, we're at a stage where we've gotten our permits and we're going to bid, and then they're like, well, could, but could we like make a- you know what I mean- like we'd like to see like a different window or a door, and it's like to make that change would mean like go back to the pre-permitting.",x
so it's like to really make it clear from the outset what the engagement process is going to look like.,x
"and you don't I mean and so that, so that then when folk I mean, we do our best to let people know.",x
"but if we could say up front: this is, these are all the things that you can expect.",x
"you know that there's a lot of things that we can expect and we can expect in terms of engagement and then at the very least, then when someone comes, you know, at the tail end and says, wait a minute, I was there, at least we can say okay.",x
"well, actually, you know these are all the meetings that we had and I know that's on the engage page, but I don't know just if there's a way to kind of formalize that process depending on project size.",x
"thanks, thank you.",x
any further discussion?,x
seeing none.,x
all those in favor of bill 1712?,x
please indicate by saying aye.,x
affirmative recommendation bill 1713.,x
bill 1713 resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement and or amendments with the University of Pittsburgh for the purpose of providing supplemental waste operations in the Oakland neighborhood at no cost to the city.,x
second second discussion: it was that this is the request of the department.,x
"okay, great.",x
all those in favor of a one-week hold: please indicate by saying aye.,x
"aye, bill be held for one week.",x
that moves us on to land use and economic development committee chaired by councilman Wilson.,x
supplemental papers.,x
bill 1738: ordinance amending a Pittsburgh code of ordinance.,x
amendment of traffic in the direction of the one sized meva park building parking.,x
tragically charges all those in favor seven mainbeno information.,x
asking any further questions?,x
is there something?,x
"I'm sorry, was the applicant going to be the item talking about all of their services?",x
"that committee, yesatem, that summit was the one.",x
the recommendation is to closed the after meeting.,x
why we had 3 to 0 discussion by millers was the right number.,x
the current record was 2.,x
"America's mostiuous parkinguche of buildings during fiscal year has been za month following workers management have wares, property, WH, car injured or ASL Tahoe.",x
he's the.,x
So it's your committee Councilman.,x
We do have some people here in person and these are the next two bills.,x
"They're ones that also Angela Martinez is available online for, so well covered.",x
"Okay, Let me see here.",x
So I missed that.,x
Are we waiting for someone to come to the table?,x
"Nope, you can ask your questions.",x
"We're ready to go, All right.",x
"so for Bill 1738, I want to thank the sponsor.",x
"I know that he's worked hard on this And I just wanted to ask about future districts that could be created, and specifically there's one on the north side that you know we've been discussing with Domi and the parking authority and if I could get some clarity on whether or not this would affect that district.",x
So I'm going to go ahead and ask that question.,x
"Yeah, Rylan Seifert, Curbside Program Manager with Domi Councilman, this is going to be used in very narrow circumstances.",x
"For context, Domi only took over the RPP program in the beginning of 2022, so this is the first time that we're actually here to do a minor expansion of an RPP zone And, as we've managed your RPP program over the past few years, we've noticed a few of these little tweaks that need to be made to the code language.",x
"So installing limited amounts of RPP signage in non-residential areas is something that there's already precedent for in a few different neighborhoods, a few different streets, for that context makes sense.",x
"Also in hybrid RPP areas, which is something that the code allows for.",x
that we haven't implemented any of yet.,x
So it's really just to give us that opportunity.,x
"That's not something that I expect us to do on a wide arranging basis, really on a block by block, case by case basis, And I don't see how this would have any impact to the kind of parking enhancement district conversations that we've been having.",x
"Okay, great, Yeah, I'm happy that we're using that.",x
"Okay, So the hybrid option: I know that we included that when we worked together, Ryland, in the past on the bill that I put forward and this council voted for.",x
"So good to see this coming to fruition on the south side And so, in terms of this, wouldn't affect anything.",x
I just want to be clear that this is under a section 549-09- posting signs indicating restrictions- enforcement.,x
"So the line where it says it talks about signs, it's in bold and the text: signs may only be posted in regulations enforced in non-residential zoning districts.",x
"So is this, is this just reinforcing the code that was already written, that we wrote together years ago, Or is this new language that only?",x
it just doesn't look like it's specific to.,x
"I mean, it's under B, so it is specific to these.",x
It is mentioned.,x
these other areas are mentioned on the south side.,x
"I just want to make sure that this doesn't change, Okay, So I'm just going to go ahead and get back to that.",x
"Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay, Okay.",x
Thank you for that.,x
I have layers in this new license form And this version of the CH of fighting agency for some reasons.,x
Many colleagues say that there are timeãün area where there is this.,x
you know it's like before we had hybrid.,x
"well, this would be the first hybrid, but you know there was some different signage there that exists that doesn't exist anywhere else, And so that's just one example that comes to mind.",x
"Yeah, Good, We would not be adjusting any other signage retroactively in existing RPP zones.",x
"Okay, All right.",x
"Well, thank you for your time And I don't have any further questions.",x
"Thanks, Thank you, Council Member Sharlin.",x
"Yeah, So thank you guys for being here, Just to make sure everybody's aware of what all has gone on here.",x
This is related to a development that's in the south side that we have been working to try to get from.,x
"Actually, the project was entitled in 20.",x
"Before I even mentioned I was a staffer- Entitled, was sold to someone else, was titled again, was The residents appealed the entitlement to the appellate courts?",x
"This is a compromise that we found between the constituents, the developers and the city being a tri-party, And we're going to have to make a tri-party lawsuit there, And this is the step that we need in order to get the residents on board with building this project.",x
"that is truly just an underutilized alleyway that during the pandemic, people were doing peel-outs and car shows unauthorized and some really dangerous stuff happening there.",x
But this is the step that we need.,x
I'm very thankful that the development group was willing to stick themselves out here and commit to doing this for so long.,x
"I think a lot of other people with less deep pockets would have walked away, But we've met with this group literally every Friday for almost a year now to try to find a way to get a compromise.",x
We've had a standing meeting.,x
I think that Domien- Because this is one portion of the One portion of the problem- There's also been a traffic calming component that Domien has had to work through as well.,x
But thank you for your commitment to see this through.,x
But this is a ton of work that went through from our end.,x
that is Again I cannot reiterate enough- additional costs that is put onto the developer.,x
that will then- They will then recoup in increased rents And really speaks to like how challenging this is.,x
I think that's a big part of the problem.,x
"Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Right, Yeah, Yeah, Yeah, Right.",x
"So I think one of theke's been really supportive And something that I've learned from working a bit on the African Island is that we've just been given the opportunity to open the airport tutti so that we can actually just go- appeared install rooms, You know, preset a furnishing and that there's more to happen was to want to maintain those facilities and, as our entities, these is not seen as an actual tenant.",x
"this is ultimately not going to be a real tenant, Right?",x
"So it's just something that's definitely going to come through, Thank you, Thank you.",x
Any further discussion on Bill 1738 Seeing none.,x
"all those in favor of Bill 1738, please indicate by saying aye, Aye.",x
Affirmative recommendation.,x
"Bill 1739: Bill 1739 resolution amending resolution 98 of 2017 providing for the implementation of a residential permit parking program, area KK in the Southside Flats to expand the streets pursuant to Pittsburgh City Code Chapter 549.",x
Motion to approve.,x
Second Discussion Seeing none.,x
"all those in favor of Bill 1739, please indicate by saying aye, Aye, Aye- Affirmative recommendation.",x
thank you very much.,x
"Thank you, guys.",x
That moves us on to deferred papers.,x
"Bill 749: Bill 2024: 749 resolution authorizing the Mayor and the Director of the Office of Management and Budget to enter into an agreement or agreements with Auburly for services relating to non-congregate shelter services related to the Home ARP Program for a total cost not to exceed 1,500,000.",x
Motion to hold five weeks.,x
"Second Discussion, Seeing none.",x
"Councilwoman Strasburg, sorry, I didn't have time to raise my hand, Absolutely.",x
"Councilmember Gross, Thank you, I appreciate it.",x
"Thank you, curious kind of what is going on with this bill.",x
i feel like it's actually been on the agenda many months now.,x
"yes, yes, it has, and i remember.",x
"i mean, this is the same bill that councilman connell and i asked to kind of go through a process last year.",x
i believe i don't have the whole legislative record in front of me- and then it did and i haven't had an update on it.,x
"so i'm wondering if, if there's anyone who can from the administration, who can speak to it, i can provide an update interrogatory.",x
"yes, okay, yeah, so there was an email from kelly russell and i can just kind of summarize this.",x
"basically, last wednesday, i'm sorry, if we refresh our memory, this was just.",x
"you know, this was a property in the councilman charles district and there was- there was many, there was meetings about this.",x
"we had an on-site meeting and on that on-site meeting it came out that there was some miscommunication or lack of communication between different governmental entities and so there's a new application that had to be done and last wednesday hud read the bill and they said they were going to go through the process and they're going to go through the process and they're going to go through the process and they're going to go through the process and they're going to go through the process and they're going to go through the reviewing the draft's substantial amendment with a perfect reference for homeless families in our home arpa plan, and they have a meeting scheduled with consultants at urban design ventures tomorrow at 11 to plan out the official substantial amendment process.",x
"this includes placing a newspaper ad, holding public meeting and having a 15-day column period.",x
"i'm hope we can, and so they can continue to email saying like, just, i hope that they can get a five-week hold so they can figure this out.",x
"i'm just recalling, actually, as i pulled it up- i mean again, i think it was councilman collins and i first kind of questioned it- it was july of 2024 and we were disappointed because of the federal rules.",x
"the federal rules, and it says it right in the title: it's for non-congregate and so we were hoping that it would be conducive for use for one of the tiny house communities that could be put up quickly, cheaply.",x
"again, members have heard us talk about it for several years.",x
"right that, if you can put up kind of 50 tiny houses, like 100 other cities have done, that you can house people more quickly.",x
it's easier than converting a building.,x
"but alas, almost all of those have shared bathroom facilities.",x
"you have a bathroom trailer, which can be very fancy.",x
"have showers, have toilets, can be really, really nice, but unfortunately the federal rules still call those congregate.",x
"and this, these little pot of money, it's not so little, but it is little when you're talking about creating homes or temporary housing or anything is 1.",x
5 million.,x
thanks for watching another day.,x
"what we did remember, one of the things that i wanted to make clear was that the technical piece of it was not asking for the temporary house to be too small.",x
it was asking for whichever way it was going to be designed.,x
"so we were, i was concerned that we'd be having to support an urbanWow operation internationally.",x
so we finally tasty design the small apartment.,x
we're going to build a 3.,x
7 m2 tiny house with five urbanWpeople.,x
"I mean again, it's been held since July of 2024.",x
"So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it.",x
"Thank you, Is there any further discussion on the motion to hold five weeks.",x
"Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell.",x
"And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding.",x
this is just following the process.,x
"This isn't my bill, This is.",x
"This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here.",x
"So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well.",x
"Thanks, Thank you very much.",x
"All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks.",x
"That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith.",x
Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.,x
Motion to approve.,x
"Is there a second, Second Second Discussion: Seeing none.",x
"All those in favor of Bill 1707, please indicate by saying aye, Aye.",x
Firmament of recommendation 1708.,x
"Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution.",x
"Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61.",x
"Okay, Go ahead, All right.",x
"One indicate by saying aye, aye.",x
affirmative recommendation.,x
"that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley.",x
bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.,x
motion to approve.,x
"second discussion: just briefly, whose district is this in this?",x
apparently there's a.,x
there's got to be two McKees in the city.,x
"yeah, this is the wrong zip code for Oakland.",x
I've looked this up and I was trying to figure this out myself.,x
"Oakland's one, five, two, one, three.",x
"yeah, there's one in homewood.",x
"let's see, here we can look this up pretty quickly.",x
just one here.,x
"yeah, you, you.",x
so this looks like it is indeed in District three and perhaps we need a.,x
I don't see any other.,x
Mckee place is 296.,x
"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code.",x
"okay, five, two, one, three.",x
looks like it was a small typo.,x
"yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three.",x
okay.,x
"okay, that makes more sense.",x
then there's a project there.,x
"so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?",x
and you can see if it's necessary?,x
"madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any.",x
"so every place that that exists, one, five, two, three, two- change to one, five, two, one, three.",x
can we do that?,x
"is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?",x
second discussion: all those in favor of amending the bill as stated.,x
"please indicate by saying aye, aye.",x
bill is amended.,x
discussion on amended bill.,x
seeing none.,x
all those in favor of bill 1704 as amended?,x
"please indicate by saying aye, aye, aye, affirmative recommendation.",x
thank you for catching that council person.,x
bill 1705.,x
bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.,x
second discussion: everything happens in district three.,x
I guess we get two projects built.,x
vote in five times.,x
is all those in favor of bill 1705?,x
"please indicate by saying aye, aye.",x
affirmative recommendation.,x
1706 are.,x
final bill of the day.,x
"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200.",x
motion to approve second discussions.,x
"yes, councilwoman, gross, thank you.",x
you only have parcel numbers.,x
it's really hard for anyone to know what those correspond to.,x
so in some kinds of bills we put the council district number or some kind of street address.,x
I think I looked up the attachments to this one on the map and I'm not sure where it is.,x
it's on.,x
"it's definitely, I think, in the West End, near the West End town or traffic circle.",x
so I was wondering if anyone can speak.,x
"councilman Smith maybe knows that this is that one, or does anyone know kind of like which?",x
"yeah, there's gonna be many of these, these, these things.",x
"these are just curious, these parcels that are coming forward or either on the north side.",x
"some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site.",x
and this is for the West End.,x
"well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath.",x
"it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge.",x
I hope I live to see it.,x
it's a great project.,x
"thank you, appreciate that.",x
it's not enough.,x
"this is on the Clark side, or do we need to send it.",x
I'm not even sure which you can.,x
you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.,x
"just, you know, update on it more helpful.",x
"okay, not a problem for the properties.",x
"when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses.",x
but we'll reach out and make sure that they do for next pieces of work of legislation.,x
"Thank you, Madam Clerk.",x
I appreciate it.,x
You're welcome.,x
Thank you.,x
Any further discussion on 1706 Seeing none.,x
"all those in favor of Bill 1706, please indicate by saying aye, Aye.",x
Affirmative recommendation.,x
That concludes our standing committee's agenda.,x
We have a few meeting announcements.,x
"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday.",x
"Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am.",x
"To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138.",x
Is there anything from members?,x
"Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field.",x
"You don't need to pre-register, just show up.",x
Parking Commander Ripple made arrangements with Giant Eagle to have parking down on the Giant Eagle parking lot of Noblestown Road and people can get a shuttle- a Pittsburgh police shuttle- up to the field so it puts less kids at risk with all the cars and vehicles riding around.,x
So we'll have that.,x
but everyone's welcome.,x
We'll have things for kids with differing abilities.,x
"but if you have some special accommodations you need, please contact our office.",x
Are there any safe areas?,x
Motorcycle rides are supposed to be there.,x
I just said we'll see.,x
"We'll see if they show up, Otherwise you're gonna be pedaling a bicycle.",x
"Yeah, I talked to the chief.",x
"yeah, So we'll see, But I hope everyone comes.",x
"Councilwoman Strasburger, you're always a big hit.",x
Everybody loves that.,x
you have so much fun with the kids that day.,x
so thank you.,x
Thank you for always hosting it.,x
Any further comments from members?,x
"Seeing none, I'll take a motion to excuse the absent member, approve the minutes and adjourn the meeting.",x
So moved All those in favor?,x
"Aye, Meeting is adjourned.",x
Thank you.,x
