sentence,classification,prev2,prev1,next1,next2
"You know, I think we have a About rewards.",i,"So I think the thing that we can do is to look at other places that they're doing waste more successfully and we can try to implement those policies, And one of the ones that we never want to talk about tends to be the pay-as-you-throw issue.","Yeah, I mean, I think you hit on something that is another bee in my bonnet here constantly is looking at other areas and seeing how they do anything.",What's that?,"Rewards And they keep their area clean, Yeah, Yeah, Yeah, Rewards."
What's that?,i,"Yeah, I mean, I think you hit on something that is another bee in my bonnet here constantly is looking at other areas and seeing how they do anything.","You know, I think we have a About rewards.","Rewards And they keep their area clean, Yeah, Yeah, Yeah, Rewards.","Rewards, Oh, sorry, Sorry, Okay, Rewards Like to the area at least have a big reward, Maybe at the end of the year or something they would appreciate, a group dinner or something, Some kind of a reward."
"Rewards And they keep their area clean, Yeah, Yeah, Yeah, Rewards.",i,"You know, I think we have a About rewards.",What's that?,"Rewards, Oh, sorry, Sorry, Okay, Rewards Like to the area at least have a big reward, Maybe at the end of the year or something they would appreciate, a group dinner or something, Some kind of a reward.","I don't know exactly, But maybe I was just thinking like, if they live in a high-rise or even a community, have a reward for them, like a big dinner or a gift card for the ones that keep their areas clean."
"Rewards, Oh, sorry, Sorry, Okay, Rewards Like to the area at least have a big reward, Maybe at the end of the year or something they would appreciate, a group dinner or something, Some kind of a reward.",i,What's that?,"Rewards And they keep their area clean, Yeah, Yeah, Yeah, Rewards.","I don't know exactly, But maybe I was just thinking like, if they live in a high-rise or even a community, have a reward for them, like a big dinner or a gift card for the ones that keep their areas clean.","That would be more, That would be the Yeah, Yeah, That would be the incentive, Something like a reward You would have to come up with the idea of."
"I don't know exactly, But maybe I was just thinking like, if they live in a high-rise or even a community, have a reward for them, like a big dinner or a gift card for the ones that keep their areas clean.",i,"Rewards And they keep their area clean, Yeah, Yeah, Yeah, Rewards.","Rewards, Oh, sorry, Sorry, Okay, Rewards Like to the area at least have a big reward, Maybe at the end of the year or something they would appreciate, a group dinner or something, Some kind of a reward.","That would be more, That would be the Yeah, Yeah, That would be the incentive, Something like a reward You would have to come up with the idea of.","And the money: Yeah, I'm thinking because what we used to do in my high-rise once a year to give the tenants."
"That would be more, That would be the Yeah, Yeah, That would be the incentive, Something like a reward You would have to come up with the idea of.",i,"Rewards, Oh, sorry, Sorry, Okay, Rewards Like to the area at least have a big reward, Maybe at the end of the year or something they would appreciate, a group dinner or something, Some kind of a reward.","I don't know exactly, But maybe I was just thinking like, if they live in a high-rise or even a community, have a reward for them, like a big dinner or a gift card for the ones that keep their areas clean.","And the money: Yeah, I'm thinking because what we used to do in my high-rise once a year to give the tenants.","So, Janet, we do need to continue with the interview."
"And the money: Yeah, I'm thinking because what we used to do in my high-rise once a year to give the tenants.",i,"I don't know exactly, But maybe I was just thinking like, if they live in a high-rise or even a community, have a reward for them, like a big dinner or a gift card for the ones that keep their areas clean.","That would be more, That would be the Yeah, Yeah, That would be the incentive, Something like a reward You would have to come up with the idea of.","So, Janet, we do need to continue with the interview.",I'm sorry to interrupt you.
"So, Janet, we do need to continue with the interview.",b,"That would be more, That would be the Yeah, Yeah, That would be the incentive, Something like a reward You would have to come up with the idea of.","And the money: Yeah, I'm thinking because what we used to do in my high-rise once a year to give the tenants.",I'm sorry to interrupt you.,"I apologize, I'm sorry, You know what."
I'm sorry to interrupt you.,i,"And the money: Yeah, I'm thinking because what we used to do in my high-rise once a year to give the tenants.","So, Janet, we do need to continue with the interview.","I apologize, I'm sorry, You know what.",I guess that actually does lead me to one other point there.
"I apologize, I'm sorry, You know what.",i,"So, Janet, we do need to continue with the interview.",I'm sorry to interrupt you.,I guess that actually does lead me to one other point there.,The Clean Pittsburgh Commission used to do the Bob Awards.
I guess that actually does lead me to one other point there.,i,I'm sorry to interrupt you.,"I apologize, I'm sorry, You know what.",The Clean Pittsburgh Commission used to do the Bob Awards.,We still do them.
The Clean Pittsburgh Commission used to do the Bob Awards.,b,"I apologize, I'm sorry, You know what.",I guess that actually does lead me to one other point there.,We still do them.,"You still do the Bob Awards, Yeah, every year."
We still do them.,i,I guess that actually does lead me to one other point there.,The Clean Pittsburgh Commission used to do the Bob Awards.,"You still do the Bob Awards, Yeah, every year.","Okay, Can we find out about when they're happening?"
"You still do the Bob Awards, Yeah, every year.",i,The Clean Pittsburgh Commission used to do the Bob Awards.,We still do them.,"Okay, Can we find out about when they're happening?","Yeah, We're planning it right now And how we can celebrate the?"
"Okay, Can we find out about when they're happening?",i,We still do them.,"You still do the Bob Awards, Yeah, every year.","Yeah, We're planning it right now And how we can celebrate the?","Yeah, So we do the Bob Awards every year."
"Yeah, We're planning it right now And how we can celebrate the?",i,"You still do the Bob Awards, Yeah, every year.","Okay, Can we find out about when they're happening?","Yeah, So we do the Bob Awards every year.",That's following the waste cleanup that we do.
"Yeah, So we do the Bob Awards every year.",b,"Okay, Can we find out about when they're happening?","Yeah, We're planning it right now And how we can celebrate the?",That's following the waste cleanup that we do.,It's the community.
That's following the waste cleanup that we do.,i,"Yeah, We're planning it right now And how we can celebrate the?","Yeah, So we do the Bob Awards every year.",It's the community.,"My brain right now is spacing on the name of the event, But we're getting ready to gear up for planning it again this year."
It's the community.,i,"Yeah, So we do the Bob Awards every year.",That's following the waste cleanup that we do.,"My brain right now is spacing on the name of the event, But we're getting ready to gear up for planning it again this year.",So we get all the communities together.
"My brain right now is spacing on the name of the event, But we're getting ready to gear up for planning it again this year.",i,That's following the waste cleanup that we do.,It's the community.,So we get all the communities together.,They compete.
So we get all the communities together.,i,It's the community.,"My brain right now is spacing on the name of the event, But we're getting ready to gear up for planning it again this year.",They compete.,"Green Olympics, Thank you."
They compete.,i,"My brain right now is spacing on the name of the event, But we're getting ready to gear up for planning it again this year.",So we get all the communities together.,"Green Olympics, Thank you.","Garbage Olympics, Thank you."
"Green Olympics, Thank you.",b,So we get all the communities together.,They compete.,"Garbage Olympics, Thank you.","Sorry, My brain was spacing."
"Garbage Olympics, Thank you.",i,They compete.,"Green Olympics, Thank you.","Sorry, My brain was spacing.","And then, as part of the Garbage Olympics, we have the Bob Awards."
"Sorry, My brain was spacing.",i,"Green Olympics, Thank you.","Garbage Olympics, Thank you.","And then, as part of the Garbage Olympics, we have the Bob Awards.",That's what follows.
"And then, as part of the Garbage Olympics, we have the Bob Awards.",i,"Garbage Olympics, Thank you.","Sorry, My brain was spacing.",That's what follows.,"that, basically, We reward everybody that helps and that partners with the Green Olympics, which is our annual event to help clean up our community."
That's what follows.,i,"Sorry, My brain was spacing.","And then, as part of the Garbage Olympics, we have the Bob Awards.","that, basically, We reward everybody that helps and that partners with the Green Olympics, which is our annual event to help clean up our community.",And then we have the Bob Awards.
"that, basically, We reward everybody that helps and that partners with the Green Olympics, which is our annual event to help clean up our community.",i,"And then, as part of the Garbage Olympics, we have the Bob Awards.",That's what follows.,And then we have the Bob Awards.,"that not only recognizes the people that participate in that event, but the people who all year long, are champions in cleanup?"
And then we have the Bob Awards.,b,That's what follows.,"that, basically, We reward everybody that helps and that partners with the Green Olympics, which is our annual event to help clean up our community.","that not only recognizes the people that participate in that event, but the people who all year long, are champions in cleanup?","Yeah, I'll have."
"that not only recognizes the people that participate in that event, but the people who all year long, are champions in cleanup?",i,"that, basically, We reward everybody that helps and that partners with the Green Olympics, which is our annual event to help clean up our community.",And then we have the Bob Awards.,"Yeah, I'll have.","you know that last year, the top three neighborhoods that won Garbage Olympics all came from my district."
"Yeah, I'll have.",i,And then we have the Bob Awards.,"that not only recognizes the people that participate in that event, but the people who all year long, are champions in cleanup?","you know that last year, the top three neighborhoods that won Garbage Olympics all came from my district.",Oh wonderful.
"you know that last year, the top three neighborhoods that won Garbage Olympics all came from my district.",i,"that not only recognizes the people that participate in that event, but the people who all year long, are champions in cleanup?","Yeah, I'll have.",Oh wonderful.,And I have been on the winning team of the Garbage Olympics over the last three years.
Oh wonderful.,i,"Yeah, I'll have.","you know that last year, the top three neighborhoods that won Garbage Olympics all came from my district.",And I have been on the winning team of the Garbage Olympics over the last three years.,"So between multiple neighborhoods, Absolutely."
And I have been on the winning team of the Garbage Olympics over the last three years.,i,"you know that last year, the top three neighborhoods that won Garbage Olympics all came from my district.",Oh wonderful.,"So between multiple neighborhoods, Absolutely.","But yeah, All right."
"So between multiple neighborhoods, Absolutely.",i,Oh wonderful.,And I have been on the winning team of the Garbage Olympics over the last three years.,"But yeah, All right.","Anyway, that being said, I want to continue talking about this."
"But yeah, All right.",i,And I have been on the winning team of the Garbage Olympics over the last three years.,"So between multiple neighborhoods, Absolutely.","Anyway, that being said, I want to continue talking about this.","Like I said, I'm very impassioned about this."
"Anyway, that being said, I want to continue talking about this.",i,"So between multiple neighborhoods, Absolutely.","But yeah, All right.","Like I said, I'm very impassioned about this.","So, thank you, No problem, Thank you."
"Like I said, I'm very impassioned about this.",i,"But yeah, All right.","Anyway, that being said, I want to continue talking about this.","So, thank you, No problem, Thank you.","Thank you, Councilman Coghill."
"So, thank you, No problem, Thank you.",i,"Anyway, that being said, I want to continue talking about this.","Like I said, I'm very impassioned about this.","Thank you, Councilman Coghill.",do you have any?
"Thank you, Councilman Coghill.",b,"Like I said, I'm very impassioned about this.","So, thank you, No problem, Thank you.",do you have any?,"I'll be brief, because I know we have to start our meeting, don't we?"
do you have any?,b,"So, thank you, No problem, Thank you.","Thank you, Councilman Coghill.","I'll be brief, because I know we have to start our meeting, don't we?","Well, there's two things."
"I'll be brief, because I know we have to start our meeting, don't we?",i,"Thank you, Councilman Coghill.",do you have any?,"Well, there's two things.","One, we have to start our regular meeting, but we're experiencing sound problems, Oh, And so our sound isn't working on Zoom or YouTube right now, Right, So we're going to have to do something about that."
"Well, there's two things.",i,do you have any?,"I'll be brief, because I know we have to start our meeting, don't we?","One, we have to start our regular meeting, but we're experiencing sound problems, Oh, And so our sound isn't working on Zoom or YouTube right now, Right, So we're going to have to do something about that.",We're going to have to do something about that.
"One, we have to start our regular meeting, but we're experiencing sound problems, Oh, And so our sound isn't working on Zoom or YouTube right now, Right, So we're going to have to do something about that.",i,"I'll be brief, because I know we have to start our meeting, don't we?","Well, there's two things.",We're going to have to do something about that.,So we're going to have to do something about that.
We're going to have to do something about that.,i,"Well, there's two things.","One, we have to start our regular meeting, but we're experiencing sound problems, Oh, And so our sound isn't working on Zoom or YouTube right now, Right, So we're going to have to do something about that.",So we're going to have to do something about that.,But I think it's important for us to try to get it to work.
So we're going to have to do something about that.,i,"One, we have to start our regular meeting, but we're experiencing sound problems, Oh, And so our sound isn't working on Zoom or YouTube right now, Right, So we're going to have to do something about that.",We're going to have to do something about that.,But I think it's important for us to try to get it to work.,"They have to hard reset the system, So we're going to need at least a five-minute break between our pre-agenda and our regular agenda."
But I think it's important for us to try to get it to work.,i,We're going to have to do something about that.,So we're going to have to do something about that.,"They have to hard reset the system, So we're going to need at least a five-minute break between our pre-agenda and our regular agenda.","Gotcha, So you want me to finish up?"
"They have to hard reset the system, So we're going to need at least a five-minute break between our pre-agenda and our regular agenda.",i,So we're going to have to do something about that.,But I think it's important for us to try to get it to work.,"Gotcha, So you want me to finish up?","Yes, Any questions I have?"
"Gotcha, So you want me to finish up?",i,But I think it's important for us to try to get it to work.,"They have to hard reset the system, So we're going to need at least a five-minute break between our pre-agenda and our regular agenda.","Yes, Any questions I have?","Briefly, Okay, Thank you, I appreciate that And I'm sure our viewers will be glad to not hear me."
"Yes, Any questions I have?",i,"They have to hard reset the system, So we're going to need at least a five-minute break between our pre-agenda and our regular agenda.","Gotcha, So you want me to finish up?","Briefly, Okay, Thank you, I appreciate that And I'm sure our viewers will be glad to not hear me.","if that's the case, All right, So I'm sorry."
"Briefly, Okay, Thank you, I appreciate that And I'm sure our viewers will be glad to not hear me.",i,"Gotcha, So you want me to finish up?","Yes, Any questions I have?","if that's the case, All right, So I'm sorry.",So it's Ms Giles Giles Giles.
"if that's the case, All right, So I'm sorry.",b,"Yes, Any questions I have?","Briefly, Okay, Thank you, I appreciate that And I'm sure our viewers will be glad to not hear me.",So it's Ms Giles Giles Giles.,"Okay, I didn't know if it's Giles or Giles Giles."
So it's Ms Giles Giles Giles.,b,"Briefly, Okay, Thank you, I appreciate that And I'm sure our viewers will be glad to not hear me.","if that's the case, All right, So I'm sorry.","Okay, I didn't know if it's Giles or Giles Giles.",are you currently an employee of City?
"Okay, I didn't know if it's Giles or Giles Giles.",i,"if that's the case, All right, So I'm sorry.",So it's Ms Giles Giles Giles.,are you currently an employee of City?,"Yes, Okay, What department are you in City Planning?"
are you currently an employee of City?,i,So it's Ms Giles Giles Giles.,"Okay, I didn't know if it's Giles or Giles Giles.","Yes, Okay, What department are you in City Planning?","Oh, okay, You're in Planning."
"Yes, Okay, What department are you in City Planning?",i,"Okay, I didn't know if it's Giles or Giles Giles.",are you currently an employee of City?,"Oh, okay, You're in Planning.","Okay, So the Clean Pittsburgh Commission- how many people are on there, Do you know?"
"Oh, okay, You're in Planning.",i,are you currently an employee of City?,"Yes, Okay, What department are you in City Planning?","Okay, So the Clean Pittsburgh Commission- how many people are on there, Do you know?","Oh gosh, So it fluctuates from year to year."
"Okay, So the Clean Pittsburgh Commission- how many people are on there, Do you know?",b,"Yes, Okay, What department are you in City Planning?","Oh, okay, You're in Planning.","Oh gosh, So it fluctuates from year to year.","I think right now we have about seven people, Seven, Okay, And we're looking for more."
"Oh gosh, So it fluctuates from year to year.",i,"Oh, okay, You're in Planning.","Okay, So the Clean Pittsburgh Commission- how many people are on there, Do you know?","I think right now we have about seven people, Seven, Okay, And we're looking for more.","So, Right, right, I know very well the Garbage Olympics- And I'll remind my colleague over here that Carrick actually used to clean house every time- And yeah, So we're probably going to have the cleanest side of the river, I think, if we can, And we're going to continue doing what we're doing."
"I think right now we have about seven people, Seven, Okay, And we're looking for more.",i,"Okay, So the Clean Pittsburgh Commission- how many people are on there, Do you know?","Oh gosh, So it fluctuates from year to year.","So, Right, right, I know very well the Garbage Olympics- And I'll remind my colleague over here that Carrick actually used to clean house every time- And yeah, So we're probably going to have the cleanest side of the river, I think, if we can, And we're going to continue doing what we're doing.","But let me just put it to you bluntly, as I see it, I take it upon myself."
"So, Right, right, I know very well the Garbage Olympics- And I'll remind my colleague over here that Carrick actually used to clean house every time- And yeah, So we're probably going to have the cleanest side of the river, I think, if we can, And we're going to continue doing what we're doing.",i,"Oh gosh, So it fluctuates from year to year.","I think right now we have about seven people, Seven, Okay, And we're looking for more.","But let me just put it to you bluntly, as I see it, I take it upon myself.","I bought vests, We have signage, We just picking trash up right alongside, especially the streets that come into my district."
"But let me just put it to you bluntly, as I see it, I take it upon myself.",i,"I think right now we have about seven people, Seven, Okay, And we're looking for more.","So, Right, right, I know very well the Garbage Olympics- And I'll remind my colleague over here that Carrick actually used to clean house every time- And yeah, So we're probably going to have the cleanest side of the river, I think, if we can, And we're going to continue doing what we're doing.","I bought vests, We have signage, We just picking trash up right alongside, especially the streets that come into my district.","It's like the first thing I see, And I'm sure visitors or people who are not from the area, it's probably the first thing they see too."
"I bought vests, We have signage, We just picking trash up right alongside, especially the streets that come into my district.",i,"So, Right, right, I know very well the Garbage Olympics- And I'll remind my colleague over here that Carrick actually used to clean house every time- And yeah, So we're probably going to have the cleanest side of the river, I think, if we can, And we're going to continue doing what we're doing.","But let me just put it to you bluntly, as I see it, I take it upon myself.","It's like the first thing I see, And I'm sure visitors or people who are not from the area, it's probably the first thing they see too.","Right, Yeah, I notice it when I'm in other neighborhoods or wherever I'm at, And I'm very much in line with Councilman Sharland here, where you know it's like."
"It's like the first thing I see, And I'm sure visitors or people who are not from the area, it's probably the first thing they see too.",i,"But let me just put it to you bluntly, as I see it, I take it upon myself.","I bought vests, We have signage, We just picking trash up right alongside, especially the streets that come into my district.","Right, Yeah, I notice it when I'm in other neighborhoods or wherever I'm at, And I'm very much in line with Councilman Sharland here, where you know it's like.",that's why I took it in my own hands.
"Right, Yeah, I notice it when I'm in other neighborhoods or wherever I'm at, And I'm very much in line with Councilman Sharland here, where you know it's like.",i,"I bought vests, We have signage, We just picking trash up right alongside, especially the streets that come into my district.","It's like the first thing I see, And I'm sure visitors or people who are not from the area, it's probably the first thing they see too.",that's why I took it in my own hands.,"I'm like, oh my God, it's so filthy."
that's why I took it in my own hands.,i,"It's like the first thing I see, And I'm sure visitors or people who are not from the area, it's probably the first thing they see too.","Right, Yeah, I notice it when I'm in other neighborhoods or wherever I'm at, And I'm very much in line with Councilman Sharland here, where you know it's like.","I'm like, oh my God, it's so filthy.","But I will say this: I have been working with our public works Director Hornstein, our two directors, John McCory- or not directors, what are they called Supervisors, John McCory and Jeff Cook, who both split my district, And I think it's been working great."
"I'm like, oh my God, it's so filthy.",i,"Right, Yeah, I notice it when I'm in other neighborhoods or wherever I'm at, And I'm very much in line with Councilman Sharland here, where you know it's like.",that's why I took it in my own hands.,"But I will say this: I have been working with our public works Director Hornstein, our two directors, John McCory- or not directors, what are they called Supervisors, John McCory and Jeff Cook, who both split my district, And I think it's been working great.",I get the volunteers.
"But I will say this: I have been working with our public works Director Hornstein, our two directors, John McCory- or not directors, what are they called Supervisors, John McCory and Jeff Cook, who both split my district, And I think it's been working great.",i,that's why I took it in my own hands.,"I'm like, oh my God, it's so filthy.",I get the volunteers.,They pick up what's seen alongside these roads- And I'm going to just take a typical road.
I get the volunteers.,i,"I'm like, oh my God, it's so filthy.","But I will say this: I have been working with our public works Director Hornstein, our two directors, John McCory- or not directors, what are they called Supervisors, John McCory and Jeff Cook, who both split my district, And I think it's been working great.",They pick up what's seen alongside these roads- And I'm going to just take a typical road.,"It's probably six large, eight, six to ten large bags of- you name it right- everything from diapers to Gatorade bottles to you name it."
They pick up what's seen alongside these roads- And I'm going to just take a typical road.,i,"But I will say this: I have been working with our public works Director Hornstein, our two directors, John McCory- or not directors, what are they called Supervisors, John McCory and Jeff Cook, who both split my district, And I think it's been working great.",I get the volunteers.,"It's probably six large, eight, six to ten large bags of- you name it right- everything from diapers to Gatorade bottles to you name it.",And public works come along and they also do that work as well.
"It's probably six large, eight, six to ten large bags of- you name it right- everything from diapers to Gatorade bottles to you name it.",i,I get the volunteers.,They pick up what's seen alongside these roads- And I'm going to just take a typical road.,And public works come along and they also do that work as well.,So I really feel like we have gotten my district very clean in just a three week period.
And public works come along and they also do that work as well.,i,They pick up what's seen alongside these roads- And I'm going to just take a typical road.,"It's probably six large, eight, six to ten large bags of- you name it right- everything from diapers to Gatorade bottles to you name it.",So I really feel like we have gotten my district very clean in just a three week period.,So my point is: it's cheap to clean.
So I really feel like we have gotten my district very clean in just a three week period.,i,"It's probably six large, eight, six to ten large bags of- you name it right- everything from diapers to Gatorade bottles to you name it.",And public works come along and they also do that work as well.,So my point is: it's cheap to clean.,It really is.
So my point is: it's cheap to clean.,i,And public works come along and they also do that work as well.,So I really feel like we have gotten my district very clean in just a three week period.,It really is.,"You know, I know there's trucks involved And you know public works come out with their trucks And they have their dump truck and throw things in the back."
It really is.,i,So I really feel like we have gotten my district very clean in just a three week period.,So my point is: it's cheap to clean.,"You know, I know there's trucks involved And you know public works come out with their trucks And they have their dump truck and throw things in the back.","But you know we're talking about gas and labor, some on public works."
"You know, I know there's trucks involved And you know public works come out with their trucks And they have their dump truck and throw things in the back.",i,So my point is: it's cheap to clean.,It really is.,"But you know we're talking about gas and labor, some on public works.",But if you get volunteers you can really do it very inexpensively.
"But you know we're talking about gas and labor, some on public works.",i,It really is.,"You know, I know there's trucks involved And you know public works come out with their trucks And they have their dump truck and throw things in the back.",But if you get volunteers you can really do it very inexpensively.,"It's a matter of some garbage bags, some gloves and the will."
But if you get volunteers you can really do it very inexpensively.,i,"You know, I know there's trucks involved And you know public works come out with their trucks And they have their dump truck and throw things in the back.","But you know we're talking about gas and labor, some on public works.","It's a matter of some garbage bags, some gloves and the will.","It really is, But you can comment after I'm done."
"It's a matter of some garbage bags, some gloves and the will.",i,"But you know we're talking about gas and labor, some on public works.",But if you get volunteers you can really do it very inexpensively.,"It really is, But you can comment after I'm done.","Okay, That being said, I'm really proud as to what we've cleaned up so far, And again it's in partnership with public works, But 70 percent of the trash is not being picked up."
"It really is, But you can comment after I'm done.",p,But if you get volunteers you can really do it very inexpensively.,"It's a matter of some garbage bags, some gloves and the will.","Okay, That being said, I'm really proud as to what we've cleaned up so far, And again it's in partnership with public works, But 70 percent of the trash is not being picked up.",It's down over the hill.
"Okay, That being said, I'm really proud as to what we've cleaned up so far, And again it's in partnership with public works, But 70 percent of the trash is not being picked up.",i,"It's a matter of some garbage bags, some gloves and the will.","It really is, But you can comment after I'm done.",It's down over the hill.,You know It's stuff that public works isn't going to go down there.
It's down over the hill.,i,"It really is, But you can comment after I'm done.","Okay, That being said, I'm really proud as to what we've cleaned up so far, And again it's in partnership with public works, But 70 percent of the trash is not being picked up.",You know It's stuff that public works isn't going to go down there.,Maybe they would.
You know It's stuff that public works isn't going to go down there.,i,"Okay, That being said, I'm really proud as to what we've cleaned up so far, And again it's in partnership with public works, But 70 percent of the trash is not being picked up.",It's down over the hill.,Maybe they would.,I doubt it.
Maybe they would.,i,It's down over the hill.,You know It's stuff that public works isn't going to go down there.,I doubt it.,I'm talking.
I doubt it.,i,You know It's stuff that public works isn't going to go down there.,Maybe they would.,I'm talking.,you know dangerous hills and you can just see it.
I'm talking.,i,Maybe they would.,I doubt it.,you know dangerous hills and you can just see it.,"So 70 percent is down over the hill, whether it's blown down there over the years or you name it."
you know dangerous hills and you can just see it.,i,I doubt it.,I'm talking.,"So 70 percent is down over the hill, whether it's blown down there over the years or you name it.",We need- I don't know if- public works- I haven't talked to Director Huenstein about this at all yet- But we almost need special crews.
"So 70 percent is down over the hill, whether it's blown down there over the years or you name it.",i,I'm talking.,you know dangerous hills and you can just see it.,We need- I don't know if- public works- I haven't talked to Director Huenstein about this at all yet- But we almost need special crews.,"I'm going to call them like the over the hill gang, Not meaning age, But you know- to go down over these hills- And I'm talking, you know, I estimate I'm a, I'm a contractor, So I got a good idea as to what it would take I'm guessing six people over each of these so-called hills."
We need- I don't know if- public works- I haven't talked to Director Huenstein about this at all yet- But we almost need special crews.,i,you know dangerous hills and you can just see it.,"So 70 percent is down over the hill, whether it's blown down there over the years or you name it.","I'm going to call them like the over the hill gang, Not meaning age, But you know- to go down over these hills- And I'm talking, you know, I estimate I'm a, I'm a contractor, So I got a good idea as to what it would take I'm guessing six people over each of these so-called hills.",I got probably ten of them that I know about.
"I'm going to call them like the over the hill gang, Not meaning age, But you know- to go down over these hills- And I'm talking, you know, I estimate I'm a, I'm a contractor, So I got a good idea as to what it would take I'm guessing six people over each of these so-called hills.",i,"So 70 percent is down over the hill, whether it's blown down there over the years or you name it.",We need- I don't know if- public works- I haven't talked to Director Huenstein about this at all yet- But we almost need special crews.,I got probably ten of them that I know about.,"It'll take them six people, probably most of the day."
I got probably ten of them that I know about.,i,We need- I don't know if- public works- I haven't talked to Director Huenstein about this at all yet- But we almost need special crews.,"I'm going to call them like the over the hill gang, Not meaning age, But you know- to go down over these hills- And I'm talking, you know, I estimate I'm a, I'm a contractor, So I got a good idea as to what it would take I'm guessing six people over each of these so-called hills.","It'll take them six people, probably most of the day.","You know Everything from tires, bigger stuff down there."
"It'll take them six people, probably most of the day.",i,"I'm going to call them like the over the hill gang, Not meaning age, But you know- to go down over these hills- And I'm talking, you know, I estimate I'm a, I'm a contractor, So I got a good idea as to what it would take I'm guessing six people over each of these so-called hills.",I got probably ten of them that I know about.,"You know Everything from tires, bigger stuff down there.",That's where people illegally dump.
"You know Everything from tires, bigger stuff down there.",i,I got probably ten of them that I know about.,"It'll take them six people, probably most of the day.",That's where people illegally dump.,you know things like that.
That's where people illegally dump.,i,"It'll take them six people, probably most of the day.","You know Everything from tires, bigger stuff down there.",you know things like that.,"So each site is very different, But we need serious resources And I won't be happy until we get that deep clean, until I know I'm getting stuff that you can't see when you're driving by the car."
you know things like that.,i,"You know Everything from tires, bigger stuff down there.",That's where people illegally dump.,"So each site is very different, But we need serious resources And I won't be happy until we get that deep clean, until I know I'm getting stuff that you can't see when you're driving by the car.",You know We're getting this stuff that you can't see.
"So each site is very different, But we need serious resources And I won't be happy until we get that deep clean, until I know I'm getting stuff that you can't see when you're driving by the car.",i,That's where people illegally dump.,you know things like that.,You know We're getting this stuff that you can't see.,"That's easy enough with volunteers, I feel in public works, But it's this stuff down over the hill that's been there for years and years And it's dumping debris And again it will take almost a full day for four or five people in each one of these sites that I'm thinking about."
You know We're getting this stuff that you can't see.,i,you know things like that.,"So each site is very different, But we need serious resources And I won't be happy until we get that deep clean, until I know I'm getting stuff that you can't see when you're driving by the car.","That's easy enough with volunteers, I feel in public works, But it's this stuff down over the hill that's been there for years and years And it's dumping debris And again it will take almost a full day for four or five people in each one of these sites that I'm thinking about.","So now I'll know it's a deep clean And then we put up stiff fines and penalties for people that litter, Because one thing I hate is cleaning it up and seeing it back."
"That's easy enough with volunteers, I feel in public works, But it's this stuff down over the hill that's been there for years and years And it's dumping debris And again it will take almost a full day for four or five people in each one of these sites that I'm thinking about.",i,"So each site is very different, But we need serious resources And I won't be happy until we get that deep clean, until I know I'm getting stuff that you can't see when you're driving by the car.",You know We're getting this stuff that you can't see.,"So now I'll know it's a deep clean And then we put up stiff fines and penalties for people that litter, Because one thing I hate is cleaning it up and seeing it back.",So Okay With that.
"So now I'll know it's a deep clean And then we put up stiff fines and penalties for people that litter, Because one thing I hate is cleaning it up and seeing it back.",i,You know We're getting this stuff that you can't see.,"That's easy enough with volunteers, I feel in public works, But it's this stuff down over the hill that's been there for years and years And it's dumping debris And again it will take almost a full day for four or five people in each one of these sites that I'm thinking about.",So Okay With that.,"I'm sorry, Ms Johnson, I didn't mean to go on, But I just wanted to give you my full perspective before, Because we're going to probably try to wrap things up here And if you want to comment, please do."
So Okay With that.,b,"That's easy enough with volunteers, I feel in public works, But it's this stuff down over the hill that's been there for years and years And it's dumping debris And again it will take almost a full day for four or five people in each one of these sites that I'm thinking about.","So now I'll know it's a deep clean And then we put up stiff fines and penalties for people that litter, Because one thing I hate is cleaning it up and seeing it back.","I'm sorry, Ms Johnson, I didn't mean to go on, But I just wanted to give you my full perspective before, Because we're going to probably try to wrap things up here And if you want to comment, please do.","Ms Sure, I think part of the issue is that people do feel that it is cheap to clean, But it's not cheap to clean."
"I'm sorry, Ms Johnson, I didn't mean to go on, But I just wanted to give you my full perspective before, Because we're going to probably try to wrap things up here And if you want to comment, please do.",p,"So now I'll know it's a deep clean And then we put up stiff fines and penalties for people that litter, Because one thing I hate is cleaning it up and seeing it back.",So Okay With that.,"Ms Sure, I think part of the issue is that people do feel that it is cheap to clean, But it's not cheap to clean.","It's costing people a lot and you know, and mental stress, And it costs a lot in their time."
"Ms Sure, I think part of the issue is that people do feel that it is cheap to clean, But it's not cheap to clean.",p,So Okay With that.,"I'm sorry, Ms Johnson, I didn't mean to go on, But I just wanted to give you my full perspective before, Because we're going to probably try to wrap things up here And if you want to comment, please do.","It's costing people a lot and you know, and mental stress, And it costs a lot in their time.",So every single one of those volunteers.
"It's costing people a lot and you know, and mental stress, And it costs a lot in their time.",i,"I'm sorry, Ms Johnson, I didn't mean to go on, But I just wanted to give you my full perspective before, Because we're going to probably try to wrap things up here And if you want to comment, please do.","Ms Sure, I think part of the issue is that people do feel that it is cheap to clean, But it's not cheap to clean.",So every single one of those volunteers.,"if you actually had to pay them to do the work that they're doing, you would see very quickly that it is not cheap to clean."
So every single one of those volunteers.,i,"Ms Sure, I think part of the issue is that people do feel that it is cheap to clean, But it's not cheap to clean.","It's costing people a lot and you know, and mental stress, And it costs a lot in their time.","if you actually had to pay them to do the work that they're doing, you would see very quickly that it is not cheap to clean.","And you're talking about sending people over hillsides, Which some of these volunteers take it upon themselves to do, And you're asking our DPW staff to do."
