sentence,classification,prev2,prev1,next1,next2
"This is exactly the kind of place that we should be encouraging more residents to live car-free, climate-friendly lives in our city.",i,My street is on the number six bus line.,"My house is almost perfectly halfway between bus stops, meaning there's a stop just a few hundred feet in each direction.","More selfishly, I'm sick of yard work.","I like my house, but I would happily turn this extra space over to new neighbors if I could."
"More selfishly, I'm sick of yard work.",i,"My house is almost perfectly halfway between bus stops, meaning there's a stop just a few hundred feet in each direction.","This is exactly the kind of place that we should be encouraging more residents to live car-free, climate-friendly lives in our city.","I like my house, but I would happily turn this extra space over to new neighbors if I could.",We don't need a yard and we might consider downsizing and moving out if nothing changes.
"I like my house, but I would happily turn this extra space over to new neighbors if I could.",i,"This is exactly the kind of place that we should be encouraging more residents to live car-free, climate-friendly lives in our city.","More selfishly, I'm sick of yard work.",We don't need a yard and we might consider downsizing and moving out if nothing changes.,Minimum lot sizes should not exist.
We don't need a yard and we might consider downsizing and moving out if nothing changes.,i,"More selfishly, I'm sick of yard work.","I like my house, but I would happily turn this extra space over to new neighbors if I could.",Minimum lot sizes should not exist.,"As others have noted in the past, a lot of people don't have a lot of space."
Minimum lot sizes should not exist.,b,"I like my house, but I would happily turn this extra space over to new neighbors if I could.",We don't need a yard and we might consider downsizing and moving out if nothing changes.,"As others have noted in the past, a lot of people don't have a lot of space.",They don't have a lot of space.
"As others have noted in the past, a lot of people don't have a lot of space.",i,We don't need a yard and we might consider downsizing and moving out if nothing changes.,Minimum lot sizes should not exist.,They don't have a lot of space.,Lot size minimums were a deliberate flaw on homeownership that was used to prevent people from homeownership on the basis of class or race.
They don't have a lot of space.,i,Minimum lot sizes should not exist.,"As others have noted in the past, a lot of people don't have a lot of space.",Lot size minimums were a deliberate flaw on homeownership that was used to prevent people from homeownership on the basis of class or race.,"For me, this is about freedom: Freedom to own a home of the size that you prefer, even if that's small."
Lot size minimums were a deliberate flaw on homeownership that was used to prevent people from homeownership on the basis of class or race.,i,"As others have noted in the past, a lot of people don't have a lot of space.",They don't have a lot of space.,"For me, this is about freedom: Freedom to own a home of the size that you prefer, even if that's small.",Freedom from maintaining extra land you don't want or need.
"For me, this is about freedom: Freedom to own a home of the size that you prefer, even if that's small.",i,They don't have a lot of space.,Lot size minimums were a deliberate flaw on homeownership that was used to prevent people from homeownership on the basis of class or race.,Freedom from maintaining extra land you don't want or need.,"Minimum lot sizes run counter to our city's goal of a climate-friendly, vibrant, walkable city."
Freedom from maintaining extra land you don't want or need.,i,Lot size minimums were a deliberate flaw on homeownership that was used to prevent people from homeownership on the basis of class or race.,"For me, this is about freedom: Freedom to own a home of the size that you prefer, even if that's small.","Minimum lot sizes run counter to our city's goal of a climate-friendly, vibrant, walkable city.","We should let people who want to live in smaller, denser neighborhoods do that."
"Minimum lot sizes run counter to our city's goal of a climate-friendly, vibrant, walkable city.",i,"For me, this is about freedom: Freedom to own a home of the size that you prefer, even if that's small.",Freedom from maintaining extra land you don't want or need.,"We should let people who want to live in smaller, denser neighborhoods do that.",Unfortunately my neighborhood.
"We should let people who want to live in smaller, denser neighborhoods do that.",i,Freedom from maintaining extra land you don't want or need.,"Minimum lot sizes run counter to our city's goal of a climate-friendly, vibrant, walkable city.",Unfortunately my neighborhood.,"this bill doesn't quite go far enough to unlock more housing, but still this legislation is a step in the right direction to removing unnecessary barriers to homeownership in our city."
Unfortunately my neighborhood.,i,"Minimum lot sizes run counter to our city's goal of a climate-friendly, vibrant, walkable city.","We should let people who want to live in smaller, denser neighborhoods do that.","this bill doesn't quite go far enough to unlock more housing, but still this legislation is a step in the right direction to removing unnecessary barriers to homeownership in our city.","Thank you, members of council, Wilson, Charland and Warwick for sponsoring this legislation and moving it through the process."
"this bill doesn't quite go far enough to unlock more housing, but still this legislation is a step in the right direction to removing unnecessary barriers to homeownership in our city.",i,"We should let people who want to live in smaller, denser neighborhoods do that.",Unfortunately my neighborhood.,"Thank you, members of council, Wilson, Charland and Warwick for sponsoring this legislation and moving it through the process.",I'm especially pleased to see this moving separately from the omnibus and I hope other non-controversial reforms in the omnibus can also be moved separately.
"Thank you, members of council, Wilson, Charland and Warwick for sponsoring this legislation and moving it through the process.",i,Unfortunately my neighborhood.,"this bill doesn't quite go far enough to unlock more housing, but still this legislation is a step in the right direction to removing unnecessary barriers to homeownership in our city.",I'm especially pleased to see this moving separately from the omnibus and I hope other non-controversial reforms in the omnibus can also be moved separately.,I urge council to pass this reform and to reduce lot size minimums further in the future.
I'm especially pleased to see this moving separately from the omnibus and I hope other non-controversial reforms in the omnibus can also be moved separately.,i,"this bill doesn't quite go far enough to unlock more housing, but still this legislation is a step in the right direction to removing unnecessary barriers to homeownership in our city.","Thank you, members of council, Wilson, Charland and Warwick for sponsoring this legislation and moving it through the process.",I urge council to pass this reform and to reduce lot size minimums further in the future.,"Thank you, Thank you."
I urge council to pass this reform and to reduce lot size minimums further in the future.,i,"Thank you, members of council, Wilson, Charland and Warwick for sponsoring this legislation and moving it through the process.",I'm especially pleased to see this moving separately from the omnibus and I hope other non-controversial reforms in the omnibus can also be moved separately.,"Thank you, Thank you.",Our next speaker is Marcia Bandes.
"Thank you, Thank you.",p,I'm especially pleased to see this moving separately from the omnibus and I hope other non-controversial reforms in the omnibus can also be moved separately.,I urge council to pass this reform and to reduce lot size minimums further in the future.,Our next speaker is Marcia Bandes.,"Good afternoon, Yes, my name is Marcia Bandes."
Our next speaker is Marcia Bandes.,p,I urge council to pass this reform and to reduce lot size minimums further in the future.,"Thank you, Thank you.","Good afternoon, Yes, my name is Marcia Bandes.","Good day all and good day, Councilwoman Erika Sprossberger."
"Good afternoon, Yes, my name is Marcia Bandes.",p,"Thank you, Thank you.",Our next speaker is Marcia Bandes.,"Good day all and good day, Councilwoman Erika Sprossberger.","I'm here today to speak about the need to move forward with minimum lot sizes, sensible reduced parking restrictions to go along with those, and inclusionary zoning."
"Good day all and good day, Councilwoman Erika Sprossberger.",p,Our next speaker is Marcia Bandes.,"Good afternoon, Yes, my name is Marcia Bandes.","I'm here today to speak about the need to move forward with minimum lot sizes, sensible reduced parking restrictions to go along with those, and inclusionary zoning.","In order for Pittsburgh to grow economically, our families, and with them our workforce, need to have good quality, truly affordable housing."
"I'm here today to speak about the need to move forward with minimum lot sizes, sensible reduced parking restrictions to go along with those, and inclusionary zoning.",p,"Good afternoon, Yes, my name is Marcia Bandes.","Good day all and good day, Councilwoman Erika Sprossberger.","In order for Pittsburgh to grow economically, our families, and with them our workforce, need to have good quality, truly affordable housing.","With over 10,000 people forced out of the city due to rising housing costs and now due to cuts in public transit, they will no longer be able to get to jobs located in Pittsburgh."
"In order for Pittsburgh to grow economically, our families, and with them our workforce, need to have good quality, truly affordable housing.",i,"Good day all and good day, Councilwoman Erika Sprossberger.","I'm here today to speak about the need to move forward with minimum lot sizes, sensible reduced parking restrictions to go along with those, and inclusionary zoning.","With over 10,000 people forced out of the city due to rising housing costs and now due to cuts in public transit, they will no longer be able to get to jobs located in Pittsburgh.","And, of course, as many of you follow the news."
"With over 10,000 people forced out of the city due to rising housing costs and now due to cuts in public transit, they will no longer be able to get to jobs located in Pittsburgh.",i,"I'm here today to speak about the need to move forward with minimum lot sizes, sensible reduced parking restrictions to go along with those, and inclusionary zoning.","In order for Pittsburgh to grow economically, our families, and with them our workforce, need to have good quality, truly affordable housing.","And, of course, as many of you follow the news.",with families moving out of Pittsburgh.
"And, of course, as many of you follow the news.",i,"In order for Pittsburgh to grow economically, our families, and with them our workforce, need to have good quality, truly affordable housing.","With over 10,000 people forced out of the city due to rising housing costs and now due to cuts in public transit, they will no longer be able to get to jobs located in Pittsburgh.",with families moving out of Pittsburgh.,our schools are suffering also.
with families moving out of Pittsburgh.,i,"With over 10,000 people forced out of the city due to rising housing costs and now due to cuts in public transit, they will no longer be able to get to jobs located in Pittsburgh.","And, of course, as many of you follow the news.",our schools are suffering also.,We will decay as a city without neighborhood schools and a deep and wide workforce skill set.
our schools are suffering also.,i,"And, of course, as many of you follow the news.",with families moving out of Pittsburgh.,We will decay as a city without neighborhood schools and a deep and wide workforce skill set.,Changes to minimum lot sizes is one of the most important things that we need to do.
We will decay as a city without neighborhood schools and a deep and wide workforce skill set.,i,with families moving out of Pittsburgh.,our schools are suffering also.,Changes to minimum lot sizes is one of the most important things that we need to do.,Since I started the program we got together in profit.
Changes to minimum lot sizes is one of the most important things that we need to do.,b,our schools are suffering also.,We will decay as a city without neighborhood schools and a deep and wide workforce skill set.,Since I started the program we got together in profit.,Pastor and she probably know that much more developers are doing to earn more living here.
Since I started the program we got together in profit.,i,We will decay as a city without neighborhood schools and a deep and wide workforce skill set.,Changes to minimum lot sizes is one of the most important things that we need to do.,Pastor and she probably know that much more developers are doing to earn more living here.,Parking restrictions have been scary to the needy.
Pastor and she probably know that much more developers are doing to earn more living here.,i,Changes to minimum lot sizes is one of the most important things that we need to do.,Since I started the program we got together in profit.,Parking restrictions have been scary to the needy.,Just imagine those ounts in Pittsburgh.
Parking restrictions have been scary to the needy.,b,Since I started the program we got together in profit.,Pastor and she probably know that much more developers are doing to earn more living here.,Just imagine those ounts in Pittsburgh.,all your advised ways of taking care of the food wereicias Every when youFree zoning program within Boston.
Just imagine those ounts in Pittsburgh.,i,Pastor and she probably know that much more developers are doing to earn more living here.,Parking restrictions have been scary to the needy.,all your advised ways of taking care of the food wereicias Every when youFree zoning program within Boston.,"it's a model where people selection at Fußball when a park i as easy access to schools, grocery stores, jobs and, in some cases, more regular public transportation on the basis of race or income."
all your advised ways of taking care of the food wereicias Every when youFree zoning program within Boston.,i,Parking restrictions have been scary to the needy.,Just imagine those ounts in Pittsburgh.,"it's a model where people selection at Fußball when a park i as easy access to schools, grocery stores, jobs and, in some cases, more regular public transportation on the basis of race or income.","Though not the end, all minimum lot sizes and inclusionary zoning in all neighborhoods are two critical tools to help address this shortage and also provide an opportunity to move towards more integrated neighborhoods."
"it's a model where people selection at Fußball when a park i as easy access to schools, grocery stores, jobs and, in some cases, more regular public transportation on the basis of race or income.",i,Just imagine those ounts in Pittsburgh.,all your advised ways of taking care of the food wereicias Every when youFree zoning program within Boston.,"Though not the end, all minimum lot sizes and inclusionary zoning in all neighborhoods are two critical tools to help address this shortage and also provide an opportunity to move towards more integrated neighborhoods.","These two affordable housing solutions will bring us two steps closer to being a more livable city, Thank you, Thank you."
"Though not the end, all minimum lot sizes and inclusionary zoning in all neighborhoods are two critical tools to help address this shortage and also provide an opportunity to move towards more integrated neighborhoods.",b,all your advised ways of taking care of the food wereicias Every when youFree zoning program within Boston.,"it's a model where people selection at Fußball when a park i as easy access to schools, grocery stores, jobs and, in some cases, more regular public transportation on the basis of race or income.","These two affordable housing solutions will bring us two steps closer to being a more livable city, Thank you, Thank you.",Our next speaker is Chris Rossolo.
"These two affordable housing solutions will bring us two steps closer to being a more livable city, Thank you, Thank you.",b,"it's a model where people selection at Fußball when a park i as easy access to schools, grocery stores, jobs and, in some cases, more regular public transportation on the basis of race or income.","Though not the end, all minimum lot sizes and inclusionary zoning in all neighborhoods are two critical tools to help address this shortage and also provide an opportunity to move towards more integrated neighborhoods.",Our next speaker is Chris Rossolo.,"Good afternoon, members of council."
Our next speaker is Chris Rossolo.,b,"Though not the end, all minimum lot sizes and inclusionary zoning in all neighborhoods are two critical tools to help address this shortage and also provide an opportunity to move towards more integrated neighborhoods.","These two affordable housing solutions will bring us two steps closer to being a more livable city, Thank you, Thank you.","Good afternoon, members of council.","My name is Chris Rossolo, policy director at Pittsburgh Community Reinvestment Group and resident of the Spring Garden."
"Good afternoon, members of council.",p,"These two affordable housing solutions will bring us two steps closer to being a more livable city, Thank you, Thank you.",Our next speaker is Chris Rossolo.,"My name is Chris Rossolo, policy director at Pittsburgh Community Reinvestment Group and resident of the Spring Garden.",I'm the director of the Spring Garden neighborhood in the north side.
"My name is Chris Rossolo, policy director at Pittsburgh Community Reinvestment Group and resident of the Spring Garden.",p,Our next speaker is Chris Rossolo.,"Good afternoon, members of council.",I'm the director of the Spring Garden neighborhood in the north side.,"PCRG is a non-profit, membership-based organization with members throughout the city of Pittsburgh."
I'm the director of the Spring Garden neighborhood in the north side.,i,"Good afternoon, members of council.","My name is Chris Rossolo, policy director at Pittsburgh Community Reinvestment Group and resident of the Spring Garden.","PCRG is a non-profit, membership-based organization with members throughout the city of Pittsburgh.",Let me be clear: we support the intent behind reducing minimum lot sizes.
"PCRG is a non-profit, membership-based organization with members throughout the city of Pittsburgh.",i,"My name is Chris Rossolo, policy director at Pittsburgh Community Reinvestment Group and resident of the Spring Garden.",I'm the director of the Spring Garden neighborhood in the north side.,Let me be clear: we support the intent behind reducing minimum lot sizes.,"It's a good policy on its own, one that can increase housing diversity and affordability by allowing for more compact, attainable homes in our city."
Let me be clear: we support the intent behind reducing minimum lot sizes.,b,I'm the director of the Spring Garden neighborhood in the north side.,"PCRG is a non-profit, membership-based organization with members throughout the city of Pittsburgh.","It's a good policy on its own, one that can increase housing diversity and affordability by allowing for more compact, attainable homes in our city.","But introducing this reform in isolation, outside the broader zoning amendment package that was positively recommended by the city planning commission in January after over 10 hours of public testimony, is a mistake."
"It's a good policy on its own, one that can increase housing diversity and affordability by allowing for more compact, attainable homes in our city.",i,"PCRG is a non-profit, membership-based organization with members throughout the city of Pittsburgh.",Let me be clear: we support the intent behind reducing minimum lot sizes.,"But introducing this reform in isolation, outside the broader zoning amendment package that was positively recommended by the city planning commission in January after over 10 hours of public testimony, is a mistake.",The comprehensive zoning package was designed to work as a cohesive unit.
"But introducing this reform in isolation, outside the broader zoning amendment package that was positively recommended by the city planning commission in January after over 10 hours of public testimony, is a mistake.",i,Let me be clear: we support the intent behind reducing minimum lot sizes.,"It's a good policy on its own, one that can increase housing diversity and affordability by allowing for more compact, attainable homes in our city.",The comprehensive zoning package was designed to work as a cohesive unit.,"Each piece, whether it's minimum lot size, parking reform or inclusionary zoning, complements the others."
The comprehensive zoning package was designed to work as a cohesive unit.,i,"It's a good policy on its own, one that can increase housing diversity and affordability by allowing for more compact, attainable homes in our city.","But introducing this reform in isolation, outside the broader zoning amendment package that was positively recommended by the city planning commission in January after over 10 hours of public testimony, is a mistake.","Each piece, whether it's minimum lot size, parking reform or inclusionary zoning, complements the others.",Pulling one piece disrupts the balance and risks political fatigue or loss of momentum for the other necessary reforms we all are advocating for today.
"Each piece, whether it's minimum lot size, parking reform or inclusionary zoning, complements the others.",i,"But introducing this reform in isolation, outside the broader zoning amendment package that was positively recommended by the city planning commission in January after over 10 hours of public testimony, is a mistake.",The comprehensive zoning package was designed to work as a cohesive unit.,Pulling one piece disrupts the balance and risks political fatigue or loss of momentum for the other necessary reforms we all are advocating for today.,"Neighborhood organizations, real estate developers, city government and other stakeholders have been working towards modernizing our outdated zoning code for years."
Pulling one piece disrupts the balance and risks political fatigue or loss of momentum for the other necessary reforms we all are advocating for today.,i,The comprehensive zoning package was designed to work as a cohesive unit.,"Each piece, whether it's minimum lot size, parking reform or inclusionary zoning, complements the others.","Neighborhood organizations, real estate developers, city government and other stakeholders have been working towards modernizing our outdated zoning code for years.","The Pittsburgh housing needs assessment made it very clear we need bold, integrated action, not piecemeal fixes that leave the larger picture behind."
"Neighborhood organizations, real estate developers, city government and other stakeholders have been working towards modernizing our outdated zoning code for years.",i,"Each piece, whether it's minimum lot size, parking reform or inclusionary zoning, complements the others.",Pulling one piece disrupts the balance and risks political fatigue or loss of momentum for the other necessary reforms we all are advocating for today.,"The Pittsburgh housing needs assessment made it very clear we need bold, integrated action, not piecemeal fixes that leave the larger picture behind.",I urge council to reconsider moving this legislation forward.
"The Pittsburgh housing needs assessment made it very clear we need bold, integrated action, not piecemeal fixes that leave the larger picture behind.",i,Pulling one piece disrupts the balance and risks political fatigue or loss of momentum for the other necessary reforms we all are advocating for today.,"Neighborhood organizations, real estate developers, city government and other stakeholders have been working towards modernizing our outdated zoning code for years.",I urge council to reconsider moving this legislation forward.,"Let's stick to the original path, pass the housing needs assessment zoning amendments in full, as intended, and give our communities the comprehensive, forward-thinking policies they deserve, Thank you, Thank you."
I urge council to reconsider moving this legislation forward.,i,"Neighborhood organizations, real estate developers, city government and other stakeholders have been working towards modernizing our outdated zoning code for years.","The Pittsburgh housing needs assessment made it very clear we need bold, integrated action, not piecemeal fixes that leave the larger picture behind.","Let's stick to the original path, pass the housing needs assessment zoning amendments in full, as intended, and give our communities the comprehensive, forward-thinking policies they deserve, Thank you, Thank you.",Our next speaker is Candace Kane.
"Let's stick to the original path, pass the housing needs assessment zoning amendments in full, as intended, and give our communities the comprehensive, forward-thinking policies they deserve, Thank you, Thank you.",b,"The Pittsburgh housing needs assessment made it very clear we need bold, integrated action, not piecemeal fixes that leave the larger picture behind.",I urge council to reconsider moving this legislation forward.,Our next speaker is Candace Kane.,Good afternoon.
Our next speaker is Candace Kane.,p,I urge council to reconsider moving this legislation forward.,"Let's stick to the original path, pass the housing needs assessment zoning amendments in full, as intended, and give our communities the comprehensive, forward-thinking policies they deserve, Thank you, Thank you.",Good afternoon.,My name is Candace Kane and I live in Fineview.
Good afternoon.,p,"Let's stick to the original path, pass the housing needs assessment zoning amendments in full, as intended, and give our communities the comprehensive, forward-thinking policies they deserve, Thank you, Thank you.",Our next speaker is Candace Kane.,My name is Candace Kane and I live in Fineview.,I asked council not to move forward with the zoning amendment to reduce the minimum lot size throughout the city for two reasons.
My name is Candace Kane and I live in Fineview.,p,Our next speaker is Candace Kane.,Good afternoon.,I asked council not to move forward with the zoning amendment to reduce the minimum lot size throughout the city for two reasons.,"First, why are we carving out one zoning ordinance to be amended during a 6 million comprehensive plan?"
I asked council not to move forward with the zoning amendment to reduce the minimum lot size throughout the city for two reasons.,p,Good afternoon.,My name is Candace Kane and I live in Fineview.,"First, why are we carving out one zoning ordinance to be amended during a 6 million comprehensive plan?","Second, if council is going to carve out an area for attention, I ask you to focus on regulating short-term rentals."
"First, why are we carving out one zoning ordinance to be amended during a 6 million comprehensive plan?",i,My name is Candace Kane and I live in Fineview.,I asked council not to move forward with the zoning amendment to reduce the minimum lot size throughout the city for two reasons.,"Second, if council is going to carve out an area for attention, I ask you to focus on regulating short-term rentals.",Fineview is in the middle of an Airbnb crisis.
"Second, if council is going to carve out an area for attention, I ask you to focus on regulating short-term rentals.",i,I asked council not to move forward with the zoning amendment to reduce the minimum lot size throughout the city for two reasons.,"First, why are we carving out one zoning ordinance to be amended during a 6 million comprehensive plan?",Fineview is in the middle of an Airbnb crisis.,"A week or so ago, police were called to two of the seven Airbnbs on Meadville Street."
Fineview is in the middle of an Airbnb crisis.,i,"First, why are we carving out one zoning ordinance to be amended during a 6 million comprehensive plan?","Second, if council is going to carve out an area for attention, I ask you to focus on regulating short-term rentals.","A week or so ago, police were called to two of the seven Airbnbs on Meadville Street.","The late night noise, trash, transients coming and going and extra cars are depriving existing residents of their quality of life and destabilizing our neighborhood."
"A week or so ago, police were called to two of the seven Airbnbs on Meadville Street.",i,"Second, if council is going to carve out an area for attention, I ask you to focus on regulating short-term rentals.",Fineview is in the middle of an Airbnb crisis.,"The late night noise, trash, transients coming and going and extra cars are depriving existing residents of their quality of life and destabilizing our neighborhood.","We learned that one Airbnb is now renting out single locked bedrooms and is a rooming house with no oversight, Even though the city's rental registration ordinance has been challenged in court."
"The late night noise, trash, transients coming and going and extra cars are depriving existing residents of their quality of life and destabilizing our neighborhood.",i,Fineview is in the middle of an Airbnb crisis.,"A week or so ago, police were called to two of the seven Airbnbs on Meadville Street.","We learned that one Airbnb is now renting out single locked bedrooms and is a rooming house with no oversight, Even though the city's rental registration ordinance has been challenged in court.",why wait to regulate Airbnbs?
"We learned that one Airbnb is now renting out single locked bedrooms and is a rooming house with no oversight, Even though the city's rental registration ordinance has been challenged in court.",i,"A week or so ago, police were called to two of the seven Airbnbs on Meadville Street.","The late night noise, trash, transients coming and going and extra cars are depriving existing residents of their quality of life and destabilizing our neighborhood.",why wait to regulate Airbnbs?,Short-term rentals are a different industry than long-term rentals.
why wait to regulate Airbnbs?,i,"The late night noise, trash, transients coming and going and extra cars are depriving existing residents of their quality of life and destabilizing our neighborhood.","We learned that one Airbnb is now renting out single locked bedrooms and is a rooming house with no oversight, Even though the city's rental registration ordinance has been challenged in court.",Short-term rentals are a different industry than long-term rentals.,"The city could right now require Airbnbs to have a license or a permit, just as other local municipalities have done, and make rules."
Short-term rentals are a different industry than long-term rentals.,i,"We learned that one Airbnb is now renting out single locked bedrooms and is a rooming house with no oversight, Even though the city's rental registration ordinance has been challenged in court.",why wait to regulate Airbnbs?,"The city could right now require Airbnbs to have a license or a permit, just as other local municipalities have done, and make rules.","Neighbors can provide you with a location of Airbnbs, And short-term rentals with absentee owners do not belong in residential neighborhoods."
"The city could right now require Airbnbs to have a license or a permit, just as other local municipalities have done, and make rules.",i,why wait to regulate Airbnbs?,Short-term rentals are a different industry than long-term rentals.,"Neighbors can provide you with a location of Airbnbs, And short-term rentals with absentee owners do not belong in residential neighborhoods.",Pittsburgh could immediately gain at least 20 additional houses in Fineview.
"Neighbors can provide you with a location of Airbnbs, And short-term rentals with absentee owners do not belong in residential neighborhoods.",i,Short-term rentals are a different industry than long-term rentals.,"The city could right now require Airbnbs to have a license or a permit, just as other local municipalities have done, and make rules.",Pittsburgh could immediately gain at least 20 additional houses in Fineview.,And short-term rentals with absentee owners do not belong in residential neighborhoods.
Pittsburgh could immediately gain at least 20 additional houses in Fineview.,i,"The city could right now require Airbnbs to have a license or a permit, just as other local municipalities have done, and make rules.","Neighbors can provide you with a location of Airbnbs, And short-term rentals with absentee owners do not belong in residential neighborhoods.",And short-term rentals with absentee owners do not belong in residential neighborhoods.,Pittsburgh could immediately gain at least 20 additional houses in Fineview By barring absentee owner Airbnbs in residential districts.
And short-term rentals with absentee owners do not belong in residential neighborhoods.,i,"Neighbors can provide you with a location of Airbnbs, And short-term rentals with absentee owners do not belong in residential neighborhoods.",Pittsburgh could immediately gain at least 20 additional houses in Fineview.,Pittsburgh could immediately gain at least 20 additional houses in Fineview By barring absentee owner Airbnbs in residential districts.,"In addition, the planning department states that we should look to Houston, Texas, as a successful example of reducing minimum lot size."
Pittsburgh could immediately gain at least 20 additional houses in Fineview By barring absentee owner Airbnbs in residential districts.,i,Pittsburgh could immediately gain at least 20 additional houses in Fineview.,And short-term rentals with absentee owners do not belong in residential neighborhoods.,"In addition, the planning department states that we should look to Houston, Texas, as a successful example of reducing minimum lot size.",But Pittsburgh cannot be compared to the largest city in Texas.
"In addition, the planning department states that we should look to Houston, Texas, as a successful example of reducing minimum lot size.",i,And short-term rentals with absentee owners do not belong in residential neighborhoods.,Pittsburgh could immediately gain at least 20 additional houses in Fineview By barring absentee owner Airbnbs in residential districts.,But Pittsburgh cannot be compared to the largest city in Texas.,"Houston's lots were huge, 5,000 square feet, and led to sprawl."
But Pittsburgh cannot be compared to the largest city in Texas.,i,Pittsburgh could immediately gain at least 20 additional houses in Fineview By barring absentee owner Airbnbs in residential districts.,"In addition, the planning department states that we should look to Houston, Texas, as a successful example of reducing minimum lot size.","Houston's lots were huge, 5,000 square feet, and led to sprawl.","Plus, Houston allows its neighbors to opt out of the new, smaller minimum lot size and keep their larger lots."
"Houston's lots were huge, 5,000 square feet, and led to sprawl.",i,"In addition, the planning department states that we should look to Houston, Texas, as a successful example of reducing minimum lot size.",But Pittsburgh cannot be compared to the largest city in Texas.,"Plus, Houston allows its neighbors to opt out of the new, smaller minimum lot size and keep their larger lots.",No such opt-out provision is in Pittsburgh's ordinance.
"Plus, Houston allows its neighbors to opt out of the new, smaller minimum lot size and keep their larger lots.",i,But Pittsburgh cannot be compared to the largest city in Texas.,"Houston's lots were huge, 5,000 square feet, and led to sprawl.",No such opt-out provision is in Pittsburgh's ordinance.,"Blanket-style upzoning for higher density leads to gentrification in areas seeing investment speculation, such as Fineview."
No such opt-out provision is in Pittsburgh's ordinance.,i,"Houston's lots were huge, 5,000 square feet, and led to sprawl.","Plus, Houston allows its neighbors to opt out of the new, smaller minimum lot size and keep their larger lots.","Blanket-style upzoning for higher density leads to gentrification in areas seeing investment speculation, such as Fineview.",Why not include an opt-out provision?
"Blanket-style upzoning for higher density leads to gentrification in areas seeing investment speculation, such as Fineview.",b,"Plus, Houston allows its neighbors to opt out of the new, smaller minimum lot size and keep their larger lots.",No such opt-out provision is in Pittsburgh's ordinance.,Why not include an opt-out provision?,Most houses in Fineview are zoned high density.
Why not include an opt-out provision?,b,No such opt-out provision is in Pittsburgh's ordinance.,"Blanket-style upzoning for higher density leads to gentrification in areas seeing investment speculation, such as Fineview.",Most houses in Fineview are zoned high density.,"The lots are already small- 1,800 square feet, typically just 20 feet wide."
Most houses in Fineview are zoned high density.,i,"Blanket-style upzoning for higher density leads to gentrification in areas seeing investment speculation, such as Fineview.",Why not include an opt-out provision?,"The lots are already small- 1,800 square feet, typically just 20 feet wide.","Notably, another Texas city, Austin, reduced its minimum lot size from 5,750 square feet to 1,800 square feet, the same size as Pittsburgh's current high-density minimum lot size."
"The lots are already small- 1,800 square feet, typically just 20 feet wide.",i,Why not include an opt-out provision?,Most houses in Fineview are zoned high density.,"Notably, another Texas city, Austin, reduced its minimum lot size from 5,750 square feet to 1,800 square feet, the same size as Pittsburgh's current high-density minimum lot size.",We do not need smaller lots in Pittsburgh's dense neighborhoods to have more affordable housing.
"Notably, another Texas city, Austin, reduced its minimum lot size from 5,750 square feet to 1,800 square feet, the same size as Pittsburgh's current high-density minimum lot size.",i,Most houses in Fineview are zoned high density.,"The lots are already small- 1,800 square feet, typically just 20 feet wide.",We do not need smaller lots in Pittsburgh's dense neighborhoods to have more affordable housing.,Trickle-down economics doesn't work.
We do not need smaller lots in Pittsburgh's dense neighborhoods to have more affordable housing.,i,"The lots are already small- 1,800 square feet, typically just 20 feet wide.","Notably, another Texas city, Austin, reduced its minimum lot size from 5,750 square feet to 1,800 square feet, the same size as Pittsburgh's current high-density minimum lot size.",Trickle-down economics doesn't work.,"Instead, we need subsidies of all types and homeowner grants to help with maintenance."
Trickle-down economics doesn't work.,i,"Notably, another Texas city, Austin, reduced its minimum lot size from 5,750 square feet to 1,800 square feet, the same size as Pittsburgh's current high-density minimum lot size.",We do not need smaller lots in Pittsburgh's dense neighborhoods to have more affordable housing.,"Instead, we need subsidies of all types and homeowner grants to help with maintenance.",Thank you.
"Instead, we need subsidies of all types and homeowner grants to help with maintenance.",i,We do not need smaller lots in Pittsburgh's dense neighborhoods to have more affordable housing.,Trickle-down economics doesn't work.,Thank you.,Thank you.
Thank you.,b,Trickle-down economics doesn't work.,"Instead, we need subsidies of all types and homeowner grants to help with maintenance.",Thank you.,Our next speaker is Mallory Branson.
Thank you.,i,"Instead, we need subsidies of all types and homeowner grants to help with maintenance.",Thank you.,Our next speaker is Mallory Branson.,Thank you.
Our next speaker is Mallory Branson.,p,Thank you.,Thank you.,Thank you.,"Hello, my name is Mallory."
Thank you.,p,Thank you.,Our next speaker is Mallory Branson.,"Hello, my name is Mallory.",I live in Upper Lawrenceville on Carnegie Street.
"Hello, my name is Mallory.",p,Our next speaker is Mallory Branson.,Thank you.,I live in Upper Lawrenceville on Carnegie Street.,I don't support minimum lot size being separated from the entire zoning package legislation.
I live in Upper Lawrenceville on Carnegie Street.,p,Thank you.,"Hello, my name is Mallory.",I don't support minimum lot size being separated from the entire zoning package legislation.,Picking and choosing what bits of the package you want is playing politics and picking winners at the expense of everyone else.
I don't support minimum lot size being separated from the entire zoning package legislation.,p,"Hello, my name is Mallory.",I live in Upper Lawrenceville on Carnegie Street.,Picking and choosing what bits of the package you want is playing politics and picking winners at the expense of everyone else.,I also want a smaller minimum lot size and I want the costs to lessen the costs and burden of developing housing in Pittsburgh.
