sentence,classification,prev2,prev1,next1,next2
"They're advertised publicly, not only here in city council and they go as part of legislation, but they're advertised as part of the quiet title process And in fact people that border or are adjacent to the property that's being sold receive a letter and notifying them that the property is being sold and they too could object to the sale and purchase it for 10,000 And then they can go and get the money down just like everybody else and start a sale.",i,so i have a lot of tamamlex nursing services to close at the individual svl with the rubles register etc.,"so, basically, or the the property And they're advertised to the public.",So there's a person who won the bidding process.,Do they have to pay that price or higher?
So there's a person who won the bidding process.,i,"so, basically, or the the property And they're advertised to the public.","They're advertised publicly, not only here in city council and they go as part of legislation, but they're advertised as part of the quiet title process And in fact people that border or are adjacent to the property that's being sold receive a letter and notifying them that the property is being sold and they too could object to the sale and purchase it for 10,000 And then they can go and get the money down just like everybody else and start a sale.",Do they have to pay that price or higher?,They have to pay what they bid The bidding.
Do they have to pay that price or higher?,i,"They're advertised publicly, not only here in city council and they go as part of legislation, but they're advertised as part of the quiet title process And in fact people that border or are adjacent to the property that's being sold receive a letter and notifying them that the property is being sold and they too could object to the sale and purchase it for 10,000 And then they can go and get the money down just like everybody else and start a sale.",So there's a person who won the bidding process.,They have to pay what they bid The bidding.,"once it goes to court auction, it's held by a judge in a courtroom."
They have to pay what they bid The bidding.,i,So there's a person who won the bidding process.,Do they have to pay that price or higher?,"once it goes to court auction, it's held by a judge in a courtroom.","there's an opening bid, which is usually the starting cost of the sale that we started and then anybody who's interested in buying the property we're going to give them."
"once it goes to court auction, it's held by a judge in a courtroom.",i,Do they have to pay that price or higher?,They have to pay what they bid The bidding.,"there's an opening bid, which is usually the starting cost of the sale that we started and then anybody who's interested in buying the property we're going to give them.",There's no hand money.
"there's an opening bid, which is usually the starting cost of the sale that we started and then anybody who's interested in buying the property we're going to give them.",i,They have to pay what they bid The bidding.,"once it goes to court auction, it's held by a judge in a courtroom.",There's no hand money.,"No, they put down hand money in order to be an objector."
There's no hand money.,i,"once it goes to court auction, it's held by a judge in a courtroom.","there's an opening bid, which is usually the starting cost of the sale that we started and then anybody who's interested in buying the property we're going to give them.","No, they put down hand money in order to be an objector.","I'm hearing judge, I'm hearing highest bidder."
"No, they put down hand money in order to be an objector.",i,"there's an opening bid, which is usually the starting cost of the sale that we started and then anybody who's interested in buying the property we're going to give them.",There's no hand money.,"I'm hearing judge, I'm hearing highest bidder.",I just wish we would just talk about just what we have to do by law in terms of the city.
"I'm hearing judge, I'm hearing highest bidder.",i,There's no hand money.,"No, they put down hand money in order to be an objector.",I just wish we would just talk about just what we have to do by law in terms of the city.,"Councilman, if I think I'm understanding what you're asking about and the point you're trying to make, so correct me if I'm wrong, but I do believe that there is a more, I do believe there is a more robust community driven process that the land bank has as part of their sales process, as compared to the one that is within the city's process."
I just wish we would just talk about just what we have to do by law in terms of the city.,b,"No, they put down hand money in order to be an objector.","I'm hearing judge, I'm hearing highest bidder.","Councilman, if I think I'm understanding what you're asking about and the point you're trying to make, so correct me if I'm wrong, but I do believe that there is a more, I do believe there is a more robust community driven process that the land bank has as part of their sales process, as compared to the one that is within the city's process.","Yeah, yeah, yeah, yeah."
"Councilman, if I think I'm understanding what you're asking about and the point you're trying to make, so correct me if I'm wrong, but I do believe that there is a more, I do believe there is a more robust community driven process that the land bank has as part of their sales process, as compared to the one that is within the city's process.",i,"I'm hearing judge, I'm hearing highest bidder.",I just wish we would just talk about just what we have to do by law in terms of the city.,"Yeah, yeah, yeah, yeah.","I mean, yeah, I just I'll leave it go."
"Yeah, yeah, yeah, yeah.",i,I just wish we would just talk about just what we have to do by law in terms of the city.,"Councilman, if I think I'm understanding what you're asking about and the point you're trying to make, so correct me if I'm wrong, but I do believe that there is a more, I do believe there is a more robust community driven process that the land bank has as part of their sales process, as compared to the one that is within the city's process.","I mean, yeah, I just I'll leave it go.","I just don't understand why we went down this road of talking about the land bank and talking about this other process that I have no idea, But I'm sure there are properties that have been on the books for some time and the you know there is like more engagement on it."
"I mean, yeah, I just I'll leave it go.",i,"Councilman, if I think I'm understanding what you're asking about and the point you're trying to make, so correct me if I'm wrong, but I do believe that there is a more, I do believe there is a more robust community driven process that the land bank has as part of their sales process, as compared to the one that is within the city's process.","Yeah, yeah, yeah, yeah.","I just don't understand why we went down this road of talking about the land bank and talking about this other process that I have no idea, But I'm sure there are properties that have been on the books for some time and the you know there is like more engagement on it.","but I mean, the fact of the matter is we have to sell to the highest bidder and I was just trying to bring a light to another process, that we have another tool, that we have the land bank and that you know, although I do think we should still like I'm in the camp where we should still continue selling property through the finance department."
"I just don't understand why we went down this road of talking about the land bank and talking about this other process that I have no idea, But I'm sure there are properties that have been on the books for some time and the you know there is like more engagement on it.",i,"Yeah, yeah, yeah, yeah.","I mean, yeah, I just I'll leave it go.","but I mean, the fact of the matter is we have to sell to the highest bidder and I was just trying to bring a light to another process, that we have another tool, that we have the land bank and that you know, although I do think we should still like I'm in the camp where we should still continue selling property through the finance department.",that's not what I'm trying to do here.
"but I mean, the fact of the matter is we have to sell to the highest bidder and I was just trying to bring a light to another process, that we have another tool, that we have the land bank and that you know, although I do think we should still like I'm in the camp where we should still continue selling property through the finance department.",i,"I mean, yeah, I just I'll leave it go.","I just don't understand why we went down this road of talking about the land bank and talking about this other process that I have no idea, But I'm sure there are properties that have been on the books for some time and the you know there is like more engagement on it.",that's not what I'm trying to do here.,"I'm just trying to talk about, bring a highlight about this other tool we have and how it's not funded past 2026 and how those are the concerns of the table here at city council."
that's not what I'm trying to do here.,i,"I just don't understand why we went down this road of talking about the land bank and talking about this other process that I have no idea, But I'm sure there are properties that have been on the books for some time and the you know there is like more engagement on it.","but I mean, the fact of the matter is we have to sell to the highest bidder and I was just trying to bring a light to another process, that we have another tool, that we have the land bank and that you know, although I do think we should still like I'm in the camp where we should still continue selling property through the finance department.","I'm just trying to talk about, bring a highlight about this other tool we have and how it's not funded past 2026 and how those are the concerns of the table here at city council.","for literally the majority of the time I've been on council, I hear you know these concerns all the time."
"I'm just trying to talk about, bring a highlight about this other tool we have and how it's not funded past 2026 and how those are the concerns of the table here at city council.",i,"but I mean, the fact of the matter is we have to sell to the highest bidder and I was just trying to bring a light to another process, that we have another tool, that we have the land bank and that you know, although I do think we should still like I'm in the camp where we should still continue selling property through the finance department.",that's not what I'm trying to do here.,"for literally the majority of the time I've been on council, I hear you know these concerns all the time.","So sorry this got a little long-winded, but I just feel like we got a little off track there."
"for literally the majority of the time I've been on council, I hear you know these concerns all the time.",i,that's not what I'm trying to do here.,"I'm just trying to talk about, bring a highlight about this other tool we have and how it's not funded past 2026 and how those are the concerns of the table here at city council.","So sorry this got a little long-winded, but I just feel like we got a little off track there.","Thanks, Thank you, Councilman."
"So sorry this got a little long-winded, but I just feel like we got a little off track there.",i,"I'm just trying to talk about, bring a highlight about this other tool we have and how it's not funded past 2026 and how those are the concerns of the table here at city council.","for literally the majority of the time I've been on council, I hear you know these concerns all the time.","Thanks, Thank you, Councilman.","Thank you, I don't know if we're going to go into second round."
"Thanks, Thank you, Councilman.",b,"for literally the majority of the time I've been on council, I hear you know these concerns all the time.","So sorry this got a little long-winded, but I just feel like we got a little off track there.","Thank you, I don't know if we're going to go into second round.","I'm sure we will, but I do have a couple of questions and, at the risk of asking questions, I know there are council members who have really delved into this process, worked with the finance department to make it as sort of efficient as possible, thus resulting in the many, many property increases that we've seen over the years."
"Thank you, I don't know if we're going to go into second round.",i,"So sorry this got a little long-winded, but I just feel like we got a little off track there.","Thanks, Thank you, Councilman.","I'm sure we will, but I do have a couple of questions and, at the risk of asking questions, I know there are council members who have really delved into this process, worked with the finance department to make it as sort of efficient as possible, thus resulting in the many, many property increases that we've seen over the years.",So I'm just trying to get at like the concern we have before us today without actually talking about this particular issue.
"I'm sure we will, but I do have a couple of questions and, at the risk of asking questions, I know there are council members who have really delved into this process, worked with the finance department to make it as sort of efficient as possible, thus resulting in the many, many property increases that we've seen over the years.",i,"Thanks, Thank you, Councilman.","Thank you, I don't know if we're going to go into second round.",So I'm just trying to get at like the concern we have before us today without actually talking about this particular issue.,"I think it's very clear that the, the, the, the, the, the, the, the, the, the, the, the, the, the, the interested in the property, in part because of the structure."
So I'm just trying to get at like the concern we have before us today without actually talking about this particular issue.,i,"Thank you, I don't know if we're going to go into second round.","I'm sure we will, but I do have a couple of questions and, at the risk of asking questions, I know there are council members who have really delved into this process, worked with the finance department to make it as sort of efficient as possible, thus resulting in the many, many property increases that we've seen over the years.","I think it's very clear that the, the, the, the, the, the, the, the, the, the, the, the, the, the, the interested in the property, in part because of the structure.","Have you had these conversations with whoever it is- PLI, DPW- to say these need to be at the top of the list for roof repairs, for building stabilization, Because, like someone's literally interested in getting it back on the tax rolls and paying taxes?"
"I think it's very clear that the, the, the, the, the, the, the, the, the, the, the, the, the, the, the interested in the property, in part because of the structure.",i,"I'm sure we will, but I do have a couple of questions and, at the risk of asking questions, I know there are council members who have really delved into this process, worked with the finance department to make it as sort of efficient as possible, thus resulting in the many, many property increases that we've seen over the years.",So I'm just trying to get at like the concern we have before us today without actually talking about this particular issue.,"Have you had these conversations with whoever it is- PLI, DPW- to say these need to be at the top of the list for roof repairs, for building stabilization, Because, like someone's literally interested in getting it back on the tax rolls and paying taxes?",Have you had those conversations?
"Have you had these conversations with whoever it is- PLI, DPW- to say these need to be at the top of the list for roof repairs, for building stabilization, Because, like someone's literally interested in getting it back on the tax rolls and paying taxes?",i,So I'm just trying to get at like the concern we have before us today without actually talking about this particular issue.,"I think it's very clear that the, the, the, the, the, the, the, the, the, the, the, the, the, the, the interested in the property, in part because of the structure.",Have you had those conversations?,"Do you know if they do prioritize that or if there's some mechanism that we could help with, separate from this bill, to help get those prioritized so that they can be at least?"
Have you had those conversations?,i,"I think it's very clear that the, the, the, the, the, the, the, the, the, the, the, the, the, the, the interested in the property, in part because of the structure.","Have you had these conversations with whoever it is- PLI, DPW- to say these need to be at the top of the list for roof repairs, for building stabilization, Because, like someone's literally interested in getting it back on the tax rolls and paying taxes?","Do you know if they do prioritize that or if there's some mechanism that we could help with, separate from this bill, to help get those prioritized so that they can be at least?","if the process is gonna take a year, 18 months, et cetera."
"Do you know if they do prioritize that or if there's some mechanism that we could help with, separate from this bill, to help get those prioritized so that they can be at least?",i,"Have you had these conversations with whoever it is- PLI, DPW- to say these need to be at the top of the list for roof repairs, for building stabilization, Because, like someone's literally interested in getting it back on the tax rolls and paying taxes?",Have you had those conversations?,"if the process is gonna take a year, 18 months, et cetera.","we know that we're going as fast as we can- and you certainly are, and the courts are as well- that at least the building will be stabilized in the meantime."
"if the process is gonna take a year, 18 months, et cetera.",i,Have you had those conversations?,"Do you know if they do prioritize that or if there's some mechanism that we could help with, separate from this bill, to help get those prioritized so that they can be at least?","we know that we're going as fast as we can- and you certainly are, and the courts are as well- that at least the building will be stabilized in the meantime.","So I wouldn't say necessarily a lot of formal conversation specifically on that topic, but there are a number of us that do meet to talk about our inventory and mostly about vacant land."
"we know that we're going as fast as we can- and you certainly are, and the courts are as well- that at least the building will be stabilized in the meantime.",i,"Do you know if they do prioritize that or if there's some mechanism that we could help with, separate from this bill, to help get those prioritized so that they can be at least?","if the process is gonna take a year, 18 months, et cetera.","So I wouldn't say necessarily a lot of formal conversation specifically on that topic, but there are a number of us that do meet to talk about our inventory and mostly about vacant land.","but these types of conversations do come up and it does usually involve finance, the law department, because they also have a real estate division as well- PLI, DPW and the land bank, And so I think that's part of how we all work together, because some of those parcels that the land bank is interested in are ones that they know that they could take and turn around and may not be in the conditions that they're in, And so that's part of the process."
"So I wouldn't say necessarily a lot of formal conversation specifically on that topic, but there are a number of us that do meet to talk about our inventory and mostly about vacant land.",i,"if the process is gonna take a year, 18 months, et cetera.","we know that we're going as fast as we can- and you certainly are, and the courts are as well- that at least the building will be stabilized in the meantime.","but these types of conversations do come up and it does usually involve finance, the law department, because they also have a real estate division as well- PLI, DPW and the land bank, And so I think that's part of how we all work together, because some of those parcels that the land bank is interested in are ones that they know that they could take and turn around and may not be in the conditions that they're in, And so that's part of the process.","And then we also have the URA, and I'm not gonna say that they're not interested, but they are interested in a lot of the work that we're doing in the URA and that would be suitable for us to actually sell to someone else."
"but these types of conversations do come up and it does usually involve finance, the law department, because they also have a real estate division as well- PLI, DPW and the land bank, And so I think that's part of how we all work together, because some of those parcels that the land bank is interested in are ones that they know that they could take and turn around and may not be in the conditions that they're in, And so that's part of the process.",i,"we know that we're going as fast as we can- and you certainly are, and the courts are as well- that at least the building will be stabilized in the meantime.","So I wouldn't say necessarily a lot of formal conversation specifically on that topic, but there are a number of us that do meet to talk about our inventory and mostly about vacant land.","And then we also have the URA, and I'm not gonna say that they're not interested, but they are interested in a lot of the work that we're doing in the URA and that would be suitable for us to actually sell to someone else.",but they also have a group of investors too that are capable of doing that type of work.
"And then we also have the URA, and I'm not gonna say that they're not interested, but they are interested in a lot of the work that we're doing in the URA and that would be suitable for us to actually sell to someone else.",i,"So I wouldn't say necessarily a lot of formal conversation specifically on that topic, but there are a number of us that do meet to talk about our inventory and mostly about vacant land.","but these types of conversations do come up and it does usually involve finance, the law department, because they also have a real estate division as well- PLI, DPW and the land bank, And so I think that's part of how we all work together, because some of those parcels that the land bank is interested in are ones that they know that they could take and turn around and may not be in the conditions that they're in, And so that's part of the process.",but they also have a group of investors too that are capable of doing that type of work.,"So I wouldn't say it's necessarily formal, but those things are taken into consideration when we do talk as a group about how to improve our processes overall between all of us, because we as a city we have to make sure that we're able to get to the point that we can do that We're able to get to the point where we can do that in order to work through the inventory and get it off the rules and back into people's hands and profit generating again."
but they also have a group of investors too that are capable of doing that type of work.,i,"but these types of conversations do come up and it does usually involve finance, the law department, because they also have a real estate division as well- PLI, DPW and the land bank, And so I think that's part of how we all work together, because some of those parcels that the land bank is interested in are ones that they know that they could take and turn around and may not be in the conditions that they're in, And so that's part of the process.","And then we also have the URA, and I'm not gonna say that they're not interested, but they are interested in a lot of the work that we're doing in the URA and that would be suitable for us to actually sell to someone else.","So I wouldn't say it's necessarily formal, but those things are taken into consideration when we do talk as a group about how to improve our processes overall between all of us, because we as a city we have to make sure that we're able to get to the point that we can do that We're able to get to the point where we can do that in order to work through the inventory and get it off the rules and back into people's hands and profit generating again.","so Do you think some sort of policy, whether it's policy, internal policy within the city's director's purview or actual formal legislation, would help, Or would that be too restrictive to say just sort of say, wait to formalize it."
"So I wouldn't say it's necessarily formal, but those things are taken into consideration when we do talk as a group about how to improve our processes overall between all of us, because we as a city we have to make sure that we're able to get to the point that we can do that We're able to get to the point where we can do that in order to work through the inventory and get it off the rules and back into people's hands and profit generating again.",i,"And then we also have the URA, and I'm not gonna say that they're not interested, but they are interested in a lot of the work that we're doing in the URA and that would be suitable for us to actually sell to someone else.",but they also have a group of investors too that are capable of doing that type of work.,"so Do you think some sort of policy, whether it's policy, internal policy within the city's director's purview or actual formal legislation, would help, Or would that be too restrictive to say just sort of say, wait to formalize it.","is it good, Is it not?"
"so Do you think some sort of policy, whether it's policy, internal policy within the city's director's purview or actual formal legislation, would help, Or would that be too restrictive to say just sort of say, wait to formalize it.",b,but they also have a group of investors too that are capable of doing that type of work.,"So I wouldn't say it's necessarily formal, but those things are taken into consideration when we do talk as a group about how to improve our processes overall between all of us, because we as a city we have to make sure that we're able to get to the point that we can do that We're able to get to the point where we can do that in order to work through the inventory and get it off the rules and back into people's hands and profit generating again.","is it good, Is it not?",what is an informal conversation right now?
"is it good, Is it not?",i,"So I wouldn't say it's necessarily formal, but those things are taken into consideration when we do talk as a group about how to improve our processes overall between all of us, because we as a city we have to make sure that we're able to get to the point that we can do that We're able to get to the point where we can do that in order to work through the inventory and get it off the rules and back into people's hands and profit generating again.","so Do you think some sort of policy, whether it's policy, internal policy within the city's director's purview or actual formal legislation, would help, Or would that be too restrictive to say just sort of say, wait to formalize it.",what is an informal conversation right now?,"Well, the biggest concern that I have is the fact that, at least for us, it has to come out of a trust fund that is just getting healthy and it's always really come down to the cost of it."
what is an informal conversation right now?,i,"so Do you think some sort of policy, whether it's policy, internal policy within the city's director's purview or actual formal legislation, would help, Or would that be too restrictive to say just sort of say, wait to formalize it.","is it good, Is it not?","Well, the biggest concern that I have is the fact that, at least for us, it has to come out of a trust fund that is just getting healthy and it's always really come down to the cost of it.","So, while we've made great strides and came a long way from where we were, I don't think we're in necessarily a position where we could really go out and expend a large amount of money, because a lot of these fixes aren't going to be cheap in order to assist in property stabilization, which is why we've utilized the land bank to put those things in their hands, because they're capable of doing it where we're not."
"Well, the biggest concern that I have is the fact that, at least for us, it has to come out of a trust fund that is just getting healthy and it's always really come down to the cost of it.",i,"is it good, Is it not?",what is an informal conversation right now?,"So, while we've made great strides and came a long way from where we were, I don't think we're in necessarily a position where we could really go out and expend a large amount of money, because a lot of these fixes aren't going to be cheap in order to assist in property stabilization, which is why we've utilized the land bank to put those things in their hands, because they're capable of doing it where we're not.",And then I'm trying to be fair to the city and fair to the person who's bidding In situations like this.
"So, while we've made great strides and came a long way from where we were, I don't think we're in necessarily a position where we could really go out and expend a large amount of money, because a lot of these fixes aren't going to be cheap in order to assist in property stabilization, which is why we've utilized the land bank to put those things in their hands, because they're capable of doing it where we're not.",i,what is an informal conversation right now?,"Well, the biggest concern that I have is the fact that, at least for us, it has to come out of a trust fund that is just getting healthy and it's always really come down to the cost of it.",And then I'm trying to be fair to the city and fair to the person who's bidding In situations like this.,I get that it's pretty rare where there's been a request to return haystacks.
And then I'm trying to be fair to the city and fair to the person who's bidding In situations like this.,i,"Well, the biggest concern that I have is the fact that, at least for us, it has to come out of a trust fund that is just getting healthy and it's always really come down to the cost of it.","So, while we've made great strides and came a long way from where we were, I don't think we're in necessarily a position where we could really go out and expend a large amount of money, because a lot of these fixes aren't going to be cheap in order to assist in property stabilization, which is why we've utilized the land bank to put those things in their hands, because they're capable of doing it where we're not.",I get that it's pretty rare where there's been a request to return haystacks.,I don't know if it's because of the sale being rescinded or falling through.
I get that it's pretty rare where there's been a request to return haystacks.,i,"So, while we've made great strides and came a long way from where we were, I don't think we're in necessarily a position where we could really go out and expend a large amount of money, because a lot of these fixes aren't going to be cheap in order to assist in property stabilization, which is why we've utilized the land bank to put those things in their hands, because they're capable of doing it where we're not.",And then I'm trying to be fair to the city and fair to the person who's bidding In situations like this.,I don't know if it's because of the sale being rescinded or falling through.,"What I'm hearing is that we know we spend money, but maybe we don't track it granularly enough to know how much of that- say 4,000- is being spent in the process."
I don't know if it's because of the sale being rescinded or falling through.,i,And then I'm trying to be fair to the city and fair to the person who's bidding In situations like this.,I get that it's pretty rare where there's been a request to return haystacks.,"What I'm hearing is that we know we spend money, but maybe we don't track it granularly enough to know how much of that- say 4,000- is being spent in the process.","What I'm getting at is: could there be a splitting- not today necessarily, but in the future- a way to account for that, to then be able to return some of the money that has been unspent."
"What I'm hearing is that we know we spend money, but maybe we don't track it granularly enough to know how much of that- say 4,000- is being spent in the process.",i,I get that it's pretty rare where there's been a request to return haystacks.,I don't know if it's because of the sale being rescinded or falling through.,"What I'm getting at is: could there be a splitting- not today necessarily, but in the future- a way to account for that, to then be able to return some of the money that has been unspent.",I don't know if that's even possible to calculate in each of these instances.
"What I'm getting at is: could there be a splitting- not today necessarily, but in the future- a way to account for that, to then be able to return some of the money that has been unspent.",i,I don't know if it's because of the sale being rescinded or falling through.,"What I'm hearing is that we know we spend money, but maybe we don't track it granularly enough to know how much of that- say 4,000- is being spent in the process.",I don't know if that's even possible to calculate in each of these instances.,I mean we could look into it.
I don't know if that's even possible to calculate in each of these instances.,i,"What I'm hearing is that we know we spend money, but maybe we don't track it granularly enough to know how much of that- say 4,000- is being spent in the process.","What I'm getting at is: could there be a splitting- not today necessarily, but in the future- a way to account for that, to then be able to return some of the money that has been unspent.",I mean we could look into it.,"It might be in the future, not necessarily for this one, but potentially Okay."
I mean we could look into it.,i,"What I'm getting at is: could there be a splitting- not today necessarily, but in the future- a way to account for that, to then be able to return some of the money that has been unspent.",I don't know if that's even possible to calculate in each of these instances.,"It might be in the future, not necessarily for this one, but potentially Okay.","Okay, Just thinking of all the ideas."
"It might be in the future, not necessarily for this one, but potentially Okay.",i,I don't know if that's even possible to calculate in each of these instances.,I mean we could look into it.,"Okay, Just thinking of all the ideas.","again, these are probably questions people have asked in your group, in your task force, in the various departments, on council."
"Okay, Just thinking of all the ideas.",b,I mean we could look into it.,"It might be in the future, not necessarily for this one, but potentially Okay.","again, these are probably questions people have asked in your group, in your task force, in the various departments, on council.",I'll just sort of.
"again, these are probably questions people have asked in your group, in your task force, in the various departments, on council.",i,"It might be in the future, not necessarily for this one, but potentially Okay.","Okay, Just thinking of all the ideas.",I'll just sort of.,"I'll just sort of, you know, encountering this part of it for the first time, I will reserve any my future questions for later and move to second round, I believe, unless we have others."
I'll just sort of.,i,"Okay, Just thinking of all the ideas.","again, these are probably questions people have asked in your group, in your task force, in the various departments, on council.","I'll just sort of, you know, encountering this part of it for the first time, I will reserve any my future questions for later and move to second round, I believe, unless we have others.",So we'll start with Councilman Coghill.
"I'll just sort of, you know, encountering this part of it for the first time, I will reserve any my future questions for later and move to second round, I believe, unless we have others.",i,"again, these are probably questions people have asked in your group, in your task force, in the various departments, on council.",I'll just sort of.,So we'll start with Councilman Coghill.,"Thank you, Madam Chair."
So we'll start with Councilman Coghill.,b,I'll just sort of.,"I'll just sort of, you know, encountering this part of it for the first time, I will reserve any my future questions for later and move to second round, I believe, unless we have others.","Thank you, Madam Chair.",I just have a few questions.
"Thank you, Madam Chair.",b,"I'll just sort of, you know, encountering this part of it for the first time, I will reserve any my future questions for later and move to second round, I believe, unless we have others.",So we'll start with Councilman Coghill.,I just have a few questions.,"I promise I'm not gonna keep you here long, Too late for that, I know."
I just have a few questions.,b,So we'll start with Councilman Coghill.,"Thank you, Madam Chair.","I promise I'm not gonna keep you here long, Too late for that, I know.",But I want you to know this is not a reflection.
"I promise I'm not gonna keep you here long, Too late for that, I know.",i,"Thank you, Madam Chair.",I just have a few questions.,But I want you to know this is not a reflection.,You're doing exactly what I want you to do as a director.
But I want you to know this is not a reflection.,i,I just have a few questions.,"I promise I'm not gonna keep you here long, Too late for that, I know.",You're doing exactly what I want you to do as a director.,You need to protect that fund.
You're doing exactly what I want you to do as a director.,i,"I promise I'm not gonna keep you here long, Too late for that, I know.",But I want you to know this is not a reflection.,You need to protect that fund.,It's like getting it to the board.
You need to protect that fund.,i,But I want you to know this is not a reflection.,You're doing exactly what I want you to do as a director.,It's like getting it to the board.,You need to protect that fund.
It's like getting it to the board.,i,You're doing exactly what I want you to do as a director.,You need to protect that fund.,You need to protect that fund.,You need to protect that fund.
You need to protect that fund.,i,You need to protect that fund.,It's like getting it to the board.,You need to protect that fund.,"I'm not gonna keep getting it from the jaws of death with you, which is great, We want that right."
You need to protect that fund.,i,It's like getting it to the board.,You need to protect that fund.,"I'm not gonna keep getting it from the jaws of death with you, which is great, We want that right.",We want you to be a fiscal watchdog.
"I'm not gonna keep getting it from the jaws of death with you, which is great, We want that right.",i,You need to protect that fund.,You need to protect that fund.,We want you to be a fiscal watchdog.,"But let me ask you, this director Of that fund, a million dollars so we put in a third."
We want you to be a fiscal watchdog.,i,You need to protect that fund.,"I'm not gonna keep getting it from the jaws of death with you, which is great, We want that right.","But let me ask you, this director Of that fund, a million dollars so we put in a third.",Where is?
"But let me ask you, this director Of that fund, a million dollars so we put in a third.",i,"I'm not gonna keep getting it from the jaws of death with you, which is great, We want that right.",We want you to be a fiscal watchdog.,Where is?,is our?
Where is?,i,We want you to be a fiscal watchdog.,"But let me ask you, this director Of that fund, a million dollars so we put in a third.",is our?,"is that completely in the city's hands, that money?"
is our?,i,"But let me ask you, this director Of that fund, a million dollars so we put in a third.",Where is?,"is that completely in the city's hands, that money?","So the- because it's always been in the, operated in the negative pretty much the city- any of the, any of the proceeds that were actually made back into the trust fund just to like cut grass- And we even know that in the past, like the maintenance cost, even expending, that has been, and you know there's employees that get paid out of there as well for the work that they do, specifically on property sales."
"is that completely in the city's hands, that money?",i,Where is?,is our?,"So the- because it's always been in the, operated in the negative pretty much the city- any of the, any of the proceeds that were actually made back into the trust fund just to like cut grass- And we even know that in the past, like the maintenance cost, even expending, that has been, and you know there's employees that get paid out of there as well for the work that they do, specifically on property sales.","Yeah, I understand why you're protecting them."
"So the- because it's always been in the, operated in the negative pretty much the city- any of the, any of the proceeds that were actually made back into the trust fund just to like cut grass- And we even know that in the past, like the maintenance cost, even expending, that has been, and you know there's employees that get paid out of there as well for the work that they do, specifically on property sales.",i,is our?,"is that completely in the city's hands, that money?","Yeah, I understand why you're protecting them.",So there's not really.
"Yeah, I understand why you're protecting them.",i,"is that completely in the city's hands, that money?","So the- because it's always been in the, operated in the negative pretty much the city- any of the, any of the proceeds that were actually made back into the trust fund just to like cut grass- And we even know that in the past, like the maintenance cost, even expending, that has been, and you know there's employees that get paid out of there as well for the work that they do, specifically on property sales.",So there's not really.,"yeah, So the money that's generated, there's really nothing extra, right, But it's three TB, that's three taxing bodies."
So there's not really.,i,"So the- because it's always been in the, operated in the negative pretty much the city- any of the, any of the proceeds that were actually made back into the trust fund just to like cut grass- And we even know that in the past, like the maintenance cost, even expending, that has been, and you know there's employees that get paid out of there as well for the work that they do, specifically on property sales.","Yeah, I understand why you're protecting them.","yeah, So the money that's generated, there's really nothing extra, right, But it's three TB, that's three taxing bodies.","Yep, Does the school district?"
"yeah, So the money that's generated, there's really nothing extra, right, But it's three TB, that's three taxing bodies.",i,"Yeah, I understand why you're protecting them.",So there's not really.,"Yep, Does the school district?","does the school district how it makes that money or The way it should operate is is: yes, they would, but we would also be required to profit, share with them as well."
"Yep, Does the school district?",i,So there's not really.,"yeah, So the money that's generated, there's really nothing extra, right, But it's three TB, that's three taxing bodies.","does the school district how it makes that money or The way it should operate is is: yes, they would, but we would also be required to profit, share with them as well.","Okay, So they could contribute, but we'd also be responsible for paying them."
"does the school district how it makes that money or The way it should operate is is: yes, they would, but we would also be required to profit, share with them as well.",i,"yeah, So the money that's generated, there's really nothing extra, right, But it's three TB, that's three taxing bodies.","Yep, Does the school district?","Okay, So they could contribute, but we'd also be responsible for paying them.","But they don't contribute, But we don't pay them either."
"Okay, So they could contribute, but we'd also be responsible for paying them.",i,"Yep, Does the school district?","does the school district how it makes that money or The way it should operate is is: yes, they would, but we would also be required to profit, share with them as well.","But they don't contribute, But we don't pay them either.","Okay, okay, There's no, there's no proceeds to share."
"But they don't contribute, But we don't pay them either.",i,"does the school district how it makes that money or The way it should operate is is: yes, they would, but we would also be required to profit, share with them as well.","Okay, So they could contribute, but we'd also be responsible for paying them.","Okay, okay, There's no, there's no proceeds to share.","Got it, got it."
"Okay, okay, There's no, there's no proceeds to share.",i,"Okay, So they could contribute, but we'd also be responsible for paying them.","But they don't contribute, But we don't pay them either.","Got it, got it.","So the money that's there just keeps getting recycled, Okay, yeah, So so I wanted to go back to 200 and say what is there?"
