sentence,classification,prev2,prev1,next1,next2
"I am curious, though: like when do we expect the pilot program, the pilot program around the city, the city's public health program around?",i,"So really grateful, And I mean I don't have too many questions either.",I think we're all on the right track here.,"oh, red light, I think I understand- Around neighbors, residents, kind of doing their own interventions and having that ready to roll out?","Because, while I think that, you know, the plus side of the fatal crash response team is to be able to focus in on a really harmful area and make almost immediate upgrades, while we're telling them we have long-term- you know we're going to have to do this."
"oh, red light, I think I understand- Around neighbors, residents, kind of doing their own interventions and having that ready to roll out?",i,I think we're all on the right track here.,"I am curious, though: like when do we expect the pilot program, the pilot program around the city, the city's public health program around?","Because, while I think that, you know, the plus side of the fatal crash response team is to be able to focus in on a really harmful area and make almost immediate upgrades, while we're telling them we have long-term- you know we're going to have to do this.",We do have long-term upgrades to make.
"Because, while I think that, you know, the plus side of the fatal crash response team is to be able to focus in on a really harmful area and make almost immediate upgrades, while we're telling them we have long-term- you know we're going to have to do this.",i,"I am curious, though: like when do we expect the pilot program, the pilot program around the city, the city's public health program around?","oh, red light, I think I understand- Around neighbors, residents, kind of doing their own interventions and having that ready to roll out?",We do have long-term upgrades to make.,that might cost a little bit more.
We do have long-term upgrades to make.,i,"oh, red light, I think I understand- Around neighbors, residents, kind of doing their own interventions and having that ready to roll out?","Because, while I think that, you know, the plus side of the fatal crash response team is to be able to focus in on a really harmful area and make almost immediate upgrades, while we're telling them we have long-term- you know we're going to have to do this.",that might cost a little bit more.,The hard part is this nature of everyone: has an issue on their street or in their neighborhood and don't feel like they have the power to take action or do anything.
that might cost a little bit more.,i,"Because, while I think that, you know, the plus side of the fatal crash response team is to be able to focus in on a really harmful area and make almost immediate upgrades, while we're telling them we have long-term- you know we're going to have to do this.",We do have long-term upgrades to make.,The hard part is this nature of everyone: has an issue on their street or in their neighborhood and don't feel like they have the power to take action or do anything.,"It's like they're at the mercy of where they are on the list and if it's approved by you know the growing, the overburdened staff, Because we have this growing list of areas that people are concerned about."
The hard part is this nature of everyone: has an issue on their street or in their neighborhood and don't feel like they have the power to take action or do anything.,i,We do have long-term upgrades to make.,that might cost a little bit more.,"It's like they're at the mercy of where they are on the list and if it's approved by you know the growing, the overburdened staff, Because we have this growing list of areas that people are concerned about.","So, yeah, when will they be able to take action by putting the planter there or following the instructions from thecionalists to do that?"
"It's like they're at the mercy of where they are on the list and if it's approved by you know the growing, the overburdened staff, Because we have this growing list of areas that people are concerned about.",i,that might cost a little bit more.,The hard part is this nature of everyone: has an issue on their street or in their neighborhood and don't feel like they have the power to take action or do anything.,"So, yeah, when will they be able to take action by putting the planter there or following the instructions from thecionalists to do that?","Yeah, So in terms of the kind of enforcement combination, I can also address the other one, but for the education and enforcement, I'm working on getting scheduled at all the zone council meetings."
"So, yeah, when will they be able to take action by putting the planter there or following the instructions from thecionalists to do that?",i,The hard part is this nature of everyone: has an issue on their street or in their neighborhood and don't feel like they have the power to take action or do anything.,"It's like they're at the mercy of where they are on the list and if it's approved by you know the growing, the overburdened staff, Because we have this growing list of areas that people are concerned about.","Yeah, So in terms of the kind of enforcement combination, I can also address the other one, but for the education and enforcement, I'm working on getting scheduled at all the zone council meetings.","I actually did attend zone four, which was great."
"Yeah, So in terms of the kind of enforcement combination, I can also address the other one, but for the education and enforcement, I'm working on getting scheduled at all the zone council meetings.",i,"It's like they're at the mercy of where they are on the list and if it's approved by you know the growing, the overburdened staff, Because we have this growing list of areas that people are concerned about.","So, yeah, when will they be able to take action by putting the planter there or following the instructions from thecionalists to do that?","I actually did attend zone four, which was great.","Yes, it was great And yeah, so we're working on drafting materials based on people's needs, for them to be able to hand out and flyer and put on cars, And we have, like zone four- commander is on board, So we're going to hopefully launch in the next month or so- the sooner the better."
"I actually did attend zone four, which was great.",i,"So, yeah, when will they be able to take action by putting the planter there or following the instructions from thecionalists to do that?","Yeah, So in terms of the kind of enforcement combination, I can also address the other one, but for the education and enforcement, I'm working on getting scheduled at all the zone council meetings.","Yes, it was great And yeah, so we're working on drafting materials based on people's needs, for them to be able to hand out and flyer and put on cars, And we have, like zone four- commander is on board, So we're going to hopefully launch in the next month or so- the sooner the better.","And then, in terms of that traffic community traffic calming, we are waiting back to hear from a grant."
"Yes, it was great And yeah, so we're working on drafting materials based on people's needs, for them to be able to hand out and flyer and put on cars, And we have, like zone four- commander is on board, So we're going to hopefully launch in the next month or so- the sooner the better.",i,"Yeah, So in terms of the kind of enforcement combination, I can also address the other one, but for the education and enforcement, I'm working on getting scheduled at all the zone council meetings.","I actually did attend zone four, which was great.","And then, in terms of that traffic community traffic calming, we are waiting back to hear from a grant.",So if we do get that grant funding we can kind of roll that process more quickly.
"And then, in terms of that traffic community traffic calming, we are waiting back to hear from a grant.",i,"I actually did attend zone four, which was great.","Yes, it was great And yeah, so we're working on drafting materials based on people's needs, for them to be able to hand out and flyer and put on cars, And we have, like zone four- commander is on board, So we're going to hopefully launch in the next month or so- the sooner the better.",So if we do get that grant funding we can kind of roll that process more quickly.,"If not, we will reevaluate and see what we can do in the short term, But that is still kind of on the table for this year."
So if we do get that grant funding we can kind of roll that process more quickly.,i,"Yes, it was great And yeah, so we're working on drafting materials based on people's needs, for them to be able to hand out and flyer and put on cars, And we have, like zone four- commander is on board, So we're going to hopefully launch in the next month or so- the sooner the better.","And then, in terms of that traffic community traffic calming, we are waiting back to hear from a grant.","If not, we will reevaluate and see what we can do in the short term, But that is still kind of on the table for this year.","Okay, I do think that's going to be the difference maker in terms of, like people feeling like, okay, I realize that there's a long wait, or maybe they don't know there's a long wait, but we usually tell them like: yes, this is one of even just 50 and one district alone."
"If not, we will reevaluate and see what we can do in the short term, But that is still kind of on the table for this year.",i,"And then, in terms of that traffic community traffic calming, we are waiting back to hear from a grant.",So if we do get that grant funding we can kind of roll that process more quickly.,"Okay, I do think that's going to be the difference maker in terms of, like people feeling like, okay, I realize that there's a long wait, or maybe they don't know there's a long wait, but we usually tell them like: yes, this is one of even just 50 and one district alone.",You know we're really working with you and as hard as we can And you know they can do something in the meantime.
"Okay, I do think that's going to be the difference maker in terms of, like people feeling like, okay, I realize that there's a long wait, or maybe they don't know there's a long wait, but we usually tell them like: yes, this is one of even just 50 and one district alone.",i,So if we do get that grant funding we can kind of roll that process more quickly.,"If not, we will reevaluate and see what we can do in the short term, But that is still kind of on the table for this year.",You know we're really working with you and as hard as we can And you know they can do something in the meantime.,So I think that we've heard loud and clear that there's interest in this community or resident based neighborhood traffic calming toolkit.
You know we're really working with you and as hard as we can And you know they can do something in the meantime.,i,"If not, we will reevaluate and see what we can do in the short term, But that is still kind of on the table for this year.","Okay, I do think that's going to be the difference maker in terms of, like people feeling like, okay, I realize that there's a long wait, or maybe they don't know there's a long wait, but we usually tell them like: yes, this is one of even just 50 and one district alone.",So I think that we've heard loud and clear that there's interest in this community or resident based neighborhood traffic calming toolkit.,I think the act of putting together A grant proposal really helped us sort of put pen to paper of what that would look like.
So I think that we've heard loud and clear that there's interest in this community or resident based neighborhood traffic calming toolkit.,b,"Okay, I do think that's going to be the difference maker in terms of, like people feeling like, okay, I realize that there's a long wait, or maybe they don't know there's a long wait, but we usually tell them like: yes, this is one of even just 50 and one district alone.",You know we're really working with you and as hard as we can And you know they can do something in the meantime.,I think the act of putting together A grant proposal really helped us sort of put pen to paper of what that would look like.,"So I'm hopeful that, even if we don't get a grant, there's going to be this grant that we applied for."
I think the act of putting together A grant proposal really helped us sort of put pen to paper of what that would look like.,i,You know we're really working with you and as hard as we can And you know they can do something in the meantime.,So I think that we've heard loud and clear that there's interest in this community or resident based neighborhood traffic calming toolkit.,"So I'm hopeful that, even if we don't get a grant, there's going to be this grant that we applied for.","There will be other opportunities, But, yes, having to discuss."
"So I'm hopeful that, even if we don't get a grant, there's going to be this grant that we applied for.",i,So I think that we've heard loud and clear that there's interest in this community or resident based neighborhood traffic calming toolkit.,I think the act of putting together A grant proposal really helped us sort of put pen to paper of what that would look like.,"There will be other opportunities, But, yes, having to discuss.","you know what does an application process look like, What are somebody still needs to review, say yes or no."
"There will be other opportunities, But, yes, having to discuss.",i,I think the act of putting together A grant proposal really helped us sort of put pen to paper of what that would look like.,"So I'm hopeful that, even if we don't get a grant, there's going to be this grant that we applied for.","you know what does an application process look like, What are somebody still needs to review, say yes or no.",There's a question of liability and who carries it.
"you know what does an application process look like, What are somebody still needs to review, say yes or no.",i,"So I'm hopeful that, even if we don't get a grant, there's going to be this grant that we applied for.","There will be other opportunities, But, yes, having to discuss.",There's a question of liability and who carries it.,There's quite a number of things that have to get sorted.
There's a question of liability and who carries it.,i,"There will be other opportunities, But, yes, having to discuss.","you know what does an application process look like, What are somebody still needs to review, say yes or no.",There's quite a number of things that have to get sorted.,"the cost of materials: you know where we store them, Where we purchase them."
There's quite a number of things that have to get sorted.,i,"you know what does an application process look like, What are somebody still needs to review, say yes or no.",There's a question of liability and who carries it.,"the cost of materials: you know where we store them, Where we purchase them.","Laying the groundwork through this grant proposal, I think, was really beneficial and it came together truly through the Vision Zero working group."
"the cost of materials: you know where we store them, Where we purchase them.",i,There's a question of liability and who carries it.,There's quite a number of things that have to get sorted.,"Laying the groundwork through this grant proposal, I think, was really beneficial and it came together truly through the Vision Zero working group.",We had to rely heavily on Stephanie to pull together that proposal.
"Laying the groundwork through this grant proposal, I think, was really beneficial and it came together truly through the Vision Zero working group.",i,There's quite a number of things that have to get sorted.,"the cost of materials: you know where we store them, Where we purchase them.",We had to rely heavily on Stephanie to pull together that proposal.,"This probably all goes without saying, but the The point at which our law department became comfortable with it and DPW became comfortable with it."
We had to rely heavily on Stephanie to pull together that proposal.,i,"the cost of materials: you know where we store them, Where we purchase them.","Laying the groundwork through this grant proposal, I think, was really beneficial and it came together truly through the Vision Zero working group.","This probably all goes without saying, but the The point at which our law department became comfortable with it and DPW became comfortable with it.",DPW just wants to be sure that what people are building is doesn't create additional hazards or can doesn't melt the first time it rains or you know.
"This probably all goes without saying, but the The point at which our law department became comfortable with it and DPW became comfortable with it.",i,"Laying the groundwork through this grant proposal, I think, was really beneficial and it came together truly through the Vision Zero working group.",We had to rely heavily on Stephanie to pull together that proposal.,DPW just wants to be sure that what people are building is doesn't create additional hazards or can doesn't melt the first time it rains or you know.,they have some specifications.
DPW just wants to be sure that what people are building is doesn't create additional hazards or can doesn't melt the first time it rains or you know.,i,We had to rely heavily on Stephanie to pull together that proposal.,"This probably all goes without saying, but the The point at which our law department became comfortable with it and DPW became comfortable with it.",they have some specifications.,"So if a planter, then the planter should be like this, if should be like this, and I think they're they're kind of putting those specs together which I think will help clarify for everybody."
they have some specifications.,i,"This probably all goes without saying, but the The point at which our law department became comfortable with it and DPW became comfortable with it.",DPW just wants to be sure that what people are building is doesn't create additional hazards or can doesn't melt the first time it rains or you know.,"So if a planter, then the planter should be like this, if should be like this, and I think they're they're kind of putting those specs together which I think will help clarify for everybody.","and then you know, and then we need to."
"So if a planter, then the planter should be like this, if should be like this, and I think they're they're kind of putting those specs together which I think will help clarify for everybody.",i,DPW just wants to be sure that what people are building is doesn't create additional hazards or can doesn't melt the first time it rains or you know.,they have some specifications.,"and then you know, and then we need to.",I think we have actually figured out.
"and then you know, and then we need to.",i,they have some specifications.,"So if a planter, then the planter should be like this, if should be like this, and I think they're they're kind of putting those specs together which I think will help clarify for everybody.",I think we have actually figured out.,"So once it's in the right of way, It's ours And people probably need to understand that a little bit about it as well, because if it turns out it is creating more of a hazard or it's not up to spec or it does melt when it rains or something we probably have to go in and take it out or something."
I think we have actually figured out.,i,"So if a planter, then the planter should be like this, if should be like this, and I think they're they're kind of putting those specs together which I think will help clarify for everybody.","and then you know, and then we need to.","So once it's in the right of way, It's ours And people probably need to understand that a little bit about it as well, because if it turns out it is creating more of a hazard or it's not up to spec or it does melt when it rains or something we probably have to go in and take it out or something.",So we're going to need to do some education with people about how together we're managing – we're creating more safety.
"So once it's in the right of way, It's ours And people probably need to understand that a little bit about it as well, because if it turns out it is creating more of a hazard or it's not up to spec or it does melt when it rains or something we probably have to go in and take it out or something.",i,"and then you know, and then we need to.",I think we have actually figured out.,So we're going to need to do some education with people about how together we're managing – we're creating more safety.,"but we have to make sure we're not creating additional risk and we're kind of owning this project together, because we want people to do it and we want them also not to get super upset if we say: you know, we've got to back this thing up eight inches because it's – so we're really going to have to collaborate on these."
So we're going to need to do some education with people about how together we're managing – we're creating more safety.,i,I think we have actually figured out.,"So once it's in the right of way, It's ours And people probably need to understand that a little bit about it as well, because if it turns out it is creating more of a hazard or it's not up to spec or it does melt when it rains or something we probably have to go in and take it out or something.","but we have to make sure we're not creating additional risk and we're kind of owning this project together, because we want people to do it and we want them also not to get super upset if we say: you know, we've got to back this thing up eight inches because it's – so we're really going to have to collaborate on these.",but I think it's going to be fantastic.
"but we have to make sure we're not creating additional risk and we're kind of owning this project together, because we want people to do it and we want them also not to get super upset if we say: you know, we've got to back this thing up eight inches because it's – so we're really going to have to collaborate on these.",i,"So once it's in the right of way, It's ours And people probably need to understand that a little bit about it as well, because if it turns out it is creating more of a hazard or it's not up to spec or it does melt when it rains or something we probably have to go in and take it out or something.",So we're going to need to do some education with people about how together we're managing – we're creating more safety.,but I think it's going to be fantastic.,"Yeah, and even having neighborhoods collaborate with other neighborhoods, because I'm thinking back to the early days of the pandemic and the play – like the play streets and we had the sandwich boy Mm-hmm And we had the boards and we gave them out and designated play streets and people loved that."
but I think it's going to be fantastic.,i,So we're going to need to do some education with people about how together we're managing – we're creating more safety.,"but we have to make sure we're not creating additional risk and we're kind of owning this project together, because we want people to do it and we want them also not to get super upset if we say: you know, we've got to back this thing up eight inches because it's – so we're really going to have to collaborate on these.","Yeah, and even having neighborhoods collaborate with other neighborhoods, because I'm thinking back to the early days of the pandemic and the play – like the play streets and we had the sandwich boy Mm-hmm And we had the boards and we gave them out and designated play streets and people loved that.","and then we're really upset when we sort of decommissioned that program because it wasn't needed anymore And so, like the expectations on the front end as well, along with you know how permanent or how temporary these might be."
"Yeah, and even having neighborhoods collaborate with other neighborhoods, because I'm thinking back to the early days of the pandemic and the play – like the play streets and we had the sandwich boy Mm-hmm And we had the boards and we gave them out and designated play streets and people loved that.",i,"but we have to make sure we're not creating additional risk and we're kind of owning this project together, because we want people to do it and we want them also not to get super upset if we say: you know, we've got to back this thing up eight inches because it's – so we're really going to have to collaborate on these.",but I think it's going to be fantastic.,"and then we're really upset when we sort of decommissioned that program because it wasn't needed anymore And so, like the expectations on the front end as well, along with you know how permanent or how temporary these might be.","Yeah, it's all very complicated, but okay, But will, I think, ultimately be a great thing."
"and then we're really upset when we sort of decommissioned that program because it wasn't needed anymore And so, like the expectations on the front end as well, along with you know how permanent or how temporary these might be.",i,but I think it's going to be fantastic.,"Yeah, and even having neighborhoods collaborate with other neighborhoods, because I'm thinking back to the early days of the pandemic and the play – like the play streets and we had the sandwich boy Mm-hmm And we had the boards and we gave them out and designated play streets and people loved that.","Yeah, it's all very complicated, but okay, But will, I think, ultimately be a great thing.","And no, I don't have any other questions."
"Yeah, it's all very complicated, but okay, But will, I think, ultimately be a great thing.",i,"Yeah, and even having neighborhoods collaborate with other neighborhoods, because I'm thinking back to the early days of the pandemic and the play – like the play streets and we had the sandwich boy Mm-hmm And we had the boards and we gave them out and designated play streets and people loved that.","and then we're really upset when we sort of decommissioned that program because it wasn't needed anymore And so, like the expectations on the front end as well, along with you know how permanent or how temporary these might be.","And no, I don't have any other questions.","Thank you all, Yeah, thank you, Yeah."
"And no, I don't have any other questions.",i,"and then we're really upset when we sort of decommissioned that program because it wasn't needed anymore And so, like the expectations on the front end as well, along with you know how permanent or how temporary these might be.","Yeah, it's all very complicated, but okay, But will, I think, ultimately be a great thing.","Thank you all, Yeah, thank you, Yeah.","so yeah, thank you all, you know, for being here."
"Thank you all, Yeah, thank you, Yeah.",b,"Yeah, it's all very complicated, but okay, But will, I think, ultimately be a great thing.","And no, I don't have any other questions.","so yeah, thank you all, you know, for being here.","I just think, generally speaking, you know, when we talk about traffic calming, this issue it has all been on the shoulders of DELMI for a long time."
"so yeah, thank you all, you know, for being here.",b,"And no, I don't have any other questions.","Thank you all, Yeah, thank you, Yeah.","I just think, generally speaking, you know, when we talk about traffic calming, this issue it has all been on the shoulders of DELMI for a long time.",I don't know if we have numbers on how many projects we've done around the city.
"I just think, generally speaking, you know, when we talk about traffic calming, this issue it has all been on the shoulders of DELMI for a long time.",b,"Thank you all, Yeah, thank you, Yeah.","so yeah, thank you all, you know, for being here.",I don't know if we have numbers on how many projects we've done around the city.,I know it's a lot.
I don't know if we have numbers on how many projects we've done around the city.,i,"so yeah, thank you all, you know, for being here.","I just think, generally speaking, you know, when we talk about traffic calming, this issue it has all been on the shoulders of DELMI for a long time.",I know it's a lot.,"I don't know, Angie, if you have any – Dozens a year, Dozens a year."
I know it's a lot.,i,"I just think, generally speaking, you know, when we talk about traffic calming, this issue it has all been on the shoulders of DELMI for a long time.",I don't know if we have numbers on how many projects we've done around the city.,"I don't know, Angie, if you have any – Dozens a year, Dozens a year.","And in addition, we do signal replacement and signal adjustment projects."
"I don't know, Angie, if you have any – Dozens a year, Dozens a year.",i,I don't know if we have numbers on how many projects we've done around the city.,I know it's a lot.,"And in addition, we do signal replacement and signal adjustment projects.","Yeah, Yeah, Yeah, And we do."
"And in addition, we do signal replacement and signal adjustment projects.",i,I know it's a lot.,"I don't know, Angie, if you have any – Dozens a year, Dozens a year.","Yeah, Yeah, Yeah, And we do.",you know we do a lot of projects too.
"Yeah, Yeah, Yeah, And we do.",i,"I don't know, Angie, if you have any – Dozens a year, Dozens a year.","And in addition, we do signal replacement and signal adjustment projects.",you know we do a lot of projects too.,"So you know lots of work, very expensive work, being done all over the city And you know there's always some frustration."
you know we do a lot of projects too.,i,"And in addition, we do signal replacement and signal adjustment projects.","Yeah, Yeah, Yeah, And we do.","So you know lots of work, very expensive work, being done all over the city And you know there's always some frustration.","I think for some residents with traffic calming anything that's new, you know, and folks who aren't you know, folks who have lived here for a long time, they're like: well, why do we?"
"So you know lots of work, very expensive work, being done all over the city And you know there's always some frustration.",i,"Yeah, Yeah, Yeah, And we do.",you know we do a lot of projects too.,"I think for some residents with traffic calming anything that's new, you know, and folks who aren't you know, folks who have lived here for a long time, they're like: well, why do we?",you know what I mean.
"I think for some residents with traffic calming anything that's new, you know, and folks who aren't you know, folks who have lived here for a long time, they're like: well, why do we?",i,you know we do a lot of projects too.,"So you know lots of work, very expensive work, being done all over the city And you know there's always some frustration.",you know what I mean.,"This doesn't I don't need this Like, I'm a good driver, you know."
you know what I mean.,i,"So you know lots of work, very expensive work, being done all over the city And you know there's always some frustration.","I think for some residents with traffic calming anything that's new, you know, and folks who aren't you know, folks who have lived here for a long time, they're like: well, why do we?","This doesn't I don't need this Like, I'm a good driver, you know.","But it's different now, right, Cars are significantly bigger, Significantly bigger."
"This doesn't I don't need this Like, I'm a good driver, you know.",i,"I think for some residents with traffic calming anything that's new, you know, and folks who aren't you know, folks who have lived here for a long time, they're like: well, why do we?",you know what I mean.,"But it's different now, right, Cars are significantly bigger, Significantly bigger.","People are on their phones, so distracted in a way that we haven't seen before."
"But it's different now, right, Cars are significantly bigger, Significantly bigger.",i,you know what I mean.,"This doesn't I don't need this Like, I'm a good driver, you know.","People are on their phones, so distracted in a way that we haven't seen before.","Speeding, I don't know."
"People are on their phones, so distracted in a way that we haven't seen before.",i,"This doesn't I don't need this Like, I'm a good driver, you know.","But it's different now, right, Cars are significantly bigger, Significantly bigger.","Speeding, I don't know.","I always sort of challenge myself sometimes, you know, like if you drive the speed limit, like 25 miles an hour, it feels very slow, Like you're like, oh wow, I'm going really slow, But that's you know."
"Speeding, I don't know.",i,"But it's different now, right, Cars are significantly bigger, Significantly bigger.","People are on their phones, so distracted in a way that we haven't seen before.","I always sort of challenge myself sometimes, you know, like if you drive the speed limit, like 25 miles an hour, it feels very slow, Like you're like, oh wow, I'm going really slow, But that's you know.","and also we have a lot more vulnerable road users, right, All kinds of folks now who are biking and e-bikes, and people have their kids on bikes and you know what I mean, And you know folks walking in here and there."
"I always sort of challenge myself sometimes, you know, like if you drive the speed limit, like 25 miles an hour, it feels very slow, Like you're like, oh wow, I'm going really slow, But that's you know.",i,"People are on their phones, so distracted in a way that we haven't seen before.","Speeding, I don't know.","and also we have a lot more vulnerable road users, right, All kinds of folks now who are biking and e-bikes, and people have their kids on bikes and you know what I mean, And you know folks walking in here and there.",So I think that's important to keep in mind.
"and also we have a lot more vulnerable road users, right, All kinds of folks now who are biking and e-bikes, and people have their kids on bikes and you know what I mean, And you know folks walking in here and there.",i,"Speeding, I don't know.","I always sort of challenge myself sometimes, you know, like if you drive the speed limit, like 25 miles an hour, it feels very slow, Like you're like, oh wow, I'm going really slow, But that's you know.",So I think that's important to keep in mind.,I will say just to sort of shout out to Domi: you know I really do love the data-driven approach.
So I think that's important to keep in mind.,i,"I always sort of challenge myself sometimes, you know, like if you drive the speed limit, like 25 miles an hour, it feels very slow, Like you're like, oh wow, I'm going really slow, But that's you know.","and also we have a lot more vulnerable road users, right, All kinds of folks now who are biking and e-bikes, and people have their kids on bikes and you know what I mean, And you know folks walking in here and there.",I will say just to sort of shout out to Domi: you know I really do love the data-driven approach.,"You know, I think in past years it- and I notice it myself too- Like you'll sort of You'll see, you know early investments in traffic calming were sort of like maybe it was a little bit more of a squeaky wheel approach."
I will say just to sort of shout out to Domi: you know I really do love the data-driven approach.,i,"and also we have a lot more vulnerable road users, right, All kinds of folks now who are biking and e-bikes, and people have their kids on bikes and you know what I mean, And you know folks walking in here and there.",So I think that's important to keep in mind.,"You know, I think in past years it- and I notice it myself too- Like you'll sort of You'll see, you know early investments in traffic calming were sort of like maybe it was a little bit more of a squeaky wheel approach.","So you'll sort of be in a neighborhood and you'll see like half a million dollars of infrastructure on a little tiny, you know, intersection And it's like, oh man, this could have been how many speed bumps, like in other places."
"You know, I think in past years it- and I notice it myself too- Like you'll sort of You'll see, you know early investments in traffic calming were sort of like maybe it was a little bit more of a squeaky wheel approach.",i,So I think that's important to keep in mind.,I will say just to sort of shout out to Domi: you know I really do love the data-driven approach.,"So you'll sort of be in a neighborhood and you'll see like half a million dollars of infrastructure on a little tiny, you know, intersection And it's like, oh man, this could have been how many speed bumps, like in other places.","So you know, I'm grateful that you guys are taking that."
"So you'll sort of be in a neighborhood and you'll see like half a million dollars of infrastructure on a little tiny, you know, intersection And it's like, oh man, this could have been how many speed bumps, like in other places.",i,I will say just to sort of shout out to Domi: you know I really do love the data-driven approach.,"You know, I think in past years it- and I notice it myself too- Like you'll sort of You'll see, you know early investments in traffic calming were sort of like maybe it was a little bit more of a squeaky wheel approach.","So you know, I'm grateful that you guys are taking that.","you know, on the high injury network, safe routes to school."
"So you know, I'm grateful that you guys are taking that.",i,"You know, I think in past years it- and I notice it myself too- Like you'll sort of You'll see, you know early investments in traffic calming were sort of like maybe it was a little bit more of a squeaky wheel approach.","So you'll sort of be in a neighborhood and you'll see like half a million dollars of infrastructure on a little tiny, you know, intersection And it's like, oh man, this could have been how many speed bumps, like in other places.","you know, on the high injury network, safe routes to school.",That's what we should be doing And that's just to also remind folks when they are asking for speed humps.
"you know, on the high injury network, safe routes to school.",i,"So you'll sort of be in a neighborhood and you'll see like half a million dollars of infrastructure on a little tiny, you know, intersection And it's like, oh man, this could have been how many speed bumps, like in other places.","So you know, I'm grateful that you guys are taking that.",That's what we should be doing And that's just to also remind folks when they are asking for speed humps.,that's how we're doing it right.
That's what we should be doing And that's just to also remind folks when they are asking for speed humps.,i,"So you know, I'm grateful that you guys are taking that.","you know, on the high injury network, safe routes to school.",that's how we're doing it right.,We're doing it based on the need.
that's how we're doing it right.,i,"you know, on the high injury network, safe routes to school.",That's what we should be doing And that's just to also remind folks when they are asking for speed humps.,We're doing it based on the need.,"Actually, one quick."
We're doing it based on the need.,i,That's what we should be doing And that's just to also remind folks when they are asking for speed humps.,that's how we're doing it right.,"Actually, one quick.","Donna, would you want to come up to the table, Because I know that crossing guards are a big part And I know lots of folks have some questions on crossing guards."
"Actually, one quick.",i,that's how we're doing it right.,We're doing it based on the need.,"Donna, would you want to come up to the table, Because I know that crossing guards are a big part And I know lots of folks have some questions on crossing guards.",So that is kind of my first.
"Donna, would you want to come up to the table, Because I know that crossing guards are a big part And I know lots of folks have some questions on crossing guards.",b,We're doing it based on the need.,"Actually, one quick.",So that is kind of my first.,"Okay, So my first question would be: you know what is the crossing guards?"
So that is kind of my first.,b,"Actually, one quick.","Donna, would you want to come up to the table, Because I know that crossing guards are a big part And I know lots of folks have some questions on crossing guards.","Okay, So my first question would be: you know what is the crossing guards?",Because I know I have requests for crossing guards at big intersections.
"Okay, So my first question would be: you know what is the crossing guards?",b,"Donna, would you want to come up to the table, Because I know that crossing guards are a big part And I know lots of folks have some questions on crossing guards.",So that is kind of my first.,Because I know I have requests for crossing guards at big intersections.,"in Squirrel Hill, in Hazelwood, We're hiring."
Because I know I have requests for crossing guards at big intersections.,i,So that is kind of my first.,"Okay, So my first question would be: you know what is the crossing guards?","in Squirrel Hill, in Hazelwood, We're hiring.",things are a little bit different And what can you tell us about sort of how things are going in the crossing guard world?
"in Squirrel Hill, in Hazelwood, We're hiring.",i,"Okay, So my first question would be: you know what is the crossing guards?",Because I know I have requests for crossing guards at big intersections.,things are a little bit different And what can you tell us about sort of how things are going in the crossing guard world?,"The crossing guards are hiring, So anybody across the city can apply."
things are a little bit different And what can you tell us about sort of how things are going in the crossing guard world?,i,Because I know I have requests for crossing guards at big intersections.,"in Squirrel Hill, in Hazelwood, We're hiring.","The crossing guards are hiring, So anybody across the city can apply.",You need to live in the city.
"The crossing guards are hiring, So anybody across the city can apply.",i,"in Squirrel Hill, in Hazelwood, We're hiring.",things are a little bit different And what can you tell us about sort of how things are going in the crossing guard world?,You need to live in the city.,"We also get requests for crossing guards, But we go out."
You need to live in the city.,i,things are a little bit different And what can you tell us about sort of how things are going in the crossing guard world?,"The crossing guards are hiring, So anybody across the city can apply.","We also get requests for crossing guards, But we go out.","We go out and evaluate the intersection, Things like the amount of students that intersection serves, safety issues, pluses and minuses to safety."
"We also get requests for crossing guards, But we go out.",i,"The crossing guards are hiring, So anybody across the city can apply.",You need to live in the city.,"We go out and evaluate the intersection, Things like the amount of students that intersection serves, safety issues, pluses and minuses to safety.","Is it a stop sign, Is it an intersection where there's a light signal Or is it just a crosswalk?"
"We go out and evaluate the intersection, Things like the amount of students that intersection serves, safety issues, pluses and minuses to safety.",i,You need to live in the city.,"We also get requests for crossing guards, But we go out.","Is it a stop sign, Is it an intersection where there's a light signal Or is it just a crosswalk?",I'll give you some examples: South Dallas and Edgerton.
"Is it a stop sign, Is it an intersection where there's a light signal Or is it just a crosswalk?",i,"We also get requests for crossing guards, But we go out.","We go out and evaluate the intersection, Things like the amount of students that intersection serves, safety issues, pluses and minuses to safety.",I'll give you some examples: South Dallas and Edgerton.,We only have a crosswalk to get kids across that street And those people speed on that street Speed.
I'll give you some examples: South Dallas and Edgerton.,i,"We go out and evaluate the intersection, Things like the amount of students that intersection serves, safety issues, pluses and minuses to safety.","Is it a stop sign, Is it an intersection where there's a light signal Or is it just a crosswalk?",We only have a crosswalk to get kids across that street And those people speed on that street Speed.,So that would be an intersection that you know we look at.
We only have a crosswalk to get kids across that street And those people speed on that street Speed.,i,"Is it a stop sign, Is it an intersection where there's a light signal Or is it just a crosswalk?",I'll give you some examples: South Dallas and Edgerton.,So that would be an intersection that you know we look at.,"There's some other ones that we're working with DOME, where we definitely need to have somebody up there And as soon as we can either reallocate some resources- meaning some of our people- or bring new people on, there's intersections that are on the list- that will be getting a crossing guard As soon as we get people in."
