sentence,classification,prev2,prev1,next1,next2
may we have a motion so move second.,i,history goes far beyond the hard court into the halls of corporate america as well as city government.,"so be it further resolved that the council of the city of pittsburgh does hereby declare friday, april 25th 2025 to be charles chuck cooper day in the city of pittsburgh.","all those in favor say aye, aye, congratulations.",thank you so much.
"all those in favor say aye, aye, congratulations.",i,"so be it further resolved that the council of the city of pittsburgh does hereby declare friday, april 25th 2025 to be charles chuck cooper day in the city of pittsburgh.",may we have a motion so move second.,thank you so much.,you know to have a day recognized and my father honor is just a tremendous accomplishment.
thank you so much.,i,may we have a motion so move second.,"all those in favor say aye, aye, congratulations.",you know to have a day recognized and my father honor is just a tremendous accomplishment.,"and i just can't thank councilman mosley enough for not only his, his great work and leadership in the city of pittsburgh, but he's a big supporter of the chuck cooper foundation and council president lavelle, we have a history as well."
you know to have a day recognized and my father honor is just a tremendous accomplishment.,i,"all those in favor say aye, aye, congratulations.",thank you so much.,"and i just can't thank councilman mosley enough for not only his, his great work and leadership in the city of pittsburgh, but he's a big supporter of the chuck cooper foundation and council president lavelle, we have a history as well.","the house that i grew up in was purchased by, was purchased from the vale real estate, his family's business back in the day."
"and i just can't thank councilman mosley enough for not only his, his great work and leadership in the city of pittsburgh, but he's a big supporter of the chuck cooper foundation and council president lavelle, we have a history as well.",i,thank you so much.,you know to have a day recognized and my father honor is just a tremendous accomplishment.,"the house that i grew up in was purchased by, was purchased from the vale real estate, his family's business back in the day.","so i heard, heard his name a lot, my household and it ended up being connected to this council body."
"the house that i grew up in was purchased by, was purchased from the vale real estate, his family's business back in the day.",i,you know to have a day recognized and my father honor is just a tremendous accomplishment.,"and i just can't thank councilman mosley enough for not only his, his great work and leadership in the city of pittsburgh, but he's a big supporter of the chuck cooper foundation and council president lavelle, we have a history as well.","so i heard, heard his name a lot, my household and it ended up being connected to this council body.",it was back in 1970 when my father became the first black city department director.
"so i heard, heard his name a lot, my household and it ended up being connected to this council body.",i,"and i just can't thank councilman mosley enough for not only his, his great work and leadership in the city of pittsburgh, but he's a big supporter of the chuck cooper foundation and council president lavelle, we have a history as well.","the house that i grew up in was purchased by, was purchased from the vale real estate, his family's business back in the day.",it was back in 1970 when my father became the first black city department director.,it needed approval of city council.
it was back in 1970 when my father became the first black city department director.,i,"the house that i grew up in was purchased by, was purchased from the vale real estate, his family's business back in the day.","so i heard, heard his name a lot, my household and it ended up being connected to this council body.",it needed approval of city council.,so i feel connected to each and every one of you and thank you for your hard work.
it needed approval of city council.,i,"so i heard, heard his name a lot, my household and it ended up being connected to this council body.",it was back in 1970 when my father became the first black city department director.,so i feel connected to each and every one of you and thank you for your hard work.,public officials don't get as much credit as you deserve for what you put in.
so i feel connected to each and every one of you and thank you for your hard work.,i,it was back in 1970 when my father became the first black city department director.,it needed approval of city council.,public officials don't get as much credit as you deserve for what you put in.,it's a sacrifice to not only you but the people who are involved in the city of pittsburgh and the city of pittsburgh and the city of puerto rico.
public officials don't get as much credit as you deserve for what you put in.,i,it needed approval of city council.,so i feel connected to each and every one of you and thank you for your hard work.,it's a sacrifice to not only you but the people who are involved in the city of pittsburgh and the city of pittsburgh and the city of puerto rico.,"so i want to thank you, you for your hard work and dedication."
it's a sacrifice to not only you but the people who are involved in the city of pittsburgh and the city of pittsburgh and the city of puerto rico.,i,so i feel connected to each and every one of you and thank you for your hard work.,public officials don't get as much credit as you deserve for what you put in.,"so i want to thank you, you for your hard work and dedication.","it was 1950, april 25th, in a smoke field room in in chicago, illinois, it was boston turn the pick."
"so i want to thank you, you for your hard work and dedication.",i,public officials don't get as much credit as you deserve for what you put in.,it's a sacrifice to not only you but the people who are involved in the city of pittsburgh and the city of pittsburgh and the city of puerto rico.,"it was 1950, april 25th, in a smoke field room in in chicago, illinois, it was boston turn the pick.","it was in the second round but it was the 13th overall pick and walter brown, the owner of celtics, stood up and said boston takes chuck cooper, the all-american, out of duquesne university."
"it was 1950, april 25th, in a smoke field room in in chicago, illinois, it was boston turn the pick.",b,it's a sacrifice to not only you but the people who are involved in the city of pittsburgh and the city of pittsburgh and the city of puerto rico.,"so i want to thank you, you for your hard work and dedication.","it was in the second round but it was the 13th overall pick and walter brown, the owner of celtics, stood up and said boston takes chuck cooper, the all-american, out of duquesne university.","and when the owner said you can't take him, he's colored- i think he used a different word, but at least that's how i was reported today."
"it was in the second round but it was the 13th overall pick and walter brown, the owner of celtics, stood up and said boston takes chuck cooper, the all-american, out of duquesne university.",i,"so i want to thank you, you for your hard work and dedication.","it was 1950, april 25th, in a smoke field room in in chicago, illinois, it was boston turn the pick.","and when the owner said you can't take him, he's colored- i think he used a different word, but at least that's how i was reported today.",and walter brown was the first black city department executive of the city council in the city of puerto rico and he was a real affluent man.
"and when the owner said you can't take him, he's colored- i think he used a different word, but at least that's how i was reported today.",i,"it was 1950, april 25th, in a smoke field room in in chicago, illinois, it was boston turn the pick.","it was in the second round but it was the 13th overall pick and walter brown, the owner of celtics, stood up and said boston takes chuck cooper, the all-american, out of duquesne university.",and walter brown was the first black city department executive of the city council in the city of puerto rico and he was a real affluent man.,he was the first black city department and he was the first black city department and he was the first black mayor of puerto rico and he was a former mayor of puerto rico and he was the first black.
and walter brown was the first black city department executive of the city council in the city of puerto rico and he was a real affluent man.,i,"it was in the second round but it was the 13th overall pick and walter brown, the owner of celtics, stood up and said boston takes chuck cooper, the all-american, out of duquesne university.","and when the owner said you can't take him, he's colored- i think he used a different word, but at least that's how i was reported today.",he was the first black city department and he was the first black city department and he was the first black mayor of puerto rico and he was a former mayor of puerto rico and he was the first black.,"And Walter Brown said: I don't give a damn If he's straight, poke it out or play it, Boston takes Chuck Cooper And the rest was history."
he was the first black city department and he was the first black city department and he was the first black mayor of puerto rico and he was a former mayor of puerto rico and he was the first black.,i,"and when the owner said you can't take him, he's colored- i think he used a different word, but at least that's how i was reported today.",and walter brown was the first black city department executive of the city council in the city of puerto rico and he was a real affluent man.,"And Walter Brown said: I don't give a damn If he's straight, poke it out or play it, Boston takes Chuck Cooper And the rest was history.","And he went on and had a great rookie season with the Boston Celtics, made the all-rookie team, was in contention for rookie of the year and really enjoyed his time in Boston, Came back to Pittsburgh, like Councilman Moseley said, continued to break barriers in city government and also at Pittsburgh National Bank."
"And Walter Brown said: I don't give a damn If he's straight, poke it out or play it, Boston takes Chuck Cooper And the rest was history.",i,and walter brown was the first black city department executive of the city council in the city of puerto rico and he was a real affluent man.,he was the first black city department and he was the first black city department and he was the first black mayor of puerto rico and he was a former mayor of puerto rico and he was the first black.,"And he went on and had a great rookie season with the Boston Celtics, made the all-rookie team, was in contention for rookie of the year and really enjoyed his time in Boston, Came back to Pittsburgh, like Councilman Moseley said, continued to break barriers in city government and also at Pittsburgh National Bank.",But back in those days it wasn't easy.
"And he went on and had a great rookie season with the Boston Celtics, made the all-rookie team, was in contention for rookie of the year and really enjoyed his time in Boston, Came back to Pittsburgh, like Councilman Moseley said, continued to break barriers in city government and also at Pittsburgh National Bank.",i,he was the first black city department and he was the first black city department and he was the first black mayor of puerto rico and he was a former mayor of puerto rico and he was the first black.,"And Walter Brown said: I don't give a damn If he's straight, poke it out or play it, Boston takes Chuck Cooper And the rest was history.",But back in those days it wasn't easy.,He actually only stayed in his department as director of Parks and Recreation for a little over a year.
But back in those days it wasn't easy.,i,"And Walter Brown said: I don't give a damn If he's straight, poke it out or play it, Boston takes Chuck Cooper And the rest was history.","And he went on and had a great rookie season with the Boston Celtics, made the all-rookie team, was in contention for rookie of the year and really enjoyed his time in Boston, Came back to Pittsburgh, like Councilman Moseley said, continued to break barriers in city government and also at Pittsburgh National Bank.",He actually only stayed in his department as director of Parks and Recreation for a little over a year.,That was reported in Pittsburgh paper.
He actually only stayed in his department as director of Parks and Recreation for a little over a year.,i,"And he went on and had a great rookie season with the Boston Celtics, made the all-rookie team, was in contention for rookie of the year and really enjoyed his time in Boston, Came back to Pittsburgh, like Councilman Moseley said, continued to break barriers in city government and also at Pittsburgh National Bank.",But back in those days it wasn't easy.,That was reported in Pittsburgh paper.,They asked him why he resigned.
That was reported in Pittsburgh paper.,i,But back in those days it wasn't easy.,He actually only stayed in his department as director of Parks and Recreation for a little over a year.,They asked him why he resigned.,"He said: listen, I've been the first on a few occasions, but never once have I been a token and I won't start now."
They asked him why he resigned.,i,He actually only stayed in his department as director of Parks and Recreation for a little over a year.,That was reported in Pittsburgh paper.,"He said: listen, I've been the first on a few occasions, but never once have I been a token and I won't start now.","But one thing he did accomplish was he had East Hills Park, which is probably one of the most beautiful community parks, finished and built up in East Hills."
"He said: listen, I've been the first on a few occasions, but never once have I been a token and I won't start now.",i,That was reported in Pittsburgh paper.,They asked him why he resigned.,"But one thing he did accomplish was he had East Hills Park, which is probably one of the most beautiful community parks, finished and built up in East Hills.","So he was very proud of that, because the kids up there didn't have anywhere to play."
"But one thing he did accomplish was he had East Hills Park, which is probably one of the most beautiful community parks, finished and built up in East Hills.",i,They asked him why he resigned.,"He said: listen, I've been the first on a few occasions, but never once have I been a token and I won't start now.","So he was very proud of that, because the kids up there didn't have anywhere to play.","So I'm really honored to be able to get, And I'm really honored to be able to continue to push his legacy forward through the work of the Chuck Cooper Foundation."
"So he was very proud of that, because the kids up there didn't have anywhere to play.",i,"He said: listen, I've been the first on a few occasions, but never once have I been a token and I won't start now.","But one thing he did accomplish was he had East Hills Park, which is probably one of the most beautiful community parks, finished and built up in East Hills.","So I'm really honored to be able to get, And I'm really honored to be able to continue to push his legacy forward through the work of the Chuck Cooper Foundation.",I started that organization back in 2013.
"So I'm really honored to be able to get, And I'm really honored to be able to continue to push his legacy forward through the work of the Chuck Cooper Foundation.",i,"But one thing he did accomplish was he had East Hills Park, which is probably one of the most beautiful community parks, finished and built up in East Hills.","So he was very proud of that, because the kids up there didn't have anywhere to play.",I started that organization back in 2013.,"Since then we've awarded 400,000 in scholarships and we outreach to thousands of kids to our Beacons of Light outreach program."
I started that organization back in 2013.,i,"So he was very proud of that, because the kids up there didn't have anywhere to play.","So I'm really honored to be able to get, And I'm really honored to be able to continue to push his legacy forward through the work of the Chuck Cooper Foundation.","Since then we've awarded 400,000 in scholarships and we outreach to thousands of kids to our Beacons of Light outreach program.","That, too, has been a sacrifice."
"Since then we've awarded 400,000 in scholarships and we outreach to thousands of kids to our Beacons of Light outreach program.",i,"So I'm really honored to be able to get, And I'm really honored to be able to continue to push his legacy forward through the work of the Chuck Cooper Foundation.",I started that organization back in 2013.,"That, too, has been a sacrifice.","I thank my beautiful, lovely wife, Shelly Cooper, for being here."
"That, too, has been a sacrifice.",i,I started that organization back in 2013.,"Since then we've awarded 400,000 in scholarships and we outreach to thousands of kids to our Beacons of Light outreach program.","I thank my beautiful, lovely wife, Shelly Cooper, for being here.",I'll never forget.
"I thank my beautiful, lovely wife, Shelly Cooper, for being here.",i,"Since then we've awarded 400,000 in scholarships and we outreach to thousands of kids to our Beacons of Light outreach program.","That, too, has been a sacrifice.",I'll never forget.,I got laid off in the pharmaceutical industry.
I'll never forget.,i,"That, too, has been a sacrifice.","I thank my beautiful, lovely wife, Shelly Cooper, for being here.",I got laid off in the pharmaceutical industry.,She said: what are you going to do now?
I got laid off in the pharmaceutical industry.,b,"I thank my beautiful, lovely wife, Shelly Cooper, for being here.",I'll never forget.,She said: what are you going to do now?,Are you going to go to a competitor?
She said: what are you going to do now?,i,I'll never forget.,I got laid off in the pharmaceutical industry.,Are you going to go to a competitor?,"I said no, I think I'm going to start a company."
Are you going to go to a competitor?,i,I got laid off in the pharmaceutical industry.,She said: what are you going to do now?,"I said no, I think I'm going to start a company.","I said, no, I think I'm going to start a company, But I think I've got a foundation from scratch."
"I said no, I think I'm going to start a company.",i,She said: what are you going to do now?,Are you going to go to a competitor?,"I said, no, I think I'm going to start a company, But I think I've got a foundation from scratch.","So I don't know how we made it, but we got through."
"I said, no, I think I'm going to start a company, But I think I've got a foundation from scratch.",i,Are you going to go to a competitor?,"I said no, I think I'm going to start a company.","So I don't know how we made it, but we got through.","But again, it truly is an honor and a pleasure to be here and to be able to work with young people."
"So I don't know how we made it, but we got through.",i,"I said no, I think I'm going to start a company.","I said, no, I think I'm going to start a company, But I think I've got a foundation from scratch.","But again, it truly is an honor and a pleasure to be here and to be able to work with young people.","elevate my father's name, And just a couple of quick things that you might not be aware of."
"But again, it truly is an honor and a pleasure to be here and to be able to work with young people.",b,"I said, no, I think I'm going to start a company, But I think I've got a foundation from scratch.","So I don't know how we made it, but we got through.","elevate my father's name, And just a couple of quick things that you might not be aware of.","As Constable Mosley said, he got inducted into the Hall of Fame in 2019."
"elevate my father's name, And just a couple of quick things that you might not be aware of.",i,"So I don't know how we made it, but we got through.","But again, it truly is an honor and a pleasure to be here and to be able to work with young people.","As Constable Mosley said, he got inducted into the Hall of Fame in 2019.","Right now, at Duquesne University, there's actually two buildings on campus named in his honor: UPMC Cooper Fieldhouse."
"As Constable Mosley said, he got inducted into the Hall of Fame in 2019.",i,"But again, it truly is an honor and a pleasure to be here and to be able to work with young people.","elevate my father's name, And just a couple of quick things that you might not be aware of.","Right now, at Duquesne University, there's actually two buildings on campus named in his honor: UPMC Cooper Fieldhouse.","that you might have heard about, But if you go to the Mary Lemieux statue, caddy corner is the Chuck Cooper building."
"Right now, at Duquesne University, there's actually two buildings on campus named in his honor: UPMC Cooper Fieldhouse.",i,"elevate my father's name, And just a couple of quick things that you might not be aware of.","As Constable Mosley said, he got inducted into the Hall of Fame in 2019.","that you might have heard about, But if you go to the Mary Lemieux statue, caddy corner is the Chuck Cooper building.","and and also, if you're in the NBA or you're in a Western Conference and you win the Pacific Division Championship, you get a beautiful Chuck Cooper trophy."
"that you might have heard about, But if you go to the Mary Lemieux statue, caddy corner is the Chuck Cooper building.",i,"As Constable Mosley said, he got inducted into the Hall of Fame in 2019.","Right now, at Duquesne University, there's actually two buildings on campus named in his honor: UPMC Cooper Fieldhouse.","and and also, if you're in the NBA or you're in a Western Conference and you win the Pacific Division Championship, you get a beautiful Chuck Cooper trophy.","so I couldn't have done it without some tremendous professionals who helped me grow and develop the Chuck Cooper foundation: people like Tom Rooney, Zach Thomas, Matt Mead, Bob Durda- I could go on and on, but I couldn't do it without their tremendous support."
"and and also, if you're in the NBA or you're in a Western Conference and you win the Pacific Division Championship, you get a beautiful Chuck Cooper trophy.",i,"Right now, at Duquesne University, there's actually two buildings on campus named in his honor: UPMC Cooper Fieldhouse.","that you might have heard about, But if you go to the Mary Lemieux statue, caddy corner is the Chuck Cooper building.","so I couldn't have done it without some tremendous professionals who helped me grow and develop the Chuck Cooper foundation: people like Tom Rooney, Zach Thomas, Matt Mead, Bob Durda- I could go on and on, but I couldn't do it without their tremendous support.","a law firm, Buchanan, Eggersom, Rooney were tremendous supporters, but I can go on and on, but we get tremendous amount of corporate support."
"so I couldn't have done it without some tremendous professionals who helped me grow and develop the Chuck Cooper foundation: people like Tom Rooney, Zach Thomas, Matt Mead, Bob Durda- I could go on and on, but I couldn't do it without their tremendous support.",i,"that you might have heard about, But if you go to the Mary Lemieux statue, caddy corner is the Chuck Cooper building.","and and also, if you're in the NBA or you're in a Western Conference and you win the Pacific Division Championship, you get a beautiful Chuck Cooper trophy.","a law firm, Buchanan, Eggersom, Rooney were tremendous supporters, but I can go on and on, but we get tremendous amount of corporate support.","I got a shout out: UPMC and UPMC, health plan, Highmark and many others, so just I really want to thank you again for this incredible recognition and wish you all the best."
"a law firm, Buchanan, Eggersom, Rooney were tremendous supporters, but I can go on and on, but we get tremendous amount of corporate support.",i,"and and also, if you're in the NBA or you're in a Western Conference and you win the Pacific Division Championship, you get a beautiful Chuck Cooper trophy.","so I couldn't have done it without some tremendous professionals who helped me grow and develop the Chuck Cooper foundation: people like Tom Rooney, Zach Thomas, Matt Mead, Bob Durda- I could go on and on, but I couldn't do it without their tremendous support.","I got a shout out: UPMC and UPMC, health plan, Highmark and many others, so just I really want to thank you again for this incredible recognition and wish you all the best.",thank you so much.
"I got a shout out: UPMC and UPMC, health plan, Highmark and many others, so just I really want to thank you again for this incredible recognition and wish you all the best.",i,"so I couldn't have done it without some tremendous professionals who helped me grow and develop the Chuck Cooper foundation: people like Tom Rooney, Zach Thomas, Matt Mead, Bob Durda- I could go on and on, but I couldn't do it without their tremendous support.","a law firm, Buchanan, Eggersom, Rooney were tremendous supporters, but I can go on and on, but we get tremendous amount of corporate support.",thank you so much.,I got a couple jerseys.
thank you so much.,i,"a law firm, Buchanan, Eggersom, Rooney were tremendous supporters, but I can go on and on, but we get tremendous amount of corporate support.","I got a shout out: UPMC and UPMC, health plan, Highmark and many others, so just I really want to thank you again for this incredible recognition and wish you all the best.",I got a couple jerseys.,if we could bring them up for a photo out?
I got a couple jerseys.,i,"I got a shout out: UPMC and UPMC, health plan, Highmark and many others, so just I really want to thank you again for this incredible recognition and wish you all the best.",thank you so much.,if we could bring them up for a photo out?,"yeah, absolutely, yeah, all right, I'd love to take a picture with a Chuck, okay, yeah, members could come up as well."
if we could bring them up for a photo out?,i,thank you so much.,I got a couple jerseys.,"yeah, absolutely, yeah, all right, I'd love to take a picture with a Chuck, okay, yeah, members could come up as well.",I would love to have them come up.
"yeah, absolutely, yeah, all right, I'd love to take a picture with a Chuck, okay, yeah, members could come up as well.",i,I got a couple jerseys.,if we could bring them up for a photo out?,I would love to have them come up.,anybody with this guy?
I would love to have them come up.,i,if we could bring them up for a photo out?,"yeah, absolutely, yeah, all right, I'd love to take a picture with a Chuck, okay, yeah, members could come up as well.",anybody with this guy?,"a couple jerseys, oh my god, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, thank you, thank you, I appreciate it."
anybody with this guy?,i,"yeah, absolutely, yeah, all right, I'd love to take a picture with a Chuck, okay, yeah, members could come up as well.",I would love to have them come up.,"a couple jerseys, oh my god, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, thank you, thank you, I appreciate it.","yeah, mm-hmm, okay, yeah, I love that."
"a couple jerseys, oh my god, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, thank you, thank you, I appreciate it.",i,I would love to have them come up.,anybody with this guy?,"yeah, mm-hmm, okay, yeah, I love that.","okay, that's it."
"yeah, mm-hmm, okay, yeah, I love that.",i,anybody with this guy?,"a couple jerseys, oh my god, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, thank you, thank you, I appreciate it.","okay, that's it.","yes, cool, thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you."
"okay, that's it.",b,"a couple jerseys, oh my god, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, thank you, thank you, I appreciate it.","yeah, mm-hmm, okay, yeah, I love that.","yes, cool, thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.","Oh, thank you, Thank you."
"yes, cool, thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",p,"yeah, mm-hmm, okay, yeah, I love that.","okay, that's it.","Oh, thank you, Thank you.","My rights have been violated seriously And I'm asking the government to step up, and what I mean by that."
"Oh, thank you, Thank you.",p,"okay, that's it.","yes, cool, thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.","My rights have been violated seriously And I'm asking the government to step up, and what I mean by that.","I don't expect you to do nothing for me legally, but I expect you to get me to the right particular department or section that will not have this stuff."
"My rights have been violated seriously And I'm asking the government to step up, and what I mean by that.",p,"yes, cool, thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.","Oh, thank you, Thank you.","I don't expect you to do nothing for me legally, but I expect you to get me to the right particular department or section that will not have this stuff.",continue to go on.
"I don't expect you to do nothing for me legally, but I expect you to get me to the right particular department or section that will not have this stuff.",i,"Oh, thank you, Thank you.","My rights have been violated seriously And I'm asking the government to step up, and what I mean by that.",continue to go on.,"Okay, My right, the rights that have been violated, is my protected right of the workers' compensation act, Okay."
continue to go on.,i,"My rights have been violated seriously And I'm asking the government to step up, and what I mean by that.","I don't expect you to do nothing for me legally, but I expect you to get me to the right particular department or section that will not have this stuff.","Okay, My right, the rights that have been violated, is my protected right of the workers' compensation act, Okay.","Okay, at the age of 58."
"Okay, My right, the rights that have been violated, is my protected right of the workers' compensation act, Okay.",i,"I don't expect you to do nothing for me legally, but I expect you to get me to the right particular department or section that will not have this stuff.",continue to go on.,"Okay, at the age of 58.","okay, I did everything right, but the company ignored me and fired me illegally."
"Okay, at the age of 58.",i,continue to go on.,"Okay, My right, the rights that have been violated, is my protected right of the workers' compensation act, Okay.","okay, I did everything right, but the company ignored me and fired me illegally.","Okay, they've been trying to cover it up with some systemic, structural, corrupted process And I'm here to actually fight against it."
"okay, I did everything right, but the company ignored me and fired me illegally.",i,"Okay, My right, the rights that have been violated, is my protected right of the workers' compensation act, Okay.","Okay, at the age of 58.","Okay, they've been trying to cover it up with some systemic, structural, corrupted process And I'm here to actually fight against it.",I'm going to continue to fight against it.
"Okay, they've been trying to cover it up with some systemic, structural, corrupted process And I'm here to actually fight against it.",i,"Okay, at the age of 58.","okay, I did everything right, but the company ignored me and fired me illegally.",I'm going to continue to fight against it.,The fact of the matter is that another right that has been violated is my ADA right and my ADEA right.
I'm going to continue to fight against it.,i,"okay, I did everything right, but the company ignored me and fired me illegally.","Okay, they've been trying to cover it up with some systemic, structural, corrupted process And I'm here to actually fight against it.",The fact of the matter is that another right that has been violated is my ADA right and my ADEA right.,"Okay, Title 18 has been violated, Section 241, 242."
The fact of the matter is that another right that has been violated is my ADA right and my ADEA right.,i,"Okay, they've been trying to cover it up with some systemic, structural, corrupted process And I'm here to actually fight against it.",I'm going to continue to fight against it.,"Okay, Title 18 has been violated, Section 241, 242.",It's a criminal.
"Okay, Title 18 has been violated, Section 241, 242.",i,I'm going to continue to fight against it.,The fact of the matter is that another right that has been violated is my ADA right and my ADEA right.,It's a criminal.,It's criminal.
It's a criminal.,i,The fact of the matter is that another right that has been violated is my ADA right and my ADEA right.,"Okay, Title 18 has been violated, Section 241, 242.",It's criminal.,I've been trying to file a criminal complaint with this and everybody's been ignoring me.
It's criminal.,i,"Okay, Title 18 has been violated, Section 241, 242.",It's a criminal.,I've been trying to file a criminal complaint with this and everybody's been ignoring me.,"Just like the lady said, there's people who died for our rights."
I've been trying to file a criminal complaint with this and everybody's been ignoring me.,p,It's a criminal.,It's criminal.,"Just like the lady said, there's people who died for our rights.","okay, and it needs to be taken care of."
"Just like the lady said, there's people who died for our rights.",i,It's criminal.,I've been trying to file a criminal complaint with this and everybody's been ignoring me.,"okay, and it needs to be taken care of.","Okay, I'm here."
"okay, and it needs to be taken care of.",i,I've been trying to file a criminal complaint with this and everybody's been ignoring me.,"Just like the lady said, there's people who died for our rights.","Okay, I'm here.","I would like to speak with- eventually, after this is over, with Councilman Mosley, because what happened is Joshua Pero has established commissions."
"Okay, I'm here.",p,"Just like the lady said, there's people who died for our rights.","okay, and it needs to be taken care of.","I would like to speak with- eventually, after this is over, with Councilman Mosley, because what happened is Joshua Pero has established commissions.","okay, so that our voices can be heard, I need to speak with Joshua Pero."
"I would like to speak with- eventually, after this is over, with Councilman Mosley, because what happened is Joshua Pero has established commissions.",b,"okay, and it needs to be taken care of.","Okay, I'm here.","okay, so that our voices can be heard, I need to speak with Joshua Pero.",This is ridiculous.
"okay, so that our voices can be heard, I need to speak with Joshua Pero.",i,"Okay, I'm here.","I would like to speak with- eventually, after this is over, with Councilman Mosley, because what happened is Joshua Pero has established commissions.",This is ridiculous.,The attorneys that represented me housed a conflict of interest.
This is ridiculous.,i,"I would like to speak with- eventually, after this is over, with Councilman Mosley, because what happened is Joshua Pero has established commissions.","okay, so that our voices can be heard, I need to speak with Joshua Pero.",The attorneys that represented me housed a conflict of interest.,The attorney that represented me works for an insurance company.
The attorneys that represented me housed a conflict of interest.,b,"okay, so that our voices can be heard, I need to speak with Joshua Pero.",This is ridiculous.,The attorney that represented me works for an insurance company.,He did not disclose that information to me.
The attorney that represented me works for an insurance company.,i,This is ridiculous.,The attorneys that represented me housed a conflict of interest.,He did not disclose that information to me.,He has a mentality to save as much money as possible in his standard of care.
He did not disclose that information to me.,i,The attorneys that represented me housed a conflict of interest.,The attorney that represented me works for an insurance company.,He has a mentality to save as much money as possible in his standard of care.,He has a mentality to save as much money as possible in his standard of care And he's not going to give me a chance to speak to him.
He has a mentality to save as much money as possible in his standard of care.,i,The attorney that represented me works for an insurance company.,He did not disclose that information to me.,He has a mentality to save as much money as possible in his standard of care And he's not going to give me a chance to speak to him.,So I'm going to give him time.
He has a mentality to save as much money as possible in his standard of care And he's not going to give me a chance to speak to him.,i,He did not disclose that information to me.,He has a mentality to save as much money as possible in his standard of care.,So I'm going to give him time.,I'm going to give him time.
So I'm going to give him time.,i,He has a mentality to save as much money as possible in his standard of care.,He has a mentality to save as much money as possible in his standard of care And he's not going to give me a chance to speak to him.,I'm going to give him time.,So I'm going to give him time.
I'm going to give him time.,i,He has a mentality to save as much money as possible in his standard of care And he's not going to give me a chance to speak to him.,So I'm going to give him time.,So I'm going to give him time.,I'm going to give him time.
So I'm going to give him time.,i,So I'm going to give him time.,I'm going to give him time.,I'm going to give him time.,"I don't have all of my evidence presented today, because I figured I was only going to get three minutes."
I'm going to give him time.,i,I'm going to give him time.,So I'm going to give him time.,"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.","I don't have all of my evidence presented today, because I figured I was only going to get three minutes."
"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.",i,So I'm going to give him time.,I'm going to give him time.,"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.","So I just come here to speak with you And, like I said before I leave, I'd like to speak with Councilmember Mosley in order to get, so he can tell me how I can further get ahold of Joshua Pero or any of my state representatives."
"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.",i,I'm going to give him time.,"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.","So I just come here to speak with you And, like I said before I leave, I'd like to speak with Councilmember Mosley in order to get, so he can tell me how I can further get ahold of Joshua Pero or any of my state representatives.","Thank you, Thank you very much."
"So I just come here to speak with you And, like I said before I leave, I'd like to speak with Councilmember Mosley in order to get, so he can tell me how I can further get ahold of Joshua Pero or any of my state representatives.",b,"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.","I don't have all of my evidence presented today, because I figured I was only going to get three minutes.","Thank you, Thank you very much.",That exhausts our listening audience.
"Thank you, Thank you very much.",i,"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.","So I just come here to speak with you And, like I said before I leave, I'd like to speak with Councilmember Mosley in order to get, so he can tell me how I can further get ahold of Joshua Pero or any of my state representatives.",That exhausts our listening audience.,"Thank you, Thank you."
That exhausts our listening audience.,p,"So I just come here to speak with you And, like I said before I leave, I'd like to speak with Councilmember Mosley in order to get, so he can tell me how I can further get ahold of Joshua Pero or any of my state representatives.","Thank you, Thank you very much.","Thank you, Thank you.",That exhausts our list of registered speakers.
"Thank you, Thank you.",p,"Thank you, Thank you very much.",That exhausts our listening audience.,That exhausts our list of registered speakers.,"If there's anyone in chambers wishing to speak, please come forward at this time."
That exhausts our list of registered speakers.,p,That exhausts our listening audience.,"Thank you, Thank you.","If there's anyone in chambers wishing to speak, please come forward at this time.","Also, provide your name and neighborhood for the record."
"If there's anyone in chambers wishing to speak, please come forward at this time.",p,"Thank you, Thank you.",That exhausts our list of registered speakers.,"Also, provide your name and neighborhood for the record.","Hi, I'm Bernadette from Beachview."
