sentence,classification,prev2,prev1,next1,next2
"aye, motion passes.",i,"we need a motion to read, receive and file.",so move second: all those in favor.,"and now we have one piece of sponsored legislation from council president Lavelle, in bill number 1736, ordinance amending the Pittsburgh code, title 6, conduct, article 1, regulated rights and actions, chapter 626, paid sick days Act, section 6 to 6: 0, 3, accrual of sixth time so as to change the rate at which employees can impute, accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated.",thank you very much.
"and now we have one piece of sponsored legislation from council president Lavelle, in bill number 1736, ordinance amending the Pittsburgh code, title 6, conduct, article 1, regulated rights and actions, chapter 626, paid sick days Act, section 6 to 6: 0, 3, accrual of sixth time so as to change the rate at which employees can impute, accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated.",b,so move second: all those in favor.,"aye, motion passes.",thank you very much.,that now moves us on to unfinished business.
thank you very much.,i,"aye, motion passes.","and now we have one piece of sponsored legislation from council president Lavelle, in bill number 1736, ordinance amending the Pittsburgh code, title 6, conduct, article 1, regulated rights and actions, chapter 626, paid sick days Act, section 6 to 6: 0, 3, accrual of sixth time so as to change the rate at which employees can impute, accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated.",that now moves us on to unfinished business.,"we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028."
that now moves us on to unfinished business.,b,"and now we have one piece of sponsored legislation from council president Lavelle, in bill number 1736, ordinance amending the Pittsburgh code, title 6, conduct, article 1, regulated rights and actions, chapter 626, paid sick days Act, section 6 to 6: 0, 3, accrual of sixth time so as to change the rate at which employees can impute, accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated.",thank you very much.,"we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028.",and bill number 2025.
"we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028.",b,thank you very much.,that now moves us on to unfinished business.,and bill number 2025.,"1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029."
and bill number 2025.,i,that now moves us on to unfinished business.,"we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028.","1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029.",we need a motion to approve.
"1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029.",b,"we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028.",and bill number 2025.,we need a motion to approve.,motion to approve.
we need a motion to approve.,i,and bill number 2025.,"1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029.",motion to approve.,"second, second, second discussion."
motion to approve.,i,"1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029.",we need a motion to approve.,"second, second, second discussion.","all those in favor, please indicate by saying aye, motion passes."
"second, second, second discussion.",i,we need a motion to approve.,motion to approve.,"all those in favor, please indicate by saying aye, motion passes.",is there any other unfinished business before council?
"all those in favor, please indicate by saying aye, motion passes.",i,motion to approve.,"second, second, second discussion.",is there any other unfinished business before council?,"seeing none, we will now move on to reports of committees for final action."
is there any other unfinished business before council?,b,"second, second, second discussion.","all those in favor, please indicate by saying aye, motion passes.","seeing none, we will now move on to reports of committees for final action.",we have the Finance and Law Committee.
"seeing none, we will now move on to reports of committees for final action.",b,"all those in favor, please indicate by saying aye, motion passes.",is there any other unfinished business before council?,we have the Finance and Law Committee.,"councilwoman Kale Smith, can you please submit my legislation for final action."
we have the Finance and Law Committee.,b,is there any other unfinished business before council?,"seeing none, we will now move on to reports of committees for final action.","councilwoman Kale Smith, can you please submit my legislation for final action.","thank you, thank you."
"councilwoman Kale Smith, can you please submit my legislation for final action.",i,"seeing none, we will now move on to reports of committees for final action.",we have the Finance and Law Committee.,"thank you, thank you.",council person Strassburger.
"thank you, thank you.",i,we have the Finance and Law Committee.,"councilwoman Kale Smith, can you please submit my legislation for final action.",council person Strassburger.,presents bill number 1724.
council person Strassburger.,b,"councilwoman Kale Smith, can you please submit my legislation for final action.","thank you, thank you.",presents bill number 1724.,reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.
presents bill number 1724.,b,"thank you, thank you.",council person Strassburger.,reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.,"bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024."
reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.,i,council person Strassburger.,presents bill number 1724.,"bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024.",you have heard the reading and the title of the bill.
"bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024.",i,presents bill number 1724.,reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.,you have heard the reading and the title of the bill.,is there any discussion on the bill?
you have heard the reading and the title of the bill.,i,reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.,"bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024.",is there any discussion on the bill?,"seeing none, the bill is now ready for final action."
is there any discussion on the bill?,i,"bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024.",you have heard the reading and the title of the bill.,"seeing none, the bill is now ready for final action.",all in favor of the passage of the bill will vote aye when their name is called.
"seeing none, the bill is now ready for final action.",i,you have heard the reading and the title of the bill.,is there any discussion on the bill?,all in favor of the passage of the bill will vote aye when their name is called.,those opposed will vote no.
all in favor of the passage of the bill will vote aye when their name is called.,i,is there any discussion on the bill?,"seeing none, the bill is now ready for final action.",those opposed will vote no.,"will the clerk please call the roll mr charlotte, aye."
those opposed will vote no.,i,"seeing none, the bill is now ready for final action.",all in favor of the passage of the bill will vote aye when their name is called.,"will the clerk please call the roll mr charlotte, aye.",mr coghill- aye.
"will the clerk please call the roll mr charlotte, aye.",i,all in favor of the passage of the bill will vote aye when their name is called.,those opposed will vote no.,mr coghill- aye.,ms gross: aye.
mr coghill- aye.,i,those opposed will vote no.,"will the clerk please call the roll mr charlotte, aye.",ms gross: aye.,mr mosley: aye.
ms gross: aye.,i,"will the clerk please call the roll mr charlotte, aye.",mr coghill- aye.,mr mosley: aye.,mrs kail smith.
mr mosley: aye.,i,mr coghill- aye.,ms gross: aye.,mrs kail smith.,"mrs warwick: aye, mr strasburger, chair: aye."
mrs kail smith.,b,ms gross: aye.,mr mosley: aye.,"mrs warwick: aye, mr strasburger, chair: aye.","seven eyes, zero nose."
"mrs warwick: aye, mr strasburger, chair: aye.",i,mr mosley: aye.,mrs kail smith.,"seven eyes, zero nose.","the bill, having received the legally required number of votes, is passed finally."
"seven eyes, zero nose.",i,mrs kail smith.,"mrs warwick: aye, mr strasburger, chair: aye.","the bill, having received the legally required number of votes, is passed finally.",council person barbara warwick.
"the bill, having received the legally required number of votes, is passed finally.",i,"mrs warwick: aye, mr strasburger, chair: aye.","seven eyes, zero nose.",council person barbara warwick.,presents the committee on public works and infrastructure.
council person barbara warwick.,b,"seven eyes, zero nose.","the bill, having received the legally required number of votes, is passed finally.",presents the committee on public works and infrastructure.,"thank you, madam president."
presents the committee on public works and infrastructure.,b,"the bill, having received the legally required number of votes, is passed finally.",council person barbara warwick.,"thank you, madam president.",director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's multimodal transportation fund for the Penn Avenue lighting project.
"thank you, madam president.",b,council person barbara warwick.,presents the committee on public works and infrastructure.,director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's multimodal transportation fund for the Penn Avenue lighting project.,"the grant proposal includes an ask of four hundred sixty one thousand eight hundred and fifty six dollars for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures."
director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's multimodal transportation fund for the Penn Avenue lighting project.,b,presents the committee on public works and infrastructure.,"thank you, madam president.","the grant proposal includes an ask of four hundred sixty one thousand eight hundred and fifty six dollars for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures.","and bill 1690 resolution amending resolution 133 of 2024, entitled: resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the city of Pittsburgh and Paschak plus MTR, for the professional design services for the Fort Pitt Park phase one improvements at a cost not to exceed three hundred thousand dollars, by increasing the total cost by one hundred fifteen thousand one hundred and seventy dollars for a new total city cost not to exceed four hundred fifteen thousand one hundred hundred and fifty six dollars for the construction of the park phase one."
"the grant proposal includes an ask of four hundred sixty one thousand eight hundred and fifty six dollars for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures.",i,"thank you, madam president.",director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's multimodal transportation fund for the Penn Avenue lighting project.,"and bill 1690 resolution amending resolution 133 of 2024, entitled: resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the city of Pittsburgh and Paschak plus MTR, for the professional design services for the Fort Pitt Park phase one improvements at a cost not to exceed three hundred thousand dollars, by increasing the total cost by one hundred fifteen thousand one hundred and seventy dollars for a new total city cost not to exceed four hundred fifteen thousand one hundred hundred and fifty six dollars for the construction of the park phase one.",cost not to exceed four hundred and seventy dollars for the construction of the park phase one.
"and bill 1690 resolution amending resolution 133 of 2024, entitled: resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the city of Pittsburgh and Paschak plus MTR, for the professional design services for the Fort Pitt Park phase one improvements at a cost not to exceed three hundred thousand dollars, by increasing the total cost by one hundred fifteen thousand one hundred and seventy dollars for a new total city cost not to exceed four hundred fifteen thousand one hundred hundred and fifty six dollars for the construction of the park phase one.",b,director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's multimodal transportation fund for the Penn Avenue lighting project.,"the grant proposal includes an ask of four hundred sixty one thousand eight hundred and fifty six dollars for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures.",cost not to exceed four hundred and seventy dollars for the construction of the park phase one.,you have heard the reading in the title of the bill.
cost not to exceed four hundred and seventy dollars for the construction of the park phase one.,i,"the grant proposal includes an ask of four hundred sixty one thousand eight hundred and fifty six dollars for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures.","and bill 1690 resolution amending resolution 133 of 2024, entitled: resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the city of Pittsburgh and Paschak plus MTR, for the professional design services for the Fort Pitt Park phase one improvements at a cost not to exceed three hundred thousand dollars, by increasing the total cost by one hundred fifteen thousand one hundred and seventy dollars for a new total city cost not to exceed four hundred fifteen thousand one hundred hundred and fifty six dollars for the construction of the park phase one.",you have heard the reading in the title of the bill.,is there any discussion on the bill?
you have heard the reading in the title of the bill.,i,"and bill 1690 resolution amending resolution 133 of 2024, entitled: resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the city of Pittsburgh and Paschak plus MTR, for the professional design services for the Fort Pitt Park phase one improvements at a cost not to exceed three hundred thousand dollars, by increasing the total cost by one hundred fifteen thousand one hundred and seventy dollars for a new total city cost not to exceed four hundred fifteen thousand one hundred hundred and fifty six dollars for the construction of the park phase one.",cost not to exceed four hundred and seventy dollars for the construction of the park phase one.,is there any discussion on the bill?,bills are now ready for final action.
is there any discussion on the bill?,b,cost not to exceed four hundred and seventy dollars for the construction of the park phase one.,you have heard the reading in the title of the bill.,bills are now ready for final action.,all in favor of the passage of the bill will vote aye when their name is called.
bills are now ready for final action.,i,you have heard the reading in the title of the bill.,is there any discussion on the bill?,all in favor of the passage of the bill will vote aye when their name is called.,those opposed will vote no.
all in favor of the passage of the bill will vote aye when their name is called.,i,is there any discussion on the bill?,bills are now ready for final action.,those opposed will vote no.,will the clerk please call the roll?
those opposed will vote no.,i,bills are now ready for final action.,all in favor of the passage of the bill will vote aye when their name is called.,will the clerk please call the roll?,mr Sharland?
will the clerk please call the roll?,p,all in favor of the passage of the bill will vote aye when their name is called.,those opposed will vote no.,mr Sharland?,"aye, mr Coghill."
mr Sharland?,i,those opposed will vote no.,will the clerk please call the roll?,"aye, mr Coghill.",hi miss gross.
"aye, mr Coghill.",i,will the clerk please call the roll?,mr Sharland?,hi miss gross.,mr Mosley.
hi miss gross.,i,mr Sharland?,"aye, mr Coghill.",mr Mosley.,hi mrs Kale Smith.
mr Mosley.,i,"aye, mr Coghill.",hi miss gross.,hi mrs Kale Smith.,"mrs Warwick, hi mrs Strassberger."
hi mrs Kale Smith.,i,hi miss gross.,mr Mosley.,"mrs Warwick, hi mrs Strassberger.","president, aye seven, ayes, zero, noes."
"mrs Warwick, hi mrs Strassberger.",b,mr Mosley.,hi mrs Kale Smith.,"president, aye seven, ayes, zero, noes.","the bill, having received the legally required number of votes, is passed finally."
"president, aye seven, ayes, zero, noes.",i,hi mrs Kale Smith.,"mrs Warwick, hi mrs Strassberger.","the bill, having received the legally required number of votes, is passed finally.",now move on to councilman Kihari Mosley.
"the bill, having received the legally required number of votes, is passed finally.",b,"mrs Warwick, hi mrs Strassberger.","president, aye seven, ayes, zero, noes.",now move on to councilman Kihari Mosley.,committee on intergovernmental and educational affairs.
now move on to councilman Kihari Mosley.,b,"president, aye seven, ayes, zero, noes.","the bill, having received the legally required number of votes, is passed finally.",committee on intergovernmental and educational affairs.,"Thank You, madam president."
committee on intergovernmental and educational affairs.,b,"the bill, having received the legally required number of votes, is passed finally.",now move on to councilman Kihari Mosley.,"Thank You, madam president.","councilman Mosley presents bill number 1726, reported a committee on intergovernmental and educational affairs for April 9th 2025, with an affirmative recommendation."
"Thank You, madam president.",b,now move on to councilman Kihari Mosley.,committee on intergovernmental and educational affairs.,"councilman Mosley presents bill number 1726, reported a committee on intergovernmental and educational affairs for April 9th 2025, with an affirmative recommendation.",bill 1681 resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed fifty two thousand nine hundred sixty two dollars and twenty four cent.
"councilman Mosley presents bill number 1726, reported a committee on intergovernmental and educational affairs for April 9th 2025, with an affirmative recommendation.",b,committee on intergovernmental and educational affairs.,"Thank You, madam president.",bill 1681 resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed fifty two thousand nine hundred sixty two dollars and twenty four cent.,bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utilities Commission in the amount of seventy two thousand five hundred dollars for delinquent debts owed by the city of Pittsburgh for 811 damaged prevention.
bill 1681 resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed fifty two thousand nine hundred sixty two dollars and twenty four cent.,i,"Thank You, madam president.","councilman Mosley presents bill number 1726, reported a committee on intergovernmental and educational affairs for April 9th 2025, with an affirmative recommendation.",bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utilities Commission in the amount of seventy two thousand five hundred dollars for delinquent debts owed by the city of Pittsburgh for 811 damaged prevention.,calls.
bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utilities Commission in the amount of seventy two thousand five hundred dollars for delinquent debts owed by the city of Pittsburgh for 811 damaged prevention.,b,"councilman Mosley presents bill number 1726, reported a committee on intergovernmental and educational affairs for April 9th 2025, with an affirmative recommendation.",bill 1681 resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed fifty two thousand nine hundred sixty two dollars and twenty four cent.,calls.,"bill 1683 resolution appealing resolution 366 of 2019, effective June 14th 2019, authorizing the urban redevelopment authority of Pittsburgh to acquire all the city's right, title and interests, if any, and into the publicly owned property in a 15th Ward city of Pittsburgh designated in the deed registry office of Allegheny County as block 56 B, slide 56 345, council district number five, at no cost to the city."
calls.,i,bill 1681 resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed fifty two thousand nine hundred sixty two dollars and twenty four cent.,bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utilities Commission in the amount of seventy two thousand five hundred dollars for delinquent debts owed by the city of Pittsburgh for 811 damaged prevention.,"bill 1683 resolution appealing resolution 366 of 2019, effective June 14th 2019, authorizing the urban redevelopment authority of Pittsburgh to acquire all the city's right, title and interests, if any, and into the publicly owned property in a 15th Ward city of Pittsburgh designated in the deed registry office of Allegheny County as block 56 B, slide 56 345, council district number five, at no cost to the city.","bill 1684 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 10 J, lots 259 and 260, fifth Ward city of Pittsburgh, Aaron Street, council district number six, at no cost to the city."
"bill 1683 resolution appealing resolution 366 of 2019, effective June 14th 2019, authorizing the urban redevelopment authority of Pittsburgh to acquire all the city's right, title and interests, if any, and into the publicly owned property in a 15th Ward city of Pittsburgh designated in the deed registry office of Allegheny County as block 56 B, slide 56 345, council district number five, at no cost to the city.",b,bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utilities Commission in the amount of seventy two thousand five hundred dollars for delinquent debts owed by the city of Pittsburgh for 811 damaged prevention.,calls.,"bill 1684 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 10 J, lots 259 and 260, fifth Ward city of Pittsburgh, Aaron Street, council district number six, at no cost to the city.","bill 1685 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and Island Avenue Holdings LLC for the sale of block 21 D, lot 42 a in the 27th Ward city of Pittsburgh, Island Avenue, council district number two, at no cost to the city."
"bill 1684 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 10 J, lots 259 and 260, fifth Ward city of Pittsburgh, Aaron Street, council district number six, at no cost to the city.",i,calls.,"bill 1683 resolution appealing resolution 366 of 2019, effective June 14th 2019, authorizing the urban redevelopment authority of Pittsburgh to acquire all the city's right, title and interests, if any, and into the publicly owned property in a 15th Ward city of Pittsburgh designated in the deed registry office of Allegheny County as block 56 B, slide 56 345, council district number five, at no cost to the city.","bill 1685 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and Island Avenue Holdings LLC for the sale of block 21 D, lot 42 a in the 27th Ward city of Pittsburgh, Island Avenue, council district number two, at no cost to the city.",bill 1686 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 83 a.
"bill 1685 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and Island Avenue Holdings LLC for the sale of block 21 D, lot 42 a in the 27th Ward city of Pittsburgh, Island Avenue, council district number two, at no cost to the city.",b,"bill 1683 resolution appealing resolution 366 of 2019, effective June 14th 2019, authorizing the urban redevelopment authority of Pittsburgh to acquire all the city's right, title and interests, if any, and into the publicly owned property in a 15th Ward city of Pittsburgh designated in the deed registry office of Allegheny County as block 56 B, slide 56 345, council district number five, at no cost to the city.","bill 1684 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 10 J, lots 259 and 260, fifth Ward city of Pittsburgh, Aaron Street, council district number six, at no cost to the city.",bill 1686 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 83 a.,"for the cellar block 83 a, the cellar block 83 at number six i lady starring city on Pittsburgh."
bill 1686 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 83 a.,i,"bill 1684 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 10 J, lots 259 and 260, fifth Ward city of Pittsburgh, Aaron Street, council district number six, at no cost to the city.","bill 1685 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and Island Avenue Holdings LLC for the sale of block 21 D, lot 42 a in the 27th Ward city of Pittsburgh, Island Avenue, council district number two, at no cost to the city.","for the cellar block 83 a, the cellar block 83 at number six i lady starring city on Pittsburgh.","look unique salary fee if n ms that will lateral and will be suppliedtrade pays by by all lease to the active parent and prices lily after we e five anchors and overhead wires upon city-owned property collectively, the DLC assets to manage vegetation on a certain property in the vicinity of the DLC assets and to perform landscaping in the vicinity of the DLC assets at no cost to the city."
"for the cellar block 83 a, the cellar block 83 at number six i lady starring city on Pittsburgh.",i,"bill 1685 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and Island Avenue Holdings LLC for the sale of block 21 D, lot 42 a in the 27th Ward city of Pittsburgh, Island Avenue, council district number two, at no cost to the city.",bill 1686 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 83 a.,"look unique salary fee if n ms that will lateral and will be suppliedtrade pays by by all lease to the active parent and prices lily after we e five anchors and overhead wires upon city-owned property collectively, the DLC assets to manage vegetation on a certain property in the vicinity of the DLC assets and to perform landscaping in the vicinity of the DLC assets at no cost to the city.",You have heard the reading and the title of the bills.
"look unique salary fee if n ms that will lateral and will be suppliedtrade pays by by all lease to the active parent and prices lily after we e five anchors and overhead wires upon city-owned property collectively, the DLC assets to manage vegetation on a certain property in the vicinity of the DLC assets and to perform landscaping in the vicinity of the DLC assets at no cost to the city.",i,bill 1686 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and the Pittsburgh land bank for the cellar block 83 a.,"for the cellar block 83 a, the cellar block 83 at number six i lady starring city on Pittsburgh.",You have heard the reading and the title of the bills.,Is there any discussion on the bills?
You have heard the reading and the title of the bills.,i,"for the cellar block 83 a, the cellar block 83 at number six i lady starring city on Pittsburgh.","look unique salary fee if n ms that will lateral and will be suppliedtrade pays by by all lease to the active parent and prices lily after we e five anchors and overhead wires upon city-owned property collectively, the DLC assets to manage vegetation on a certain property in the vicinity of the DLC assets and to perform landscaping in the vicinity of the DLC assets at no cost to the city.",Is there any discussion on the bills?,"Madam President, Yes, I have an amendment that I'm hoping I see being passed around."
Is there any discussion on the bills?,b,"look unique salary fee if n ms that will lateral and will be suppliedtrade pays by by all lease to the active parent and prices lily after we e five anchors and overhead wires upon city-owned property collectively, the DLC assets to manage vegetation on a certain property in the vicinity of the DLC assets and to perform landscaping in the vicinity of the DLC assets at no cost to the city.",You have heard the reading and the title of the bills.,"Madam President, Yes, I have an amendment that I'm hoping I see being passed around.",We have it in front of us.
"Madam President, Yes, I have an amendment that I'm hoping I see being passed around.",b,You have heard the reading and the title of the bills.,Is there any discussion on the bills?,We have it in front of us.,"Councilwoman, you are muted."
We have it in front of us.,i,Is there any discussion on the bills?,"Madam President, Yes, I have an amendment that I'm hoping I see being passed around.","Councilwoman, you are muted.","If you're speaking, we cannot hear you."
"Councilwoman, you are muted.",i,"Madam President, Yes, I have an amendment that I'm hoping I see being passed around.",We have it in front of us.,"If you're speaking, we cannot hear you.","Yeah, my phone is cutting out."
"If you're speaking, we cannot hear you.",i,We have it in front of us.,"Councilwoman, you are muted.","Yeah, my phone is cutting out.",I apologize.
"Yeah, my phone is cutting out.",i,"Councilwoman, you are muted.","If you're speaking, we cannot hear you.",I apologize.,This is the amendment we have in front of us.
I apologize.,i,"If you're speaking, we cannot hear you.","Yeah, my phone is cutting out.",This is the amendment we have in front of us.,It's just a request by PWSA.
This is the amendment we have in front of us.,i,"Yeah, my phone is cutting out.",I apologize.,It's just a request by PWSA.,It's a request by the PWSA clarifying who's responsible for landscaping at the pump house in Highland Park.
It's just a request by PWSA.,i,I apologize.,This is the amendment we have in front of us.,It's a request by the PWSA clarifying who's responsible for landscaping at the pump house in Highland Park.,So I'm going to motion to amend.
It's a request by the PWSA clarifying who's responsible for landscaping at the pump house in Highland Park.,i,This is the amendment we have in front of us.,It's just a request by PWSA.,So I'm going to motion to amend.,Do we have a second Second?
So I'm going to motion to amend.,i,It's just a request by PWSA.,It's a request by the PWSA clarifying who's responsible for landscaping at the pump house in Highland Park.,Do we have a second Second?,All those in favor of the amendment before us please indicate by saying aye.
Do we have a second Second?,i,It's a request by the PWSA clarifying who's responsible for landscaping at the pump house in Highland Park.,So I'm going to motion to amend.,All those in favor of the amendment before us please indicate by saying aye.,"Aye, Bill 1723 is amended."
All those in favor of the amendment before us please indicate by saying aye.,i,So I'm going to motion to amend.,Do we have a second Second?,"Aye, Bill 1723 is amended.",Is there any further discussion from members?
"Aye, Bill 1723 is amended.",i,Do we have a second Second?,All those in favor of the amendment before us please indicate by saying aye.,Is there any further discussion from members?,The bills are now ready.
Is there any further discussion from members?,b,All those in favor of the amendment before us please indicate by saying aye.,"Aye, Bill 1723 is amended.",The bills are now ready.,Seeing none.
The bills are now ready.,i,"Aye, Bill 1723 is amended.",Is there any further discussion from members?,Seeing none.,the bills are now ready for final action.
Seeing none.,i,Is there any further discussion from members?,The bills are now ready.,the bills are now ready for final action.,All in favor of the passable.
the bills are now ready for final action.,i,The bills are now ready.,Seeing none.,All in favor of the passable.,"Aye, The passage of the bills will vote aye when their name is called."
All in favor of the passable.,i,Seeing none.,the bills are now ready for final action.,"Aye, The passage of the bills will vote aye when their name is called.",Those opposed will vote no.
"Aye, The passage of the bills will vote aye when their name is called.",i,the bills are now ready for final action.,All in favor of the passable.,Those opposed will vote no.,Will the clerk please call the roll Mr Sharland.
Those opposed will vote no.,i,All in favor of the passable.,"Aye, The passage of the bills will vote aye when their name is called.",Will the clerk please call the roll Mr Sharland.,"Aye, Mr Coghill."
Will the clerk please call the roll Mr Sharland.,b,"Aye, The passage of the bills will vote aye when their name is called.",Those opposed will vote no.,"Aye, Mr Coghill.","Aye, Ms Gross."
"Aye, Mr Coghill.",i,Those opposed will vote no.,Will the clerk please call the roll Mr Sharland.,"Aye, Ms Gross.","Aye, Mr Mosley."
"Aye, Ms Gross.",i,Will the clerk please call the roll Mr Sharland.,"Aye, Mr Coghill.","Aye, Mr Mosley.","Aye, Mrs Kale-Smith."
"Aye, Mr Mosley.",i,"Aye, Mr Coghill.","Aye, Ms Gross.","Aye, Mrs Kale-Smith.","Aye, Mrs Warwick."
"Aye, Mrs Kale-Smith.",i,"Aye, Ms Gross.","Aye, Mr Mosley.","Aye, Mrs Warwick.","Aye, Mrs Strasburger-President: Aye, Seven ayes, zero, noes, The bills having received the legally required number of votes are passed."
