sentence,classification,prev2,prev1,next1,next2
we were not able to show up to 20 million gallons a year of CSO combined sewer overflow reduced.,i,Now that's still going into the system and we don't.,"we don't have the reduction, So it didn't.","So, so again, and I was very familiar with those permits, right, I, you know at the time, The one thing I had to say to the people that I know that that was in the first year was in 2018.","the road going away had no impact, as far as I could tell, on, I mean, and and the original plan was daylight the stream right."
"So, so again, and I was very familiar with those permits, right, I, you know at the time, The one thing I had to say to the people that I know that that was in the first year was in 2018.",i,"we don't have the reduction, So it didn't.",we were not able to show up to 20 million gallons a year of CSO combined sewer overflow reduced.,"the road going away had no impact, as far as I could tell, on, I mean, and and the original plan was daylight the stream right.",So along the railroad track on the soccer field there would have been a daylit stream.
"the road going away had no impact, as far as I could tell, on, I mean, and and the original plan was daylight the stream right.",i,we were not able to show up to 20 million gallons a year of CSO combined sewer overflow reduced.,"So, so again, and I was very familiar with those permits, right, I, you know at the time, The one thing I had to say to the people that I know that that was in the first year was in 2018.",So along the railroad track on the soccer field there would have been a daylit stream.,"you know that you, the, the, the run right Would have been daylit and then you know."
So along the railroad track on the soccer field there would have been a daylit stream.,i,"So, so again, and I was very familiar with those permits, right, I, you know at the time, The one thing I had to say to the people that I know that that was in the first year was in 2018.","the road going away had no impact, as far as I could tell, on, I mean, and and the original plan was daylight the stream right.","you know that you, the, the, the run right Would have been daylit and then you know.",so why couldn't that be done?
"you know that you, the, the, the run right Would have been daylit and then you know.",i,"the road going away had no impact, as far as I could tell, on, I mean, and and the original plan was daylight the stream right.",So along the railroad track on the soccer field there would have been a daylit stream.,so why couldn't that be done?,"I mean, the road went away, but that didn't."
so why couldn't that be done?,i,So along the railroad track on the soccer field there would have been a daylit stream.,"you know that you, the, the, the run right Would have been daylit and then you know.","I mean, the road went away, but that didn't.",that was a separate The.
"I mean, the road went away, but that didn't.",i,"you know that you, the, the, the run right Would have been daylit and then you know.",so why couldn't that be done?,that was a separate The.,"the road going away Would have increased the cost Of the car data cost of the project in the sense that we're sharing back filling, so we're moving dirt from one to the other to help with the backfill."
that was a separate The.,i,so why couldn't that be done?,"I mean, the road went away, but that didn't.","the road going away Would have increased the cost Of the car data cost of the project in the sense that we're sharing back filling, so we're moving dirt from one to the other to help with the backfill.",so the road going away increased the cost.
"the road going away Would have increased the cost Of the car data cost of the project in the sense that we're sharing back filling, so we're moving dirt from one to the other to help with the backfill.",i,"I mean, the road went away, but that didn't.",that was a separate The.,so the road going away increased the cost.,but that wasn't the only reason.
so the road going away increased the cost.,i,that was a separate The.,"the road going away Would have increased the cost Of the car data cost of the project in the sense that we're sharing back filling, so we're moving dirt from one to the other to help with the backfill.",but that wasn't the only reason.,the other reason was the getting permitting from the state.
but that wasn't the only reason.,i,"the road going away Would have increased the cost Of the car data cost of the project in the sense that we're sharing back filling, so we're moving dirt from one to the other to help with the backfill.",so the road going away increased the cost.,the other reason was the getting permitting from the state.,on the actual daylighted street.
the other reason was the getting permitting from the state.,i,so the road going away increased the cost.,but that wasn't the only reason.,on the actual daylighted street.,there were a lot of technical differences of opinion.
on the actual daylighted street.,i,but that wasn't the only reason.,the other reason was the getting permitting from the state.,there were a lot of technical differences of opinion.,the state didn't like the approach we were using and the way they were recommending that we do it.
there were a lot of technical differences of opinion.,i,the other reason was the getting permitting from the state.,on the actual daylighted street.,the state didn't like the approach we were using and the way they were recommending that we do it.,it came down: should you have a liner under that stream or not?
the state didn't like the approach we were using and the way they were recommending that we do it.,i,on the actual daylighted street.,there were a lot of technical differences of opinion.,it came down: should you have a liner under that stream or not?,we thought you needed a liner.
it came down: should you have a liner under that stream or not?,i,there were a lot of technical differences of opinion.,the state didn't like the approach we were using and the way they were recommending that we do it.,we thought you needed a liner.,"if you have a liner, you can maintain the water."
we thought you needed a liner.,i,the state didn't like the approach we were using and the way they were recommending that we do it.,it came down: should you have a liner under that stream or not?,"if you have a liner, you can maintain the water.","state says: no, we don't want a liner."
"if you have a liner, you can maintain the water.",i,it came down: should you have a liner under that stream or not?,we thought you needed a liner.,"state says: no, we don't want a liner.","if you take the liner out, the water is going to disappear."
"state says: no, we don't want a liner.",i,we thought you needed a liner.,"if you have a liner, you can maintain the water.","if you take the liner out, the water is going to disappear.",you're just going to have a dry channel.
"if you take the liner out, the water is going to disappear.",i,"if you have a liner, you can maintain the water.","state says: no, we don't want a liner.",you're just going to have a dry channel.,"so that was, that was another point of technical difference."
you're just going to have a dry channel.,i,"state says: no, we don't want a liner.","if you take the liner out, the water is going to disappear.","so that was, that was another point of technical difference.",and then the final one was at the at the lake point.
"so that was, that was another point of technical difference.",i,"if you take the liner out, the water is going to disappear.",you're just going to have a dry channel.,and then the final one was at the at the lake point.,"the dam that holds the lake back right now is sitting on the right of way for the railroad, okay, and so the railroad gets involved."
and then the final one was at the at the lake point.,i,you're just going to have a dry channel.,"so that was, that was another point of technical difference.","the dam that holds the lake back right now is sitting on the right of way for the railroad, okay, and so the railroad gets involved.","railroad says no, we're not going to give you guys a permit, some we you can't."
"the dam that holds the lake back right now is sitting on the right of way for the railroad, okay, and so the railroad gets involved.",i,"so that was, that was another point of technical difference.",and then the final one was at the at the lake point.,"railroad says no, we're not going to give you guys a permit, some we you can't.","once you start moving the dirt there, you have to get it totally off our right of way."
"railroad says no, we're not going to give you guys a permit, some we you can't.",i,and then the final one was at the at the lake point.,"the dam that holds the lake back right now is sitting on the right of way for the railroad, okay, and so the railroad gets involved.","once you start moving the dirt there, you have to get it totally off our right of way.","and that was the third and final piece that there was no way we could do all those, meet all those different requirements within the timeline."
"once you start moving the dirt there, you have to get it totally off our right of way.",i,"the dam that holds the lake back right now is sitting on the right of way for the railroad, okay, and so the railroad gets involved.","railroad says no, we're not going to give you guys a permit, some we you can't.","and that was the third and final piece that there was no way we could do all those, meet all those different requirements within the timeline.","we thought we needed to do that, to do the project between the railroad and getting the, the state to work out the liner issue, and then, with the roadway going away, those three pieces."
"and that was the third and final piece that there was no way we could do all those, meet all those different requirements within the timeline.",i,"railroad says no, we're not going to give you guys a permit, some we you can't.","once you start moving the dirt there, you have to get it totally off our right of way.","we thought we needed to do that, to do the project between the railroad and getting the, the state to work out the liner issue, and then, with the roadway going away, those three pieces.","basically, we said, okay, what can we do?"
"we thought we needed to do that, to do the project between the railroad and getting the, the state to work out the liner issue, and then, with the roadway going away, those three pieces.",i,"once you start moving the dirt there, you have to get it totally off our right of way.","and that was the third and final piece that there was no way we could do all those, meet all those different requirements within the timeline.","basically, we said, okay, what can we do?",that still would help flooding the still.
"basically, we said, okay, what can we do?",i,"and that was the third and final piece that there was no way we could do all those, meet all those different requirements within the timeline.","we thought we needed to do that, to do the project between the railroad and getting the, the state to work out the liner issue, and then, with the roadway going away, those three pieces.",that still would help flooding the still.,and the consensus was we could still look at the storm sewer piece and just concentrate on that.
that still would help flooding the still.,i,"we thought we needed to do that, to do the project between the railroad and getting the, the state to work out the liner issue, and then, with the roadway going away, those three pieces.","basically, we said, okay, what can we do?",and the consensus was we could still look at the storm sewer piece and just concentrate on that.,"once we made that decision, the 10 million dollars which would be enough to make sure that we got that water back to the system, and we could do it with the rain, because we could have used that more for the rain and we could have used it for water and we could have used it for the rain."
and the consensus was we could still look at the storm sewer piece and just concentrate on that.,i,"basically, we said, okay, what can we do?",that still would help flooding the still.,"once we made that decision, the 10 million dollars which would be enough to make sure that we got that water back to the system, and we could do it with the rain, because we could have used that more for the rain and we could have used it for water and we could have used it for the rain.",so it wasn't upfront money.
"once we made that decision, the 10 million dollars which would be enough to make sure that we got that water back to the system, and we could do it with the rain, because we could have used that more for the rain and we could have used it for water and we could have used it for the rain.",i,that still would help flooding the still.,and the consensus was we could still look at the storm sewer piece and just concentrate on that.,so it wasn't upfront money.,"we paid pittsburgh water, would have paid it up front and then got a reimbursement from our person."
so it wasn't upfront money.,i,and the consensus was we could still look at the storm sewer piece and just concentrate on that.,"once we made that decision, the 10 million dollars which would be enough to make sure that we got that water back to the system, and we could do it with the rain, because we could have used that more for the rain and we could have used it for water and we could have used it for the rain.","we paid pittsburgh water, would have paid it up front and then got a reimbursement from our person.","so, i guess, explain to me more about the liner."
"we paid pittsburgh water, would have paid it up front and then got a reimbursement from our person.",i,"once we made that decision, the 10 million dollars which would be enough to make sure that we got that water back to the system, and we could do it with the rain, because we could have used that more for the rain and we could have used it for water and we could have used it for the rain.",so it wasn't upfront money.,"so, i guess, explain to me more about the liner.","why couldn't we do, why couldn't we just update it and do it the way the state?"
"so, i guess, explain to me more about the liner.",i,so it wasn't upfront money.,"we paid pittsburgh water, would have paid it up front and then got a reimbursement from our person.","why couldn't we do, why couldn't we just update it and do it the way the state?","if you thought we should do it, the amount of water that's coming off gonna fill it's, gonna go over a spillway and all of that water was gonna end up in this channel right all the way down, and that was a nice way to channel it."
"why couldn't we do, why couldn't we just update it and do it the way the state?",i,"we paid pittsburgh water, would have paid it up front and then got a reimbursement from our person.","so, i guess, explain to me more about the liner.","if you thought we should do it, the amount of water that's coming off gonna fill it's, gonna go over a spillway and all of that water was gonna end up in this channel right all the way down, and that was a nice way to channel it.","but when there's no rain, there was a continuous amount of stream that would be going through that channel, but it's very slow flow, so barely where you probably couldn't see it."
"if you thought we should do it, the amount of water that's coming off gonna fill it's, gonna go over a spillway and all of that water was gonna end up in this channel right all the way down, and that was a nice way to channel it.",i,"so, i guess, explain to me more about the liner.","why couldn't we do, why couldn't we just update it and do it the way the state?","but when there's no rain, there was a continuous amount of stream that would be going through that channel, but it's very slow flow, so barely where you probably couldn't see it.","if you don't have a liner, you'll be dry, you'll just infiltrate into the ground and you wouldn't see it, and so it'll be a dry bed pretty soon."
"but when there's no rain, there was a continuous amount of stream that would be going through that channel, but it's very slow flow, so barely where you probably couldn't see it.",i,"why couldn't we do, why couldn't we just update it and do it the way the state?","if you thought we should do it, the amount of water that's coming off gonna fill it's, gonna go over a spillway and all of that water was gonna end up in this channel right all the way down, and that was a nice way to channel it.","if you don't have a liner, you'll be dry, you'll just infiltrate into the ground and you wouldn't see it, and so it'll be a dry bed pretty soon.","all the stumps, tree stumps they were gonna put in out, all of that would die and it would actually be more of an eyesore."
"if you don't have a liner, you'll be dry, you'll just infiltrate into the ground and you wouldn't see it, and so it'll be a dry bed pretty soon.",i,"if you thought we should do it, the amount of water that's coming off gonna fill it's, gonna go over a spillway and all of that water was gonna end up in this channel right all the way down, and that was a nice way to channel it.","but when there's no rain, there was a continuous amount of stream that would be going through that channel, but it's very slow flow, so barely where you probably couldn't see it.","all the stumps, tree stumps they were gonna put in out, all of that would die and it would actually be more of an eyesore.","then it would be a living stream, which was the intention."
"all the stumps, tree stumps they were gonna put in out, all of that would die and it would actually be more of an eyesore.",i,"but when there's no rain, there was a continuous amount of stream that would be going through that channel, but it's very slow flow, so barely where you probably couldn't see it.","if you don't have a liner, you'll be dry, you'll just infiltrate into the ground and you wouldn't see it, and so it'll be a dry bed pretty soon.","then it would be a living stream, which was the intention.","so that difference of opinion in technical approach basically said you couldn't do the dry bed, okay, and then explain to me about the railroad because I thought that had to do with Panther Hollow Lake."
"then it would be a living stream, which was the intention.",i,"if you don't have a liner, you'll be dry, you'll just infiltrate into the ground and you wouldn't see it, and so it'll be a dry bed pretty soon.","all the stumps, tree stumps they were gonna put in out, all of that would die and it would actually be more of an eyesore.","so that difference of opinion in technical approach basically said you couldn't do the dry bed, okay, and then explain to me about the railroad because I thought that had to do with Panther Hollow Lake.","yeah, it had to do with the lake being deepened and to do it we had to move the embankment, which the state considered a dam, and the toe of that dam."
"so that difference of opinion in technical approach basically said you couldn't do the dry bed, okay, and then explain to me about the railroad because I thought that had to do with Panther Hollow Lake.",i,"all the stumps, tree stumps they were gonna put in out, all of that would die and it would actually be more of an eyesore.","then it would be a living stream, which was the intention.","yeah, it had to do with the lake being deepened and to do it we had to move the embankment, which the state considered a dam, and the toe of that dam.","we don't have a map, but if you looked at the map, the way it is now, the current spillway and and the toe of the dam is right on railroad, right away, something you probably could have done in the 40s and 50s or whenever the dam was built, but you couldn't do that."
"yeah, it had to do with the lake being deepened and to do it we had to move the embankment, which the state considered a dam, and the toe of that dam.",i,"then it would be a living stream, which was the intention.","so that difference of opinion in technical approach basically said you couldn't do the dry bed, okay, and then explain to me about the railroad because I thought that had to do with Panther Hollow Lake.","we don't have a map, but if you looked at the map, the way it is now, the current spillway and and the toe of the dam is right on railroad, right away, something you probably could have done in the 40s and 50s or whenever the dam was built, but you couldn't do that.",so which railroad is it that was not?
"we don't have a map, but if you looked at the map, the way it is now, the current spillway and and the toe of the dam is right on railroad, right away, something you probably could have done in the 40s and 50s or whenever the dam was built, but you couldn't do that.",i,"so that difference of opinion in technical approach basically said you couldn't do the dry bed, okay, and then explain to me about the railroad because I thought that had to do with Panther Hollow Lake.","yeah, it had to do with the lake being deepened and to do it we had to move the embankment, which the state considered a dam, and the toe of that dam.",so which railroad is it that was not?,"yeah, I have to find."
so which railroad is it that was not?,i,"yeah, it had to do with the lake being deepened and to do it we had to move the embankment, which the state considered a dam, and the toe of that dam.","we don't have a map, but if you looked at the map, the way it is now, the current spillway and and the toe of the dam is right on railroad, right away, something you probably could have done in the 40s and 50s or whenever the dam was built, but you couldn't do that.","yeah, I have to find.","like, was it CSX?"
"yeah, I have to find.",i,"we don't have a map, but if you looked at the map, the way it is now, the current spillway and and the toe of the dam is right on railroad, right away, something you probably could have done in the 40s and 50s or whenever the dam was built, but you couldn't do that.",so which railroad is it that was not?,"like, was it CSX?","yes, yes, it was CSX, yes, so, just so I'm clear, what did CSX say we couldn't do?"
"like, was it CSX?",i,so which railroad is it that was not?,"yeah, I have to find.","yes, yes, it was CSX, yes, so, just so I'm clear, what did CSX say we couldn't do?","we have we would have to get the spillway off the right-of-way and we would have to move the embankment, the dam, off the right-of-way, which means we'll have to push all that back off the right-of-way."
"yes, yes, it was CSX, yes, so, just so I'm clear, what did CSX say we couldn't do?",i,"yeah, I have to find.","like, was it CSX?","we have we would have to get the spillway off the right-of-way and we would have to move the embankment, the dam, off the right-of-way, which means we'll have to push all that back off the right-of-way.","when you say back, you mean like toward the lake, yes, towards where the lake is not the right-of-way."
"we have we would have to get the spillway off the right-of-way and we would have to move the embankment, the dam, off the right-of-way, which means we'll have to push all that back off the right-of-way.",i,"like, was it CSX?","yes, yes, it was CSX, yes, so, just so I'm clear, what did CSX say we couldn't do?","when you say back, you mean like toward the lake, yes, towards where the lake is not the right-of-way.","so there's a whole lake down the right-of-way and that whole embankment would have to be pushed down the right-of-way and the spillway would have to be located off the right-of-way, and would that have been then connected to the stream sitting here right now I'm not even sure."
"when you say back, you mean like toward the lake, yes, towards where the lake is not the right-of-way.",i,"yes, yes, it was CSX, yes, so, just so I'm clear, what did CSX say we couldn't do?","we have we would have to get the spillway off the right-of-way and we would have to move the embankment, the dam, off the right-of-way, which means we'll have to push all that back off the right-of-way.","so there's a whole lake down the right-of-way and that whole embankment would have to be pushed down the right-of-way and the spillway would have to be located off the right-of-way, and would that have been then connected to the stream sitting here right now I'm not even sure.","just, it would be the."
"so there's a whole lake down the right-of-way and that whole embankment would have to be pushed down the right-of-way and the spillway would have to be located off the right-of-way, and would that have been then connected to the stream sitting here right now I'm not even sure.",i,"we have we would have to get the spillway off the right-of-way and we would have to move the embankment, the dam, off the right-of-way, which means we'll have to push all that back off the right-of-way.","when you say back, you mean like toward the lake, yes, towards where the lake is not the right-of-way.","just, it would be the.","everything I just described just adds again, you just keep adding to the cost of the project."
"just, it would be the.",i,"when you say back, you mean like toward the lake, yes, towards where the lake is not the right-of-way.","so there's a whole lake down the right-of-way and that whole embankment would have to be pushed down the right-of-way and the spillway would have to be located off the right-of-way, and would that have been then connected to the stream sitting here right now I'm not even sure.","everything I just described just adds again, you just keep adding to the cost of the project.",so I'm still not totally clear.
"everything I just described just adds again, you just keep adding to the cost of the project.",i,"so there's a whole lake down the right-of-way and that whole embankment would have to be pushed down the right-of-way and the spillway would have to be located off the right-of-way, and would that have been then connected to the stream sitting here right now I'm not even sure.","just, it would be the.",so I'm still not totally clear.,"so this issue with the stream, you with the liner, okay, so let's just say like, was this a?"
so I'm still not totally clear.,i,"just, it would be the.","everything I just described just adds again, you just keep adding to the cost of the project.","so this issue with the stream, you with the liner, okay, so let's just say like, was this a?","i don't understand the 10 million dollar difference like, so we lost 10 million dollars because we took away the green infrastructure."
"so this issue with the stream, you with the liner, okay, so let's just say like, was this a?",i,"everything I just described just adds again, you just keep adding to the cost of the project.",so I'm still not totally clear.,"i don't understand the 10 million dollar difference like, so we lost 10 million dollars because we took away the green infrastructure.","that would have happened next, you know, along the soccer field, right along."
"i don't understand the 10 million dollar difference like, so we lost 10 million dollars because we took away the green infrastructure.",i,so I'm still not totally clear.,"so this issue with the stream, you with the liner, okay, so let's just say like, was this a?","that would have happened next, you know, along the soccer field, right along.","yes, the 10 million dollars we were getting for the performance of the project, right, and the performance would have was the, the performance was there when you had the store, the, the green infrastructure, elements of it that would, that were like, yes, everything was there."
"that would have happened next, you know, along the soccer field, right along.",i,"so this issue with the stream, you with the liner, okay, so let's just say like, was this a?","i don't understand the 10 million dollar difference like, so we lost 10 million dollars because we took away the green infrastructure.","yes, the 10 million dollars we were getting for the performance of the project, right, and the performance would have was the, the performance was there when you had the store, the, the green infrastructure, elements of it that would, that were like, yes, everything was there.","once that went away, you rerun the models and you do the analysis."
"yes, the 10 million dollars we were getting for the performance of the project, right, and the performance would have was the, the performance was there when you had the store, the, the green infrastructure, elements of it that would, that were like, yes, everything was there.",i,"i don't understand the 10 million dollar difference like, so we lost 10 million dollars because we took away the green infrastructure.","that would have happened next, you know, along the soccer field, right along.","once that went away, you rerun the models and you do the analysis.",you don't.
"once that went away, you rerun the models and you do the analysis.",i,"that would have happened next, you know, along the soccer field, right along.","yes, the 10 million dollars we were getting for the performance of the project, right, and the performance would have was the, the performance was there when you had the store, the, the green infrastructure, elements of it that would, that were like, yes, everything was there.",you don't.,"you don't get the performance you get from a combined cerebral flow reduction, not a flooding."
you don't.,i,"yes, the 10 million dollars we were getting for the performance of the project, right, and the performance would have was the, the performance was there when you had the store, the, the green infrastructure, elements of it that would, that were like, yes, everything was there.","once that went away, you rerun the models and you do the analysis.","you don't get the performance you get from a combined cerebral flow reduction, not a flooding.",the flooding remediation didn't change right.
"you don't get the performance you get from a combined cerebral flow reduction, not a flooding.",i,"once that went away, you rerun the models and you do the analysis.",you don't.,the flooding remediation didn't change right.,"but what i'm asking is: so i, i understand about the lake, i understand that, like shifting panther hollow lake, you know, know, whatever, like 10 feet or yeah, whatever it would have had to have been."
the flooding remediation didn't change right.,i,you don't.,"you don't get the performance you get from a combined cerebral flow reduction, not a flooding.","but what i'm asking is: so i, i understand about the lake, i understand that, like shifting panther hollow lake, you know, know, whatever, like 10 feet or yeah, whatever it would have had to have been.","i get that, that is, you know, complicated, and moving the dam or whatever, but but the stream, i still don't understand."
"but what i'm asking is: so i, i understand about the lake, i understand that, like shifting panther hollow lake, you know, know, whatever, like 10 feet or yeah, whatever it would have had to have been.",i,"you don't get the performance you get from a combined cerebral flow reduction, not a flooding.",the flooding remediation didn't change right.,"i get that, that is, you know, complicated, and moving the dam or whatever, but but the stream, i still don't understand.","so, okay, there's, the state says no liner."
"i get that, that is, you know, complicated, and moving the dam or whatever, but but the stream, i still don't understand.",i,the flooding remediation didn't change right.,"but what i'm asking is: so i, i understand about the lake, i understand that, like shifting panther hollow lake, you know, know, whatever, like 10 feet or yeah, whatever it would have had to have been.","so, okay, there's, the state says no liner.",you say there should be a liner.
"so, okay, there's, the state says no liner.",i,"but what i'm asking is: so i, i understand about the lake, i understand that, like shifting panther hollow lake, you know, know, whatever, like 10 feet or yeah, whatever it would have had to have been.","i get that, that is, you know, complicated, and moving the dam or whatever, but but the stream, i still don't understand.",you say there should be a liner.,"yes, that seems overcomable."
you say there should be a liner.,i,"i get that, that is, you know, complicated, and moving the dam or whatever, but but the stream, i still don't understand.","so, okay, there's, the state says no liner.","yes, that seems overcomable.","i mean, we can ask our army corps folks."
"yes, that seems overcomable.",i,"so, okay, there's, the state says no liner.",you say there should be a liner.,"i mean, we can ask our army corps folks.",i don't know if you have any thoughts on liner versus no liner.
"i mean, we can ask our army corps folks.",i,you say there should be a liner.,"yes, that seems overcomable.",i don't know if you have any thoughts on liner versus no liner.,it depends on the intention for the stream.
i don't know if you have any thoughts on liner versus no liner.,i,"yes, that seems overcomable.","i mean, we can ask our army corps folks.",it depends on the intention for the stream.,"yes, yeah, i mean it."
it depends on the intention for the stream.,i,"i mean, we can ask our army corps folks.",i don't know if you have any thoughts on liner versus no liner.,"yes, yeah, i mean it.","yes, the."
"yes, yeah, i mean it.",i,i don't know if you have any thoughts on liner versus no liner.,it depends on the intention for the stream.,"yes, the.","the intention was to have a stream, to have a stream flow, right, yeah, i remember, and it was going to be like, yeah, it was going to be and it was going to be nice, right, yeah, right, and the only way that was going to happen would be if the water didn't disappear on the underground and then you have a dry bed."
"yes, the.",i,it depends on the intention for the stream.,"yes, yeah, i mean it.","the intention was to have a stream, to have a stream flow, right, yeah, i remember, and it was going to be like, yeah, it was going to be and it was going to be nice, right, yeah, right, and the only way that was going to happen would be if the water didn't disappear on the underground and then you have a dry bed.","that was the the fear was for, because if not, the water would have been gone and the water would have been gone."
"the intention was to have a stream, to have a stream flow, right, yeah, i remember, and it was going to be like, yeah, it was going to be and it was going to be nice, right, yeah, right, and the only way that was going to happen would be if the water didn't disappear on the underground and then you have a dry bed.",i,"yes, yeah, i mean it.","yes, the.","that was the the fear was for, because if not, the water would have been gone and the water would have been gone.","so i think it's a great question, because if you could have a dry bed and if you could have a dry bed, and if you could have a dry bed, then if you have a dry bed, then all the root balls and all of those nice looking features that you, we were going to put in, all of that would be dead within the matter of, you know, year and a half, right, and then you have to go dig it all up."
"that was the the fear was for, because if not, the water would have been gone and the water would have been gone.",i,"yes, the.","the intention was to have a stream, to have a stream flow, right, yeah, i remember, and it was going to be like, yeah, it was going to be and it was going to be nice, right, yeah, right, and the only way that was going to happen would be if the water didn't disappear on the underground and then you have a dry bed.","so i think it's a great question, because if you could have a dry bed and if you could have a dry bed, and if you could have a dry bed, then if you have a dry bed, then all the root balls and all of those nice looking features that you, we were going to put in, all of that would be dead within the matter of, you know, year and a half, right, and then you have to go dig it all up.",you basically have an open channel swale.
"so i think it's a great question, because if you could have a dry bed and if you could have a dry bed, and if you could have a dry bed, then if you have a dry bed, then all the root balls and all of those nice looking features that you, we were going to put in, all of that would be dead within the matter of, you know, year and a half, right, and then you have to go dig it all up.",i,"the intention was to have a stream, to have a stream flow, right, yeah, i remember, and it was going to be like, yeah, it was going to be and it was going to be nice, right, yeah, right, and the only way that was going to happen would be if the water didn't disappear on the underground and then you have a dry bed.","that was the the fear was for, because if not, the water would have been gone and the water would have been gone.",you basically have an open channel swale.,"well, so again, i mean, and that's sort of what i'm thinking is, why could that?"
you basically have an open channel swale.,b,"that was the the fear was for, because if not, the water would have been gone and the water would have been gone.","so i think it's a great question, because if you could have a dry bed and if you could have a dry bed, and if you could have a dry bed, then if you have a dry bed, then all the root balls and all of those nice looking features that you, we were going to put in, all of that would be dead within the matter of, you know, year and a half, right, and then you have to go dig it all up.","well, so again, i mean, and that's sort of what i'm thinking is, why could that?","i mean, if it's again like the aesthetics aside, right, yes, forget about that part."
"well, so again, i mean, and that's sort of what i'm thinking is, why could that?",i,"so i think it's a great question, because if you could have a dry bed and if you could have a dry bed, and if you could have a dry bed, then if you have a dry bed, then all the root balls and all of those nice looking features that you, we were going to put in, all of that would be dead within the matter of, you know, year and a half, right, and then you have to go dig it all up.",you basically have an open channel swale.,"i mean, if it's again like the aesthetics aside, right, yes, forget about that part.","but if just along the railroad track, on the on the park side, if you just said, oh, you know, if i'm using the boulevard track to transfer the dirty on slide, it would help the pasta roller, right, if i didn't know what was going on, yeah, i mean."
"i mean, if it's again like the aesthetics aside, right, yes, forget about that part.",i,you basically have an open channel swale.,"well, so again, i mean, and that's sort of what i'm thinking is, why could that?","but if just along the railroad track, on the on the park side, if you just said, oh, you know, if i'm using the boulevard track to transfer the dirty on slide, it would help the pasta roller, right, if i didn't know what was going on, yeah, i mean.","okay, i guess, again, if i got a lot of heads, what would that mean?"
"but if just along the railroad track, on the on the park side, if you just said, oh, you know, if i'm using the boulevard track to transfer the dirty on slide, it would help the pasta roller, right, if i didn't know what was going on, yeah, i mean.",i,"well, so again, i mean, and that's sort of what i'm thinking is, why could that?","i mean, if it's again like the aesthetics aside, right, yes, forget about that part.","okay, i guess, again, if i got a lot of heads, what would that mean?",so that's what i mean.
"okay, i guess, again, if i got a lot of heads, what would that mean?",i,"i mean, if it's again like the aesthetics aside, right, yes, forget about that part.","but if just along the railroad track, on the on the park side, if you just said, oh, you know, if i'm using the boulevard track to transfer the dirty on slide, it would help the pasta roller, right, if i didn't know what was going on, yeah, i mean.",so that's what i mean.,"yeah, of our, you know, route had a large, you know, i don't know, fill it with- again, i'm not an engineer- it would have been a large swale, that would have been."
so that's what i mean.,i,"but if just along the railroad track, on the on the park side, if you just said, oh, you know, if i'm using the boulevard track to transfer the dirty on slide, it would help the pasta roller, right, if i didn't know what was going on, yeah, i mean.","okay, i guess, again, if i got a lot of heads, what would that mean?","yeah, of our, you know, route had a large, you know, i don't know, fill it with- again, i'm not an engineer- it would have been a large swale, that would have been.","basically, the issue is the original intent wouldn't have been met and at that time- i don't know if people would remember this, but that was one of the hits- Pittsburgh Water was Blank water was taken."
"yeah, of our, you know, route had a large, you know, i don't know, fill it with- again, i'm not an engineer- it would have been a large swale, that would have been.",i,"okay, i guess, again, if i got a lot of heads, what would that mean?",so that's what i mean.,"basically, the issue is the original intent wouldn't have been met and at that time- i don't know if people would remember this, but that was one of the hits- Pittsburgh Water was Blank water was taken.",was we do we give?
"basically, the issue is the original intent wouldn't have been met and at that time- i don't know if people would remember this, but that was one of the hits- Pittsburgh Water was Blank water was taken.",i,so that's what i mean.,"yeah, of our, you know, route had a large, you know, i don't know, fill it with- again, i'm not an engineer- it would have been a large swale, that would have been.",was we do we give?,I do preserve this nice graphic.
was we do we give?,i,"yeah, of our, you know, route had a large, you know, i don't know, fill it with- again, i'm not an engineer- it would have been a large swale, that would have been.","basically, the issue is the original intent wouldn't have been met and at that time- i don't know if people would remember this, but that was one of the hits- Pittsburgh Water was Blank water was taken.",I do preserve this nice graphic.,"it green infrastructure's beautiful when it works and you get it at the peak time, but when it's dry season- or I always you know it's because it's off season- it doesn't look nice to a lot of people And we were getting complaints from people how these things look nice and it doesn't look like the pictures you showed us."
I do preserve this nice graphic.,i,"basically, the issue is the original intent wouldn't have been met and at that time- i don't know if people would remember this, but that was one of the hits- Pittsburgh Water was Blank water was taken.",was we do we give?,"it green infrastructure's beautiful when it works and you get it at the peak time, but when it's dry season- or I always you know it's because it's off season- it doesn't look nice to a lot of people And we were getting complaints from people how these things look nice and it doesn't look like the pictures you showed us.",And so the risk of doing one of these where the dry beds would also be empty and all the other stuff it was like.
"it green infrastructure's beautiful when it works and you get it at the peak time, but when it's dry season- or I always you know it's because it's off season- it doesn't look nice to a lot of people And we were getting complaints from people how these things look nice and it doesn't look like the pictures you showed us.",i,was we do we give?,I do preserve this nice graphic.,And so the risk of doing one of these where the dry beds would also be empty and all the other stuff it was like.,at this point let's put that aside and concentrate on the storm sewer.
And so the risk of doing one of these where the dry beds would also be empty and all the other stuff it was like.,i,I do preserve this nice graphic.,"it green infrastructure's beautiful when it works and you get it at the peak time, but when it's dry season- or I always you know it's because it's off season- it doesn't look nice to a lot of people And we were getting complaints from people how these things look nice and it doesn't look like the pictures you showed us.",at this point let's put that aside and concentrate on the storm sewer.,It was really more an expediency type thing.
